XID number,Project Name,City,Region,Builder website,Project Page (Not CP),Magic Bricks Phase 1,Magic Bricks Phase 2,Magic Bricks Phase 3,Magic Bricks Phase 4,Housing Phase 1,Housing Phase 2,Housing Phase 3,Housing Phase 4,Square Yards  Phase 1,Square Yards  Phase 2,Square Yards  Phase 3,Square Yards  Phase 4,Other phase XID on 99acres,NA,NA
401902,Bhagwati Elysia 2,Navi Mumbai,Navi Mumbai,https://bhagwatigroup.in/elysia-ii/,NA,https://www.magicbricks.com/bhagwati-elysia-pushpak-nagar-navi-mumbai-pdpid-4d4235343235323731,NA,NA,NA,https://housing.com/in/buy/projects/page/289214-bhagwati-elysia-ii-by-bhagwati-group-in-pushpak-nagar,NA,NA,NA,https://www.squareyards.com/navi-mumbai-residential-property/bhagwati-elysia/143592/project,NA,NA,NA,r377897,NA,NA
374312,Godrej Woods,Noida,Noida,https://www.godrejproperties.com/noida/residential/godrej-woods,NA,https://www.magicbricks.com/godrej-woods-sector-43-noida-pdpid-4d4235323330313731,NA,NA,NA,https://housing.com/in/buy/projects/page/271550-godrej-woods-by-godrej-properties-ltd-in-sector-43,NA,NA,NA,https://www.squareyards.com/noida-residential-property/godrej-woods/30231/project,NA,NA,NA,NA,NA,NA
330597,Signature Global Park,Gurgaon,Gurugram,https://www.signatureglobal.in/global-park.php,NA,https://www.magicbricks.com/signature-global-park-sohna-sector-36-gurgaon-pdpid-4d4235313235333935,NA,NA,NA,https://housing.com/in/buy/projects/page/269450-signature-global-park-by-signature-global-builders-pvt-ltd-in-sector-36-sohna,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/signature-global-park/10718/project,NA,NA,NA,NA,NA,NA
743,Logix Blossom County,Noida,Noida,http://www.logixgroup.in/blossom-county.php,NA,https://www.magicbricks.com/logix-blossom-county-sector-137-noida-pdpid-4d4235303030373535,NA,NA,NA,https://housing.com/in/buy/projects/page/29436-logix-blossom-county-by-logix-group-in-sector-137,NA,NA,NA,https://www.squareyards.com/noida-residential-property/logix-blossom-county/542/project,NA,NA,NA,NA,NA,NA
378131,M3M Soulitude,Gurgaon,Gurugram,https://m3mindia.com/residential/m3m-soulitude,NA,https://www.magicbricks.com/m3m-soulitude-sector-89-gurgaon-pdpid-4d4235333234383739,NA,NA,NA,https://housing.com/in/buy/projects/page/261019-m3m-soulitude-by-m3m-india-pvt-ltd-in-sector-89,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/m3m-soulitude/106807/project,NA,NA,NA,NA,NA,NA
405502,VVIP Namah,Ghaziabad,Delhi NCR,https://www.vvipnamah.com/,NA,https://www.magicbricks.com/vvip-namah-nh-24-ghaziabad-pdpid-4d4235343136383435,NA,NA,NA,https://housing.com/in/buy/projects/page/304896-vvip-namah-by-vvip-in-mahurali,NA,NA,NA,https://www.squareyards.com/ghaziabad-residential-property/vvip-namah/231025/project,NA,NA,NA,NA,NA,NA
414339,Experion Elements,Noida,Noida,https://www.experion.co/,NA,https://www.magicbricks.com/experion-elements-sector-45-noida-pdpid-4d4235343230323835,NA,NA,NA,https://housing.com/in/buy/projects/page/319871-experion-elements-by-experion-developers-in-sector-45,NA,NA,NA,https://www.squareyards.com/noida-residential-property/experion-elements/246908/project,NA,NA,NA,NA,NA,NA
376075,Wave Veridia Oakwood Enclave,Ghaziabad,Delhi NCR,https://www.wavecity.in/?utm_source=Google&lead-sources-comment=GMB-wave-city&utm_medium=Organic&utm_campaign=Organic-GMB-Wave-City,NA,https://www.magicbricks.com/wave-veridia-nh-24-ghaziabad-pdpid-4d4235333137383931,NA,NA,NA,https://housing.com/in/buy/projects/page/311874-uchdl-veridia-6-oakwood-enclave-by-uppal-chadha-hi-tech-developers-pvt-ltd-in-wave-city,NA,NA,NA,https://www.squareyards.com/ghaziabad-residential-property/uchdpl-veridia-oakwood-enclave/105685/project,NA,NA,NA,NA,NA,NA
431965,Gaur NYC Residences,Ghaziabad,Delhi NCR,https://www.gaur-nycghaziabad.in/?gad_source=1&gclid=CjwKCAjw47i_BhBTEiwAaJfPprVuTZuNrfhv7VVwLdld5WxSyFQ_2FSHk4W_aSs8dxpRiN3XXfph9RoCTL4QAvD_BwE,NA,https://www.magicbricks.com/gaur-nyc-residences-wave-city-ghaziabad-pdpid-4d4235343233313731,NA,NA,NA,https://www.squareyards.com/ghaziabad-residential-property/gaur-nyc-residences/308175/project,NA,NA,NA,https://housing.com/in/buy/projects/page/329136-gaursons-nyc-residencies-by-gaurs-group-in-bamheta-village,NA,NA,NA,NA,NA,NA
404772,Central Park The Orchard,Gurgaon,Gurugram,https://www.centralpark.in/the-orchard.php,NA,https://www.magicbricks.com/central-park-the-orchard-sohna-sector-32-gurgaon-pdpid-4d4235343034333833,NA,NA,NA,https://housing.com/in/buy/projects/page/293320-central-park-the-orchard-by-central-park-in-sector-32-sohna,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/central-park-the-orchard/217447/project,NA,NA,NA,NA,NA,NA
390137,Tulip Monsella,Gurgaon,Gurugram,https://www.tulipmonsella.com/,NA,https://www.magicbricks.com/tulip-monsella-sector-53-gurgaon-pdpid-4d4235333332313237,NA,NA,NA,https://housing.com/in/buy/projects/page/277126-tulip-monsella-by-tulip-infratech-pvt-ltd-in-sector-53,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/tulip-monsella/113706/project,NA,NA,NA,NA,NA,NA
329835,SCC Blossom,Ghaziabad,Delhi NCR,https://sccgroup.in/,NA,https://www.magicbricks.com/scc-blossom-raj-nagar-extension-ghaziabad-pdpid-4d4235333235393135,NA,NA,NA,https://www.squareyards.com/ghaziabad-residential-property/scc-blossom/10676/project,NA,NA,NA,https://housing.com/in/buy/projects/page/230410-scc-blossom-by-scc-builders-pvt-ltd-in-raj-nagar-extension,NA,NA,NA,NA,NA,NA
403842,Adani Samsara Avasa,Gurgaon,Gurugram,https://www.adanirealty.com/residential-projects/gurugram/samsara,NA,https://www.magicbricks.com/adani-samsara-avasa-sector-63-gurgaon-pdpid-4d4235343035303531,NA,NA,NA,https://housing.com/in/buy/projects/page/295441-adani-samsara-avasa-by-adani-realty-in-sector-63,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/adani-samsara-vilasa/14119/project,NA,NA,NA,NA,NA,NA
319819,Shapoorji Pallonji Joyville Gurugram,Gurgaon,Gurugram,https://www.joyvillehomes.com/joyville-gurugram/,NA,https://www.magicbricks.com/shapoorji-pallonji-joyville-sector-102-gurgaon-pdpid-4d4235313139383533,NA,NA,NA,https://housing.com/in/buy/projects/page/128336-shapoorji-pallonji-joyville-by-shapoorji-pallonji-real-estate-in-sector-102,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/shapoorji-pallonji-joyville-gurgaon/10226/project,NA,NA,NA,NA,NA,NA
403945,Irish Platinum,Greater Noida,Noida,https://www.irishplatinum.com/,NA,https://www.magicbricks.com/irish-platinum-vaidpura-greater-noida-pdpid-4d4235343230373431,NA,NA,NA,https://housing.com/in/buy/projects/page/317382-irish-platinum-by-irish-infrastructure-private-limited-in-sector-10,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/irish-platinum/245846/project,NA,NA,NA,NA,NA,NA
405529,Navraj The Antalyas,Gurgaon,Gurugram,https://navrajofficial.com/,NA,https://www.magicbricks.com/navraj-the-antalyas-sector-37d-gurgaon-pdpid-4d4235343131333439,NA,NA,NA,https://housing.com/in/buy/projects/page/297932-navraj-the-antalya-by-navraj-builder-in-sector-37d,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/navraj-the-antalyas/228575/project,NA,NA,NA,NA,NA,NA
402610,M3M Antalya Hills,Gurgaon,Gurugram,https://m3mindia.com/residential/m3m-antalya-hills,NA,https://www.magicbricks.com/m3m-antalya-hills-phase-ii-sector-79-gurgaon-pdpid-4d4235333934313039,NA,NA,NA,https://housing.com/in/buy/projects/page/298817-m3m-antalya-hills-by-m3m-india-pvt-ltd-in-sector-79,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/m3m-antalya-hills/201749/project,NA,NA,NA,NA,NA,NA
7662,Paramount Golfforeste,Greater Noida,Noida,https://www.paramountgolfforestevillas.co.in/,NA,https://www.magicbricks.com/paramount-golfforeste-zeta-greater-noida-pdpid-4d4235303735363439,NA,NA,NA,https://housing.com/in/buy/projects/page/8818-paramount-golfforeste-villas-by-paramount-propbuild-pvt-ltd-in-surajpur,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/paramount-golfforeste-villas/9152/project,NA,NA,NA,NA,NA,NA
419936,Godrej Aristocrat,Gurgaon,Gurugram,https://www.godrejproperties.com/gurugram/residential/godrej-aristocrat,NA,https://www.magicbricks.com/godrej-aristocrat-sector-49-gurgaon-pdpid-4d4235343138383333,NA,NA,NA,https://housing.com/in/buy/projects/page/310951-godrej-aristocrat-by-godrej-properties-ltd-in-sector-49,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/godrej-aristocrat/235556/project,NA,NA,NA,NA,NA,NA
370562,T and T Eutopia,Ghaziabad,Delhi NCR,https://eutopia.tandtgroup.in/,NA,https://www.magicbricks.com/t&t-eutopia-siddhartha-vihar-ghaziabad-pdpid-4d4235313935343739,NA,NA,NA,https://housing.com/in/buy/projects/page/251452-t-and-t-eutopia-phase-1-by-t-and-t-realtech-private-limited-in-siddharth-vihar,NA,NA,NA,https://www.squareyards.com/ghaziabad-residential-property/t-and-t-eutopia-phase-1/101257/project,NA,NA,NA,NA,NA,NA
427191,Ganga Anantam,Gurgaon,Gurugram,https://www.gangarealty.com/,NA,https://www.magicbricks.com/ganga-anantam-sector-85-gurgaon-pdpid-4d4235343231393237,NA,NA,NA,https://housing.com/in/buy/projects/page/319501-anantam-by-ganga-realty-in-sector-85,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/ganga-anantam/249821/project,NA,NA,NA,NA,NA,NA
427906,Sobha Altus,Gurgaon,Gurugram,https://www.sobha.com/delhi-ncr/sobha-altus-sector-106-gurgaon/,NA,https://www.magicbricks.com/sobha-altus-sector-106-gurgaon-pdpid-4d4235343231373337,NA,NA,NA,https://housing.com/in/buy/projects/page/323687-sobha-altus-by-sobha-limited-in-sector-106,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/sobha-altus/249540/project,NA,NA,NA,NA,NA,NA
352441,Ramprastha Imperial Heights Phase 1,Ghaziabad,Delhi NCR,https://www.imperialheights.com/,NA,https://www.magicbricks.com/ramprastha-imperial-heights-indirapuram-ghaziabad-pdpid-4d4235313537353537,NA,NA,NA,https://housing.com/in/buy/projects/page/227572-ramprastha-imperial-heights-phase-1-by-ramprastha-group-in-indirapuram,NA,NA,NA,https://www.squareyards.com/resale-3-bhk-860-sq-ft-apartment-in-ramprastha-imperial-heights-phase-1/7453236,NA,NA,NA,NA,NA,NA
6136,DLF The Skycourt,Gurgaon,Gurugram,https://projects.dlf.in/dlf-the-skycourt-property-developer-sector-86-gurugram-243312/Home?utm_source=locator&utm_medium=googleplaces,NA,https://www.magicbricks.com/dlf-skycourt-sector-86-gurgaon-pdpid-4d4235303232373337,NA,NA,NA,https://housing.com/in/buy/projects/page/3634-dlf-the-skycourt-by-dlf-in-sector-86,NA,NA,NA,https://www.squareyards.com/sale/resale-properties-in-dlf-the-skycourt-gurgaon,NA,NA,NA,NA,NA,NA
10412,Purvanchal Royal City,Greater Noida,Noida,https://www.purvanchalprojects.com/purvanchal-royal-city.php,NA,https://www.magicbricks.com/purvanchal-royal-city-chi-5-greater-noida-pdpid-4d4235303238353639,NA,NA,NA,https://housing.com/in/buy/projects/page/202146-purvanchal-royal-city-phase-2-by-purvanchal-projects-pvt-ltd-in-chi-v-greater-noida,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/purvanchal-royal-city/1183/project,NA,NA,NA,NA,NA,NA
2718,DLF Regal Gardens,Gurgaon,Gurugram,https://projects.dlf.in/dlf-regal-gardens-property-developer-sector-90-gurugram-243320/Home?utm_source=locator&utm_medium=googleplaces,NA,https://www.magicbricks.com/dlf-regal-gardens-sector-90-gurgaon-pdpid-4d4235303238333839,NA,NA,NA,https://housing.com/in/buy/projects/page/3631-dlf-regal-gardens-by-dlf-in-sector-90,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/dlf-regal-gardens/166/project,NA,NA,NA,NA,NA,NA
376177,DLF Garden City Floors,Gurgaon,Gurugram,https://www.dlfhomes.co.in/dlf-garden-city-floors/,NA,https://www.magicbricks.com/dlf-garden-city-floors-sector-92-gurgaon-pdpid-4d4235323332313533,NA,NA,NA,https://housing.com/in/buy/projects/page/256274-dlf-garden-city-independent-floors-by-dlf-in-sector-92,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/dlf-garden-city-independent-floors/103567/project,NA,NA,NA,NA,NA,NA
26134,BPTP Amstoria,Gurgaon,Gurugram,https://www.bptp.com/,NA,https://www.magicbricks.com/bptp-amstoria-sector-102-gurgaon-pdpid-4d4235303233313930,NA,NA,NA,https://housing.com/in/buy/projects/page/43075-bptp-amstoria-country-floor-by-bptp-limited-in-sector-102,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/bptp-amstoria-country-floor/226/project,NA,NA,NA,NA,NA,NA
5456,Puri Emerald Bay,Gurgaon,Gurugram,https://www.puriconstructions.com/project-details/emerald-bay,NA,https://www.magicbricks.com/puri-emerald-bay-sector-104-gurgaon-pdpid-4d4235303139333433,NA,NA,NA,https://housing.com/in/buy/projects/page/1290-puri-emerald-bay-by-puri-constructions-pvt-ltd-in-sector-104,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/puri-emerald-bay/238/project,NA,NA,NA,NA,NA,NA
146207,Saan Verdante,Gurgaon,Gurugram,http://www.saanverdante.in/,NA,https://www.magicbricks.com/saan-verdante-sector-95-gurgaon-pdpid-4d4235303830323837,NA,NA,NA,https://housing.com/in/buy/projects/page/17275-saan-verdante-by-saan-group-in-sector-95,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/saan-verdante/8632/project,NA,NA,NA,NA,NA,NA
396809,Ashiana Amarah,Gurgaon,Gurugram,https://www.ashianahousing.com/kid-centric-homes/gurgaon/ashiana-amarah,NA,https://www.magicbricks.com/ashiana-amarah-sector-93-gurgaon-pdpid-4d4235333334353033,NA,NA,NA,https://housing.com/in/buy/projects/page/282746-ashiana-amarah-by-ashiana-housing-ltd-in-sector-93,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/ashiana-amarah/167185/project,NA,NA,NA,NA,NA,NA
433641,Wave Eden,Ghaziabad,Delhi NCR,https://edenwavecity.in/,NA,https://www.magicbricks.com/wave-eden-wave-city-ghaziabad-pdpid-4d4235343233373931,NA,NA,NA,https://housing.com/in/buy/projects/page/330111-wave-eden-by-uppal-chadha-hitech-developers-in-wave-city?gad_source=1&gclid=CjwKCAjw47i_BhBTEiwAaJfPpqV4tl6LeFRfzrrLztWyjASDpLD0ObosM9lF1jj6OQpnIA9mM7ibNRoCKGgQAvD_BwE,NA,NA,NA,https://www.squareyards.com/ghaziabad-residential-property/uchdpl-eden/308777/project,NA,NA,NA,NA,NA,NA
421404,SG Vista,Ghaziabad,Delhi NCR,https://www.sgvista.in/,NA,https://www.magicbricks.com/sg-vista-raj-nagar-extension-ghaziabad-pdpid-4d4235343138353033,NA,NA,NA,https://housing.com/in/buy/projects/page/311700-sg-vista-by-sg-estates-in-raj-nagar-extension,NA,NA,NA,https://www.squareyards.com/ghaziabad-residential-property/sg-vista/239320/project,NA,NA,NA,NA,NA,NA
136575,Ashiana Anmol,Gurgaon,Gurugram,https://www.ashianahousing.com/kid-centric-homes/sohna-gurgaon/ashiana-anmol-sohna-sec-33?utm_source=GMB&utm_medium=search&utm_campaign=GMB_search,NA,https://www.magicbricks.com/ashiana-anmol-sector-33-gurgaon-pdpid-4d4235323835373339,NA,NA,NA,https://housing.com/in/buy/projects/page/324207-ashiana-anmol-by-ashiana-housing-ltd-in-sector-38,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/ashiana-anmol-phase-3/113087/project,NA,NA,NA,NA,NA,NA
423388,Puri Diplomatic Residences,Gurgaon,Gurugram,http://puri-diplomaticresidences.co.in/,NA,https://www.magicbricks.com/puri-diplomatic-residences-sector-111-gurgaon-pdpid-4d4235343139333031,NA,NA,NA,https://housing.com/in/buy/projects/page/317335-puri-diplomatic-residences-by-puri-constructions-pvt-ltd-in-sector-111,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/puri-diplomatic-residences/245971/project,NA,NA,NA,NA,NA,NA
423473,Anant Raj The Estate Residences,Gurgaon,Gurugram,https://theestateresidences.com/,NA,https://www.magicbricks.com/anant-the-estate-residences-sector-63a-gurgaon-pdpid-4d4235343139343033,NA,NA,NA,https://housing.com/in/buy/projects/page/319077-anant-raj-the-estate-residences-by-anant-raj-limited-in-kadarpur,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/anant-raj-the-estate-residences/244338/project,NA,NA,NA,NA,NA,NA
265503,La Vida by Tata Housing,Gurgaon,Gurugram,https://www.tatahousing.com/residential-property-in-gurgaon/tata-la-vida,NA,https://www.magicbricks.com/tata-la-vida-sector-113-gurgaon-pdpid-4d4235303932303330,NA,NA,NA,https://housing.com/in/buy/projects/page/35393-tata-la-vida-by-tata-realty-and-infrastructure-limited-in-sector-113,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/tata-la-vida/8560/project,NA,NA,NA,NA,NA,NA
302889,HomeKraft Happy Trails,Greater Noida,Noida,https://homekraft.in/,NA,https://www.magicbricks.com/ats-homekraft-happy-trails-noida-extension-noida-pdpid-4d4235313134323231,NA,NA,NA,https://housing.com/in/buy/projects/page/95604-ats-happy-trails-by-ats-homekraft-in-noida-extension,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/ats-happy-trails/10038/project,NA,NA,NA,NA,NA,NA
123483,ACE Divino,Greater Noida,Noida,http://acedivinos.in/,NA,https://www.magicbricks.com/ace-divino-noida-extension-noida-pdpid-4d4235303835303737,NA,NA,NA,https://housing.com/in/buy/projects/page/50457-ace-group-divino-by-ace-group-in-noida-extension,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/ace-divino/10048/project,NA,NA,NA,NA,NA,NA
5832,Nirala Estate,Greater Noida,Noida,https://nirala-estate.org/,NA,https://www.magicbricks.com/nirala-estate-phase-2-noida-extension-noida-pdpid-4d4235303230313135,NA,NA,NA,https://housing.com/in/buy/projects/page/6579-nirala-estate-by-nirala-world-in-noida-extension,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/nirala-estate/20684/project,NA,NA,NA,NA,NA,NA
12900,Fusion Homes,Greater Noida,Noida,http://fusionhomes.in/,NA,https://www.magicbricks.com/fusion-homes-noida-extension-noida-pdpid-4d4235303235323339,NA,NA,NA,https://housing.com/in/buy/projects/page/1929-fusion-homes-by-fusion-buildtech-pvt-ltd-in-noida-extension,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/fusion-homes/939/project,NA,NA,NA,NA,NA,NA
422426,Godrej Zenith,Gurgaon,Gurugram,https://www.godrejproperties.com/gurugram/residential/godrej-zenith,NA,https://www.magicbricks.com/godrej-zenith-sector-89-gurgaon-pdpid-4d4235343139383731,NA,NA,NA,https://housing.com/in/buy/projects/page/318544-godrej-zenith-by-godrej-properties-ltd-in-sector-89,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/godrej-zenith/246428/project,NA,NA,NA,NA,NA,NA
49320,Charms Castle,Ghaziabad,Delhi NCR,https://www.charmsindia.in/,NA,https://www.magicbricks.com/charms-castle-raj-nagar-extension-ghaziabad-pdpid-4d4235303231373534,NA,NA,NA,https://housing.com/in/buy/projects/page/3773-charms-castle-by-charms-india-pvtltd-in-raj-nagar-extension,NA,NA,NA,https://www.squareyards.com/ghaziabad-residential-property/charms-castle/10222/project,NA,NA,NA,NA,NA,NA
10356,Oasis GrandStand,Greater Noida,Noida,https://www.squareyards.com/greater-noida-residential-property/oasis-grandstand/1236/project,NA,https://www.magicbricks.com/oasis-grandstand-yamuna-expressway-greater-noida-pdpid-4d4235303230303131,NA,NA,NA,https://housing.com/in/buy/projects/page/247-oasis-grandstand-by-oasis-buildmart-india-pvt-ltd-in-yeida,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/oasis-grandstand/1236/project,NA,NA,NA,NA,NA,NA
433317,Max Estate 360,Gurugram,Gurugram,https://maxestate-gurugram.com/?gad_source=1&gclid=Cj0KCQjwhr6_BhD4ARIsAH1YdjDGPlo3rycnylcO4wDYqvHuCNnqafj0rVSzuA3WdIzqXKNYprUu5KsaAoyLEALw_wcB,NA,https://www.magicbricks.com/estate-360-sector-36a-gurgaon-pdpid-4d4235343233313333,NA,NA,NA,https://housing.com/in/buy/projects/page/322810-max-estate-360-by-max-estates-in-sector-36,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/max-estate-360/307757/project,NA,NA,NA,NA,,
333369,Emaar Digihomes,Gurugram,Gurugram,https://www.emaar-realty.com/Digi-Homes/,NA,https://www.magicbricks.com/emaar-digi-homes-sector-62-gurgaon-pdpid-4d4235313234343135,NA,NA,NA,https://housing.com/in/buy/projects/page/198354-emaar-digi-homes-by-emaar-in-sector-62,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/emaar-digi-homes/10609/project,NA,NA,NA,NA,,
1350,Puri Diplomatic Greens,Gurugram,Gurugram,https://puriconstructions.com/projects/diplomatic-green,NA,https://www.magicbricks.com/puri-diplomatic-greens-sector-111-gurgaon-pdpid-4d4235303139333432,NA,NA,NA,https://housing.com/new-reco/projectv42/317335?gad_source=1&gclid=Cj0KCQjwhr6_BhD4ARIsAH1YdjB4LIpwtJIvAdWR8GLpu6zgFnohIBAFcdjyB_wsF3YD02xE7_j7R18aAhOcEALw_wcB,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/puri-diplomatic-greens-villas/21271/project,NA,NA,NA,NA,,
404772,Central Park The Orchard,Gurugram,Gurugram,https://www.centralpark.in/the-orchard.php,NA,https://www.magicbricks.com/central-park-the-orchard-sohna-sector-32-gurgaon-pdpid-4d4235343034333833,NA,NA,NA,https://housing.com/in/buy/projects/page/293320-central-park-the-orchard-by-central-park-in-sector-32-sohna,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/central-park-the-orchard/217447/project,NA,NA,NA,NA,,
432550,TARC Ishva,Gurugram,Gurugram,https://www.tarc.in/tarc-ishva-landingpage/,NA,https://www.magicbricks.com/tarc-ishva-sector-63a-gurgaon-pdpid-4d4235343233343635,NA,NA,NA,https://housing.com/in/buy/projects/page/329486-tarc-ishva-by-tarc-limited-in-kadarpur,NA,NA,NA,https://www.squareyards.com/gurgaon-residential-property/tarc-ishva/308402/project,NA,NA,NA,NA,,
10412,Purvanchal Royal City,Noida,Noida,https://www.purvanchalprojects.com/purvanchal-royal-city.php,NA,https://www.magicbricks.com/purvanchal-royal-city-chi-5-greater-noida-pdpid-4d4235303238353639,NA,NA,NA,https://housing.com/in/buy/projects/page/23313-purvanchal-royal-city-by-purvanchal-projects-pvt-ltd-in-chi-v-greater-noida,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/purvanchal-royal-city/1183/project,NA,NA,NA,NA,,
333811,ATS Nobility,Noida,Noida,https://www.ats.ind.in/projects-in-greater-noida/ats-homekraft-nobility-sector-4/,NA,https://www.magicbricks.com/ats-nobility-noida-extension-noida-pdpid-4d4235313234333731,NA,NA,NA,https://housing.com/in/buy/projects/page/45638-ats-nobility-by-ats-infrastructure-limited-in-noida-extension,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/ats-nobility/10909/project,NA,NA,NA,NA,,
425033,Ace Terra,Noida,Noida,http://ace-terra.co.in/,NA,https://www.magicbricks.com/ace-terra-yamuna-expressway-greater-noida-pdpid-4d4235343230333733,NA,NA,NA,https://housing.com/in/buy/projects/page/319576-ace-terra-by-ace-group-in-yeida,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/ace-terra/246906/project,NA,NA,NA,NA,,
430588,CRC Maesta,Noida,Noida,https://www.crcgroup.in/maesta/,NA,https://www.magicbricks.com/crc-maesta-sector-1-greater-noida-pdpid-4d4235343233373631,NA,NA,NA,https://housing.com/in/buy/projects/page/326906-crc-maesta-by-crc-group-in-noida-extension,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/crc-maesta/305975/project,NA,NA,NA,NA,,
426316,Dani Sky,Navi Mumbai,Navi Mumbai,https://www.danibuilders.com/danisky/,NA,https://www.magicbricks.com/dani-sky-pushpak-nagar-navi-mumbai-pdpid-4d4235343233383235,NA,NA,NA,https://housing.com/in/buy/projects/page/319571-dani-sky-by-dani-enterprises-in-pushpak-nagar,NA,NA,NA,https://www.squareyards.com/navi-mumbai-residential-property/dani-sky/246539/project,NA,NA,NA,NA,,
252701,Apex Landmark,Navi Mumbai,Navi Mumbai,http://apexrealty.co.in/,NA,https://www.magicbricks.com/apex-landmark-dronagiri-navi-mumbai-pdpid-4d4235303836333736,NA,NA,NA,https://housing.com/in/buy/projects/page/26507-apex-landmark-by-apex-realty-in-prajapati-vihar,NA,NA,NA,https://www.squareyards.com/navi-mumbai-residential-property/apex-landmark/51494/project,NA,NA,NA,NA,,
433849,Zenith,Navi Mumbai,Navi Mumbai,https://kamdhenuzenithnerul.com/,NA,https://www.magicbricks.com/zenith-chs-nerul-navi-mumbai-pdpid-4d4235303936363433,NA,NA,NA,https://housing.com/in/buy/projects/page/334029-kamdhenu-zenith-by-kamdhenu-builders-developers-in-nerul,NA,NA,NA,https://www.squareyards.com/navi-mumbai-residential-property/kamdhenu-zenith/312382/project,NA,NA,NA,NA,,
62235,Mahindra Luminare,Gurgaon,Gurugram,https://www.mahindralifespaces.com/real-estate-properties/gurgaon-property/luminare-golf-course-extension-road/?utm_source=gmb&utm_medium=maps&utm_campaign=gmb_listing,,https://www.magicbricks.com/mahindra-luminare-sector-59-gurgaon-pdpid-4d4235303732303636,,,,https://housing.com/in/buy/projects/page/33499-mahindra-luminare-by-mahindra-lifespaces-in-sector-59,,,,https://www.squareyards.com/gurgaon-residential-property/mahindra-luminare/987/project,,,,,,
327273,County 107,Noida,Noida,https://www.countygroup.in/county107/mobile/,,https://www.magicbricks.com/county-107-sector-107-noida-pdpid-4d4235313234373439,,,,https://housing.com/in/buy/projects/page/198060-county-107-by-county-group-in-sector-107,,,,https://www.squareyards.com/noida-residential-property/aba-county-107/10931/project,,,,,,
404068,M3M Crown,Gurgaon,Gurugram,https://m3mindia.com/residential/m3m-crown,,https://www.magicbricks.com/m3m-crown-phase-1-sector-111-gurgaon-pdpid-4d4235333933333337,,,,https://housing.com/in/buy/projects/page/288734-m3m-crown-by-m3m-india-pvt-ltd-in-sector-111,,,,https://www.squareyards.com/gurgaon-residential-property/m3m-crown/214724/project,,,,,,
424568,JMS Premier Floors,Gurgaon,Gurugram,https://jmsgroup.co.in/,https://jmspremierfloors.co.in/,https://www.magicbricks.com/jms-premier-floors-sector-95-gurgaon-pdpid-4d4235343233363135,,,,https://housing.com/in/buy/projects/page/327241-jms-premier-floors-by-jms-buildtech-pvt-ltd-in-sector-95,,,,https://www.squareyards.com/gurgaon-residential-property/jms-premier-floors/306414/project,,,,,,
8130,Paradise Sai Miracle,Navi Mumbai,Navi Mumbai,https://www.paradisegroup.co.in/delivered-projects.php,,https://www.magicbricks.com/paradise-sai-miracle-kharghar-navi-mumbai-pdpid-4d4235303139373831,,,,https://housing.com/in/buy/projects/page/856-paradise-sai-miracle-by-paradise-group-in-kharghar,,,,https://www.squareyards.com/navi-mumbai-residential-property/paradise-sai-miracle/6450/project,,,,,,
