426159,Nimbus The Palm Village,3 BHK 2100 Sq. Ft. Ind Floor,1066 Sq. Ft.,Rs 1.63 Cr
426159,Nimbus The Palm Village,3 BHK 2175 Sq. Ft. Ind Floor,1128 Sq. Ft.,Rs 1.69 Cr
426520,Conscient Parq,3 BHK 1945 Sq. Ft. Apartment,1945 Sq. Ft.,Rs 3.09 Cr
426520,Conscient Parq,3 BHK 2395 Sq. Ft. Apartment,2395 Sq. Ft.,Rs 3.81 Cr
426520,Conscient Parq,4 BHK 2850 Sq. Ft. Apartment,2850 Sq. Ft.,Rs 4.53 Cr
62235,Mahindra Luminare,3 BHK 2985 Sq. Ft. Apartment,2985 Sq. Ft.,Rs 6.57 Cr
62235,Mahindra Luminare,4 BHK 3625 Sq. Ft. Apartment,3625 Sq. Ft.,Rs 7.97 Cr
404068,M3M Crown,3 BHK 1555 Sq. Ft. Apartment,1555 Sq. Ft.,Rs 3.19 Cr
404068,M3M Crown,3 BHK 2050 Sq. Ft. Apartment,2050 Sq. Ft.,Rs 4.20 Cr
404068,M3M Crown,4 BHK 2270 Sq. Ft. Apartment,2270 Sq. Ft.,Rs 4.65 Cr
404068,M3M Crown,4 BHK 2525 Sq. Ft. Apartment,2525 Sq. Ft.,Rs 5.18 Cr
404456,Signature Global City 93,2 BHK 1118 Sq. Ft. Ind Floor,629 Sq. Ft.,Rs 1.54 Cr
404456,Signature Global City 93,2 BHK 981 Sq. Ft. Ind Floor,502 Sq. Ft.,Rs 1.28 Cr
404456,Signature Global City 93,3 BHK 1235 Sq. Ft. Ind Floor,737 Sq. Ft.,Rs 1.67 Cr
404456,Signature Global City 93,3 BHK 1530 Sq. Ft. Ind Floor,951 Sq. Ft.,Rs 2.04 Cr
424568,JMS Premier Floors,2 BHK 1340 Sq. Ft. Ind Floor,1340 Sq. Ft.,Rs 1.09 Cr
424568,JMS Premier Floors,2 BHK 1408 Sq. Ft. Ind Floor,1408 Sq. Ft.,Rs 1.16 Cr
424568,JMS Premier Floors,3 BHK 1745 Sq. Ft. Ind Floor,1745 Sq. Ft.,Rs 1.37 Cr
327273,ABA County 107,4 BHK 3501 Sq. Ft. Apartment,2085 Sq. Ft.,Rs 7.70 Cr
327273,ABA County 107,4 BHK 4482 Sq. Ft. Apartment,2570 Sq. Ft.,Rs 9.86 Cr
327273,ABA County 107,5 BHK 6570 Sq. Ft. Apartment,3904 Sq. Ft.,Rs 14.45 Cr
376088,Smart World Orchard,2 BHK 1150 Sq. Ft. Ind Floor,1150 Sq. Ft.,Rs 2.01 Cr
376088,Smart World Orchard,3 BHK 1630 Sq. Ft. Ind Floor,1630 Sq. Ft.,Rs 2.85 Cr
376088,Smart World Orchard,500 Sq. Ft. Retail Shop,500 Sq. Ft.,Rs 2.00 Cr
434608,Eldeco Fairway Reserve,3 BHK 2200 Sq. Ft. Apartment,2200 Sq. Ft.,Rs 3.74 Cr
434608,Eldeco Fairway Reserve,4 BHK 2875 Sq. Ft. Apartment,2875 Sq. Ft.,Rs 4.89 Cr
434608,Eldeco Fairway Reserve,4 BHK 3600 Sq. Ft. Apartment,3600 Sq. Ft.,Rs 6.12 Cr
352,BPTP Parkland Pride,3 BHK 1103 Sq. Ft. Ind Floor,1103 Sq. Ft.,Rs 65.00 Lac
