project_id,Phase,proj_name,proj_city,Builder website,Project Page,MB  Phase 1,MB  Phase 2,MB  Phase 3,MB  Phase 4,Housing  1,Housing  2,Housing  3,Housing  4,SQ   Phase 1,SQ   Phase 2,SQ   Phase 3,SQ   Phase 4
428412,Single phase,Signature Global Titanium SPR,Gurugram,,,https://www.magicbricks.com/signatureglobal-titanium-spr-sector-71-gurgaon-pdpid-4d4235343231353933,,,,,,,,,,,
430191,Single phase,Adani Lushlands,Gurugram,,,https://www.magicbricks.com/adani-lushlands-gwal-pahari-gurgaon-pdpid-4d4235343232363233,,,,,,,,,,,
432550,Single phase,TARC Ishva,Gurugram,,,https://www.magicbricks.com/tarc-ishva-sector-63a-gurgaon-pdpid-4d4235343233343635,,,,,,,,,,,
433317,Single phase,Max Estate 360,Gurugram,,,https://www.magicbricks.com/estate-360-sector-36a-gurgaon-pdpid-4d4235343233313333,,,,,,,,,,,
2,Single phase,Omaxe Twin Towers,Noida,,,https://www.magicbricks.com/omaxe-twin-tower-sector-50-noida-pdpid-4d4235303130323733,,,,,,,,,,,
87,Single phase,ATS Advantage,Ghaziabad,,,https://www.magicbricks.com/ats-advantage-phase-2-indirapuram-ghaziabad-pdpid-4d4235303330353332,,,,,,,,,,,
303,Single phase,Jaypee Greens Kalypso Court,Noida,,,https://www.magicbricks.com/jaypee-greens-kalypso-court-sector-128-noida-pdpid-4d4235303231353130,,,,,,,,,,,
352,Single phase,BPTP Parklands,Faridabad,,,https://www.magicbricks.com/bptp-parkland-sector-76-faridabad-pdpid-4d4235303832383439,,,,,,,,,,,
1027,Single phase,Mantri Serenity,Bangalore,,,https://www.magicbricks.com/mantri-serenity-kanakapura-road-bangalore-pdpid-4d4235303235353738,,,,,,,,,,,
1223,Single phase,Sikka Kaamna Greens,Noida,,,https://www.magicbricks.com/sikka-the-crown-of-noida-sector-143-noida-pdpid-4d4235303138303731,,,,,,,,,,,
1498,Single phase,Modi Emerald Heights Hyderabad,Hyderabad,,,https://www.magicbricks.com/modi-emerald-heights-pocharam-hyderabad-pdpid-4d4235303236393239,,,,,,,,,,,
1852,Single phase,Sattva Luxuria,Bangalore,,,https://www.magicbricks.com/sattva-luxuria-malleshwaram-bangalore-pdpid-4d4235303031363931,,,,,,,,,,,
4872,Single phase,Pace Anusa,Chennai,,,https://www.magicbricks.com/pace-anusa-tambaram-west-tambaram-chennai-pdpid-4d4235303335383631,,,,,,,,,,,
5144,Single phase,Bhartiya City Nikoo Homes 6,Bangalore,,,https://www.magicbricks.com/bhartiya-nikoo-homes-vi-phase-1-kogilu-main-road-bangalore-pdpid-4d4235343138383535,,,,,,,,,,,
6936,Single phase,Sheth Vasant Lawns,Thane,,,https://www.magicbricks.com/sheth-vasant-lawns-majiwada-thane-pdpid-4d4235303337373635,,,,,,,,,,,
7662,Single phase,Paramount Golfforeste,Noida,,,https://www.magicbricks.com/paramount-golfforeste-zeta-greater-noida-pdpid-4d4235303735363439,,,,,,,,,,,
7894,Single phase,Capital Athena,Greater Noida,,,https://www.magicbricks.com/capital-athena-noida-extension-greater-noida-pdpid-4d4235303233303936,,,,,,,,,,,
8130,Single phase,Paradise Sai Miracle,Navi Mumbai,,,https://www.magicbricks.com/paradise-sai-miracle-kharghar-navi-mumbai-pdpid-4d4235303139373831,,,,,,,,,,,
8408,Single phase,Provident Sunworth,Bangalore,,,https://www.magicbricks.com/provident-sunworth-mysore-road-bangalore-pdpid-4d4235303139333735,,,,,,,,,,,
10130,Single phase,ATS Pristine,Noida,,,https://www.magicbricks.com/ats-pristine-sector-150-noida-pdpid-4d4235303233353335,,,,,,,,,,,
10356,Single phase,Oasis GrandStand,Noida,,,https://www.magicbricks.com/oasis-grandstand-yamuna-expressway-greater-noida-pdpid-4d4235303230303131,,,,,,,,,,,
10412,Single phase,Purvanchal Royal City,Noida,,,https://www.magicbricks.com/purvanchal-royal-city-chi-5-greater-noida-pdpid-4d4235303238353639,,,,,,,,,,,
11112,Single phase,Shriram Sameeksha,Bangalore,,,https://www.magicbricks.com/shriram-sameeksha-jalahalli-bangalore-pdpid-4d4235303138313630,,,,,,,,,,,
16778,Single phase,HM Indigo,Bangalore,,,https://www.magicbricks.com/hm-indigo-jp-nagar-9th-phase-bangalore-pdpid-4d4235303037333338,,,,,,,,,,,
23442,Single phase,SNN Raj Viviente,Bangalore,,,https://www.magicbricks.com/snn-raj-viviente-bannerghatta-main-road-bangalore-pdpid-4d4235303036323033,,,,,,,,,,,
24198,Single phase,Total Environment Pursuit of A Radical Rhapsody,Bangalore East,,,https://www.magicbricks.com/total-environment-pursuit-of-a-radical-rhapsody-whitefield-bangalore-pdpid-4d4235303035363838,,,,,,,,,,,
25082,Single phase,Runwal Eirene,Thane,,,https://www.magicbricks.com/runwal-eirene-balkum-village-thane-pdpid-4d4235303239323430,,,,,,,,,,,
30998,Single phase,The Presidential Tower,Bangalore,,,https://www.magicbricks.com/golden-gate-the-presidential-tower-yeswanthpur-bangalore-pdpid-4d4235303734323339,,,,,,,,,,,
33782,Single phase,Sattva Magnificia,Bangalore,,,https://www.magicbricks.com/sattva-magnificia-old-madras-road-bangalore-pdpid-4d4235303731323037,,,,,,,,,,,
40476,Single phase,Godrej Platinum,Mumbai,,,https://www.magicbricks.com/godrej-platinum-vikhroli-east-mumbai-pdpid-4d4235303232313331,,,,,,,,,,,
49816,Single phase,Sikka Kaamya Greens,Greater Noida,,,https://www.magicbricks.com/sikka-kaamya-greens-noida-extension-greater-noida-pdpid-4d4235303730333439,,,,,,,,,,,
50184,Single phase,Pacifica San Lucas,ROI,,,https://www.magicbricks.com/pacifica-san-lucas-bhayli-vadodara-pdpid-4d4235323632303939,,,,,,,,,,,
55744,Single phase,Fortuna Acacia,Bangalore,,,https://www.magicbricks.com/fortuna-acacia-sahakara-nagar-bangalore-pdpid-4d4235303730323134,,,,,,,,,,,
58272,Single phase,Omaxe The Lake,ROI,,,https://www.magicbricks.com/omaxe-the-lake-madhya-marg-chandigarh-pdpid-4d4235303836343436,,,,,,,,,,,
59796,Single phase,34 Park Estate,Western Mumbai,,,https://www.magicbricks.com/chandak-34-park-estate-goregaon-west-mumbai-pdpid-4d4235313838393730,,,,,,,,,,,
61839,Single phase,Mahidhara Fortune City,Bangalore,,,https://www.magicbricks.com/mahidhara-fortune-city-attibele-bangalore-pdpid-4d4235303930363234,,,,,,,,,,,
62053,Single phase,Mounthill Essence,Kolkata,,,https://www.magicbricks.com/mounthill-essence-rajarhat-kolkata-pdpid-4d4235303230333338,,,,,,,,,,,
65394,Single phase,Modi Lotus Homes,Hyderabad,,,https://www.magicbricks.com/modi-lotus-homes-ahmedguda-hyderabad-pdpid-4d4235303337393336,,,,,,,,,,,
65774,Single phase,Modi Edifice,Hyderabad,,,https://www.magicbricks.com/modi-edifice-bachupally-hyderabad-pdpid-4d4235313832353633,,,,,,,,,,,
67272,Single phase,Modi Elegance,Hyderabad,,,https://www.magicbricks.com/modi-elegance-gajularamaram-hyderabad-pdpid-4d4235303538323236,,,,,,,,,,,
69896,Single phase,Madhu Park Ville,Hyderabad,,,https://www.magicbricks.com/madhu-park-ville-tellapur-hyderabad-pdpid-4d4235313839383339,,,,,,,,,,,
75215,Single phase,Vayun Meadows Block C,Hyderabad,,,https://www.magicbricks.com/anantha-vayun-meadows-block-c-kapra-hyderabad-pdpid-4d4235303732323639,,,,,,,,,,,
115417,Single phase,Modi Paradise,Hyderabad,,,https://www.magicbricks.com/modi-paradise-homes-hayathnagar-hyderabad-pdpid-4d4235313838303536,,,,,,,,,,,
125349,Single phase,Modi Golden County Annexe,Hyderabad,,,https://www.magicbricks.com/modi-golden-county-rampally-hyderabad-pdpid-4d4235303732383434,,,,,,,,,,,
141819,Single phase,Baldota Thumbprint,Bangalore,,,https://www.magicbricks.com/thumbprint-vidyaranyapura-bangalore-pdpid-4d4235303430343339,,,,,,,,,,,
168649,Single phase,F5 Felicia,Pune,,,https://www.magicbricks.com/f5-felicia-hadapsar-pune-pdpid-4d4235303735353239,,,,,,,,,,,
180623,Single phase,Altus Muirwoods,Chandigarh,,,https://www.magicbricks.com/muirwoods-mullapur-garibdas-new-chandigarh-pdpid-4d4235303832353134,,,,,,,,,,,
197671,Single phase,Keerthi Krishna Viva,Bangalore,,,https://www.magicbricks.com/keerthi-krishna-viva-sarjapur-road-bangalore-pdpid-4d4235303834363237,,,,,,,,,,,
205909,Single phase,Shree Krupa Nandanvan Homes,Mumbai Thane,,,https://www.magicbricks.com/nandanvan-homes-kalwa-thane-pdpid-4d4235303739383232,,,,,,,,,,,
210905,Single phase,Salarpuria Sattva Northland,Bangalore,,,https://www.magicbricks.com/salarpuria-sattva-northland-hennur-main-road-bangalore-pdpid-4d4235313035343135,,,,,,,,,,,
240490,Single phase,Doshi Risington,Chennai,,,https://www.magicbricks.com/risington-phase-2-old-mahabalipuram-road-chennai-chennai-pdpid-4d4235343231393233?source=newhomes&section=image&position=mainsrp,,,,,,,,,,,
257873,Single phase,Trimurtys Arabella,ROI,,,https://www.magicbricks.com/trimurtys-arabella-bani-park-jaipur-pdpid-4d4235323137333331,,,,,,,,,,,
260686,Single phase,Brigade Laguna,Bangalore,,,https://www.magicbricks.com/brigade-laguna-rachenahalli-main-road-bangalore-pdpid-4d4235313030353439,,,,,,,,,,,
262668,Single phase,Sipani Royal Heritage,Bangalore South,,,https://www.magicbricks.com/sipani-royal-heritage-chandapura-bangalore-pdpid-4d4235303931313036,,,,,,,,,,,
265191,Single phase,Green Fields Crown City,ROI,,,https://www.magicbricks.com/greenfield-crown-city-saravanampatti-coimbatore-pdpid-4d4235303934303237,,,,,,,,,,,
267047,Single phase,Runwal Nirvana,Mumbai South,,,https://www.magicbricks.com/runwal-nirvana-parel-mumbai-pdpid-4d4235303931393934,,,,,,,,,,,
267635,Single phase,Godrej Emerald,Thane,,,https://www.magicbricks.com/godrej-emerald-bhayandarpada-thane-pdpid-4d4235303933363137,,,,,,,,,,,
268137,Single phase,Runwal Timeless,Mumbai South,,,https://www.magicbricks.com/runwal-timeless-sion-east-mumbai-pdpid-4d4235343136343039,,,,,,,,,,,
269167,Single phase,Godrej Golf Links Evoke Villas,Greater Noida,,,https://www.magicbricks.com/godrej-golf-links-sector-27-greater-noida-pdpid-4d4235303935343433,,,,,,,,,,,
269397,Single phase,ATS Picturesque Reprieves,Noida,,,https://www.magicbricks.com/ats-picturesque-reprieves-sector-152-noida-pdpid-4d4235303935323731,,,,,,,,,,,
269844,Single phase,Anukampa Sky Lounges,ROI,,,https://www.magicbricks.com/anukampa-sky-lounges-mansarovar-extension-jaipur-pdpid-4d4235313234343737,,,,,,,,,,,
270000,Single phase,Eureka Park By Tata Value Homes,Noida,,,https://www.magicbricks.com/tata-eureka-park-sector-150-noida-pdpid-4d4235313235363339,,,,,,,,,,,
270729,Single phase,ATS Rhapsody,Noida,,,https://www.magicbricks.com/ats-rhapsody-noida-extension-noida-pdpid-4d4235303936373339,,,,,,,,,,,
272201,Single phase,Sattva Opus,Bangalore,,,https://www.magicbricks.com/sattva-opus-tumkur-road-bangalore-pdpid-4d4235313030353537,,,,,,,,,,,
273851,Single phase,Shantiniketan Vega,Chennai,,,https://www.magicbricks.com/shantiniketan-vega-kelambakkam-chennai-pdpid-4d4235313138363537,,,,,,,,,,,
273879,Single phase,Arihant Abode,Greater Noida,,,https://www.magicbricks.com/arihant-abode-noida-extension-greater-noida-pdpid-4d4235303939363339,,,,,,,,,,,
274711,Single phase,Renaissance Reserva,Bangalore,,,https://www.magicbricks.com/renaissance-reserva-jalahalli-bangalore-pdpid-4d4235313239343837,,,,,,,,,,,
275013,Single phase,PC Amansara,Bangalore,,,https://www.magicbricks.com/pc-amansara-yelahanka-bangalore-pdpid-4d4235313431373631,,,,,,,,,,,
278033,Single phase,Puraniks Grand Central,Thane,,,https://www.magicbricks.com/puraniks-grand-central-vartak-nagar-thane-pdpid-4d4235313132373037,,,,,,,,,,,
282227,Single phase,25 South,Mumbai(All),,,https://www.magicbricks.com/hubtown-25-south-prabhadevi-mumbai-pdpid-4d4235313538353937,,,,,,,,,,,
290685,Single phase,Godrej Nest,Noida,,,https://www.magicbricks.com/godrej-nest-sector-150-noida-pdpid-4d4235313039383631,,,,,,,,,,,
292929,Single phase,Tridhaatu Morya,Central Mumbai,,,https://www.magicbricks.com/tridhaatu-morya-chembur-mumbai-pdpid-4d4235313131393735,,,,,,,,,,,
293745,Single phase,Sona Vistaas,Bangalore,,,https://www.magicbricks.com/sona-vistaas-bannerghatta-main-road-bangalore-pdpid-4d4235313332363639,,,,,,,,,,,
293775,Single phase,S B Skanda Lake Front,Bangalore,,,https://www.magicbricks.com/sb-skanda-lake-front-kanakapura-road-bangalore-pdpid-4d4235323933363531,,,,,,,,,,,
295673,Single phase,Tata 88 East,Kolkata(All),,,https://www.magicbricks.com/88-east-alipore-kolkata-pdpid-4d4235313235333739,,,,,,,,,,,
296293,Single phase,Provident Park Square,Bangalore,,,https://www.magicbricks.com/provident-park-square-kanakapura-road-bangalore-pdpid-4d4235313132303633,,,,,,,,,,,
297055,Single phase,Godrej Nature Plus,Gurugram,,,https://www.magicbricks.com/godrej-nature-plus-sohna-sector-33-gurgaon-pdpid-4d4235313132333731,,,,,,,,,,,
298821,Single phase,Kalpataru Vista,Noida,,,https://www.magicbricks.com/kalpataru-vista-sector-128-noida-pdpid-4d4235313135383335,,,,,,,,,,,
299863,Single phase,Sattva Misty Charm,Bangalore,,,https://www.magicbricks.com/sattva-misty-charm-kanakapura-road-bangalore-pdpid-4d4235313133343937,,,,,,,,,,,
302349,Single phase,S B Temple Tree,Bangalore,,,https://www.magicbricks.com/sb-temple-tree-bommanahalli-bangalore-pdpid-4d4235323933363539,,,,,,,,,,,
302889,Single phase,HomeKraft Happy Trails,Noida,,,https://www.magicbricks.com/ats-homekraft-happy-trails-noida-extension-noida-pdpid-4d4235313134323231,,,,,,,,,,,
303401,Single phase,PS Jiva,Kolkata,,,https://www.magicbricks.com/ps-jiva-homes-phool-bagan-kolkata-pdpid-4d4235313135303537,,,,,,,,,,,
303427,Single phase,Vijaya Aquagreen,Bangalore,,,https://www.magicbricks.com/vijaya-aquagreen-abbigere-bangalore-pdpid-4d4235313132373835,,,,,,,,,,,
305417,Single phase,Amrutha Platinum Towers,Bangalore,,,https://www.magicbricks.com/amrutha-platinum-towers-whitefield-bangalore-pdpid-4d4235313335363439,,,,,,,,,,,
305723,Single phase,VTP Hilife,Pune West,,,https://www.magicbricks.com/vtp-hilife-wakad-pune-pdpid-4d4235313138333731,,,,,,,,,,,
306189,Single phase,Rohan Upavan,Bangalore North,,,https://www.magicbricks.com/rohan-upavan-hennur-main-road-bangalore-pdpid-4d4235313136393139,,,,,,,,,,,
306221,Single phase,JRC Palladio,Bangalore,,,https://www.magicbricks.com/jrc-palladio-sarjapur-road-bangalore-pdpid-4d4235313231353735,,,,,,,,,,,
306817,Single phase,Concorde Hill Crest,Bangalore,,,https://www.magicbricks.com/concorde-hill-crest-chikkaballapur-bangalore-pdpid-4d4235313136333933,,,,,,,,,,,
311999,Single phase,Peace Paramount,Bangalore,,,https://www.magicbricks.com/peace-paramount-yelahanka-bangalore-pdpid-4d4235313137353437,,,,,,,,,,,
317381,Single phase,Trendsquares Ortus,Bangalore,,,https://www.magicbricks.com/trendsquares-ortus-amrutahalli-bangalore-pdpid-4d4235313138393939,,,,,,,,,,,
319475,Single phase,Adani Atelier Greens,Pune,,,https://www.magicbricks.com/adani-atelier-greens-mundhwa-pune-pdpid-4d4235313232323831,,,,,,,,,,,
321459,Single phase,Sattva Serene Life,Bangalore,,,https://www.magicbricks.com/salarpuria-sattva-serene-life-shettigere-bangalore-pdpid-4d4235313332363837,,,,,,,,,,,
324247,Single phase,Purva Zenium,Bangalore,,,https://www.magicbricks.com/puravankara-purva-zenium-new-international-airport-road-bangalore-pdpid-4d4235313232313137,,,,,,,,,,,
324633,Single phase,Purva Atmosphere,Bangalore,,,https://www.magicbricks.com/purva-atmosphere-thanisandra-main-road-bangalore-pdpid-4d4235313238383839,,,,,,,,,,,
326229,Single phase,ATS Pious Hideaways,Noida,,,https://www.magicbricks.com/ats-pious-hideaways-sector-150-noida-pdpid-4d4235313231383435,,,,,,,,,,,
326693,Single phase,Gagan Klara,Pune West,,,https://www.magicbricks.com/gagan-klara-balewadi-pune-pdpid-4d4235313232383833,,,,,,,,,,,
327273,Single phase,County 107,Noida,,,https://www.magicbricks.com/county-107-sector-107-noida-pdpid-4d4235313234373439,,,,,,,,,,,
328903,Single phase,L and T Seawoods Residences,Navi Mumbai,,,https://www.magicbricks.com/l&t-seawoods-residences-nerul-navi-mumbai-pdpid-4d4235313236333435,,,,,,,,,,,
331815,Single phase,One Akshar,Navi Mumbai,,,https://www.magicbricks.com/one-akshar-sanpada-navi-mumbai-pdpid-4d4235313333313733,,,,,,,,,,,
332507,Single phase,Godrej 24,Bangalore,,,https://www.magicbricks.com/godrej-24-sarjapur-road-bangalore-pdpid-4d4235313234313139,,,,,,,,,,,
332831,Single phase,Prateek Canary,Noida,,,https://www.magicbricks.com/prateek-canary-sector-150-noida-pdpid-4d4235313236353535,,,,,,,,,,,
332999,Single phase,Mega Sarovar,ROI,,,https://www.magicbricks.com/mega-sarovar-gollapudi-vijayawada-pdpid-4d4235313236313033,,,,,,,,,,,
333811,Single phase,ATS Nobility,Greater Noida,,,https://www.magicbricks.com/ats-nobility-noida-extension-noida-pdpid-4d4235313234333731,,,,,,,,,,,
333823,Single phase,Tulip Infinity World,Pune West,,,https://www.magicbricks.com/tulip-infinity-world-punawale-pune-pdpid-4d4235313234353937,,,,,,,,,,,
334009,Single phase,Modi Lake View,Hyderabad,,,https://www.magicbricks.com/modi-lake-view-lakshmiguda-hyderabad-pdpid-4d4235313938313731,,,,,,,,,,,
334013,Single phase,Modi Sterling Heights,Hyderabad,,,https://www.magicbricks.com/modi-sterling-heights-gundlapochampally-hyderabad-pdpid-4d4235313234363033?source=newhomes&section=image&position=mainsrp,,,,,,,,,,,
334919,Single phase,GP Aditya,Bangalore,,,https://www.magicbricks.com/gp-aditya-koramangala-bangalore-pdpid-4d4235313238333531,,,,,,,,,,,
336331,Single phase,ATS Destinaire,Noida,,,https://www.magicbricks.com/ats-destinaire-noida-extension-greater-noida-pdpid-4d4235313235313937,,,,,,,,,,,
337519,Single phase,Risland The Ace,Chennai,,,https://www.magicbricks.com/risland-the-ace-perungudi-chennai-pdpid-4d4235313237333839,,,,,,,,,,,
337581,Single phase,Praneeth Pranav Townsquare,Hyderabad,,,https://www.magicbricks.com/praneeth-pranav-town-square-bachupally-hyderabad-pdpid-4d4235313838393432,,,,,,,,,,,
339289,Single phase,Godrej Nirvaan,Thane Outskirts,,,https://www.magicbricks.com/godrej-nirvaan-kalyan-west-beyond-thane-pdpid-4d4235313236323531,,,,,,,,,,,
342591,Single phase,JCSV Pride,Bangalore,,,https://www.magicbricks.com/jcsv-pride-bannerghatta-main-road-bangalore-pdpid-4d4235333334393437,,,,,,,,,,,
343921,Single phase,Pranavas One Hyderabad,Hyderabad,,,https://www.magicbricks.com/pranava-one-hyderabad-somajiguda-hyderabad-pdpid-4d4235313838363730,,,,,,,,,,,
344037,Single phase,Vantage Twenty One,Pune West,,,https://www.magicbricks.com/vivanta-vantage-twenty-one-pimple-saudagar-pune-pdpid-4d4235313836363830,,,,,,,,,,,
344375,Single phase,Mahavir Spring,Thane,,,https://www.magicbricks.com/damji-shamji-mahavir-spring-pokharan-road-number-2-thane-pdpid-4d4235313333353437,,,,,,,,,,,
344889,Single phase,Gulshan Dynasty,Noida,,,https://www.magicbricks.com/gulshan-dynasty-sector-144-noida-pdpid-4d4235313330393031,,,,,,,,,,,
345245,Single phase,Alcove New Kolkata Sangam,Kolkata,,,https://www.magicbricks.com/alcove-new-kolkata-sangam-serampore-kolkata-pdpid-4d4235313238393235,,,,,,,,,,,
347175,Single phase,Sri Krishna Vilas,ROI,,,https://www.magicbricks.com/sri-krishna-vilas-by-shreemaa-infrarealty-pvt.-ltd.-lahartara-varanasi-pdpid-4d4235323439333333,,,,,,,,,,,
348287,Single phase,Kalpataru Vienta,Western Mumbai,,,https://www.magicbricks.com/kalpataru-vienta-kandivali-east-mumbai-pdpid-4d4235313331303239,,,,,,,,,,,
351117,Single phase,ANP Atlantis,Pune West,,,https://www.magicbricks.com/anp-atlantis-balewadi-pune-pdpid-4d4235313335383335,,,,,,,,,,,
351351,Single phase,Baashyaams Le Chalet Smart Choice,Chennai,,,https://www.magicbricks.com/baashyaam-le-chalet-smart-choice-homes-thandalam-chennai-pdpid-4d4235313233373135,,,,,,,,,,,
351831,Single phase,Lakshmi Cadillac,Hyderabad,,,https://www.magicbricks.com/lakshmi-cadillac-kondapur-hyderabad-pdpid-4d4235313839313230,,,,,,,,,,,
351977,Single phase,Park Astra,Pune West,,,https://www.magicbricks.com/pride-park-astra-marunji-pune-pdpid-4d4235333334313333,,,,,,,,,,,
352115,Single phase,Godrej Exquisite,Thane,,,https://www.magicbricks.com/godrej-exquisite-kavesar-thane-pdpid-4d4235313430393135,,,,,,,,,,,
353221,Single phase,Ganga Altus,Pune East,,,https://www.magicbricks.com/ganga-altus-kharadi-pune-pdpid-4d4235313434323639?source=newhomes&section=image&position=mainsrp,,,,,,,,,,,
353830,Single phase,Supreme Estia,Pune West,,,https://www.magicbricks.com/supreme-estia-baner-pune-pdpid-4d4235313437333839,,,,,,,,,,,
353930,Single phase,Lodha Bella Vista,Thane,,,https://www.magicbricks.com/lodha-bellavista-wing-b2-ghodbunder-road-thane-pdpid-4d4235343138343335,,,,,,,,,,,
354160,Single phase,Mantra Monarch,Pune West,,,https://www.magicbricks.com/mantra-monarch-balewadi-pune-pdpid-4d4235323039393033,,,,,,,,,,,
354428,Single phase,Piya Hill View,ROI,,,https://www.magicbricks.com/pragjyotish-piya-hill-view-jalukbari-guwahati-pdpid-4d4235323239323135,,,,,,,,,,,
355218,Single phase,Viceroy SAVANA,Western Mumbai,,,https://www.magicbricks.com/viceroy-savana-kandivali-east-mumbai-pdpid-4d4235313330343239,,,,,,,,,,,
355530,Single phase,Runwal The Central Park,Pune North,,,https://www.magicbricks.com/runwal-the-central-park-pimpri-chinchwad-pune-pdpid-4d4235313833393239,,,,,,,,,,,
366854,Single phase,Arvind Bel Air,Bangalore,,,https://www.magicbricks.com/arvind-bel-air-yelahanka-bangalore-pdpid-4d4235313838373436,,,,,,,,,,,
367139,Single phase,Hallmark Sunnyside,Hyderabad,,,https://www.magicbricks.com/hallmark-sunnyside-manchirevula-hyderabad-pdpid-4d4235313837323036,,,,,,,,,,,
368900,Single phase,Prestige Waterford,Bangalore,,,https://www.magicbricks.com/prestige-waterford-whitefield-bangalore-pdpid-4d4235313335343739,,,,,,,,,,,
369336,Single phase,Om Sree Brilliance,Hyderabad,,,https://www.magicbricks.com/om-sree-brilliance-as-rao-nagar-hyderabad-pdpid-4d4235313838353232,,,,,,,,,,,
369372,Single phase,Om Sree Heights,Hyderabad,,,https://www.magicbricks.com/om-sree-heights-yapral-hyderabad-pdpid-4d4235323832393433,,,,,,,,,,,
369448,Single phase,Abhignas Misty Woods,Bangalore,,,https://www.magicbricks.com/abhigna-misty-woods-jp-nagar-bangalore-pdpid-4d4235333131303635,,,,,,,,,,,
369997,Single phase,Casagrand First City,Chennai,,,https://www.magicbricks.com/casagrand-first-city-sholinganallur-chennai-pdpid-4d4235313839313338,,,,,,,,,,,
370278,Single phase,Twin Towers by Namishree,Hyderabad,,,https://www.magicbricks.com/namishree-bps-twin-towers-saidabad-hyderabad-pdpid-4d4235313839323430,,,,,,,,,,,
370562,Single phase,T and T Eutopia,Ghaziabad,,,https://www.magicbricks.com/t&t-eutopia-siddhartha-vihar-ghaziabad-pdpid-4d4235313935343739,,,,,,,,,,,
371039,Single phase,Bhagwati Greens 2,Navi Mumbai,,,https://www.magicbricks.com/bhagwati-greens-2-kharghar-navi-mumbai-pdpid-4d4235313237383533,,,,,,,,,,,
371185,Single phase,Palm Springs,Pune,,,https://www.magicbricks.com/divine-palm-springs-wakad-pune-pdpid-4d4235333139313735,,,,,,,,,,,
371290,Single phase,Godrej Green Cove,Pune West,,,https://www.magicbricks.com/godrej-green-cove-mahalunge-pune-pdpid-4d4235313931343539,,,,,,,,,,,
371291,Single phase,Rahul Aston,Pune West,,,https://www.magicbricks.com/rahul-aston-hinjewadi-phase-1-pune-pdpid-4d4235323138333733,,,,,,,,,,,
371344,Single phase,BSCPL Bollineni Zion,Chennai,,,https://www.magicbricks.com/bscpl-bollineni-zion-old-mahabalipuram-road-chennai-chennai-pdpid-4d4235313235373131,,,,,,,,,,,
371964,Single phase,Nyati Exuberance,Pune,,,https://www.magicbricks.com/nyati-exuberance-i-undri-pune-pdpid-4d4235323137383733?source=newhomes&section=image&position=mainsrp,,,,,,,,,,,
372021,Single phase,Millennium Pacific,Pune West,,,https://www.magicbricks.com/millennium-pacific-tathawade-pune-pdpid-4d4235323734393331,,,,,,,,,,,
372203,Single phase,Sanarelli Apartment by Speed Housing LLP,Hyderabad,,,https://www.magicbricks.com/speed-sanarelli-bachupally-hyderabad-pdpid-4d4235323939363435,,,,,,,,,,,
372334,Single phase,Southern Vista,Kolkata South,,,https://www.magicbricks.com/arizuma-southern-vista-rajpur-sonarpur-kolkata-pdpid-4d4235323236343231?source=newhomes&section=image&position=mainsrp,,,,,,,,,,,
373727,Single phase,Goel Ganga Asmi,Pune West,,,https://www.magicbricks.com/ganga-asmi-wakad-pune-pdpid-4d4235323236343533,,,,,,,,,,,
373839,Single phase,Civitech Strings,Greater Noida,,,https://www.magicbricks.com/civitech-strings-noida-extension-greater-noida-pdpid-4d4235333330323639,,,,,,,,,,,
374132,Single phase,Cybercity Westbrook,Hyderabad,,,https://www.magicbricks.com/cybercity-westbrook-kokapet-hyderabad-pdpid-4d4235303539333037,,,,,,,,,,,
374315,Single phase,Shalimar One World Valencia County,ROI,,,https://www.magicbricks.com/shalimar-one-world-valencia-county-gomti-nagar-lucknow-pdpid-4d4235323939313435,,,,,,,,,,,
374375,Single phase,Sheth 72 West,Western Mumbai,,,https://www.magicbricks.com/sheth-72-west-andheri-west-mumbai-pdpid-4d4235323733303131,,,,,,,,,,,
374899,Single phase,Trident Embassy Reso,Greater Noida,,,https://www.magicbricks.com/trident-embassy-reso-noida-extension-greater-noida-pdpid-4d4235323332373831,,,,,,,,,,,
374970,Single phase,DSR Elixir,Bangalore,,,https://www.magicbricks.com/dsr-elixir-whitefield-bangalore-pdpid-4d4235323933363533,,,,,,,,,,,
374996,Single phase,Vertex Kingston Park,Hyderabad,,,https://www.magicbricks.com/vertex-kingston-park-nallagandla-hyderabad-pdpid-4d4235333234333433,,,,,,,,,,,
375353,Single phase,SKA Orion,Noida,,,https://www.magicbricks.com/ska-orion-sector-143-b-noida-pdpid-4d4235323434383133,,,,,,,,,,,
375399,Single phase,Ira Miracle,Hyderabad,,,https://www.magicbricks.com/ira-miracle-kollur-hyderabad-pdpid-4d4235323135373731,,,,,,,,,,,
375497,Single phase,Concorde Abode 99,Bangalore,,,https://www.magicbricks.com/project-concorde-abode-99-for-sale-in-bangalore-pppfs,,,,,,,,,,,
375577,Single phase,IRA Aspiration,Hyderabad,,,https://www.magicbricks.com/ira-aspirations-kollur-hyderabad-pdpid-4d4235323135373635,,,,,,,,,,,
375851,Single phase,Triaxis Splendour Plus,Bangalore,,,https://www.magicbricks.com/triaxis-splendour-hoskote-bangalore-pdpid-4d4235333432343037,,,,,,,,,,,
375852,Single phase,DS Max Sky Shubham,Bangalore,,,https://www.magicbricks.com/ds-max-skyshubham-kithiganur-bangalore-pdpid-4d4235333139393039,,,,,,,,,,,
