project_id,Phase,proj_name,proj_city,Builder website,Project Page,MB  Phase 1,MB  Phase 2,MB  Phase 3,MB  Phase 4,Housing  1,Housing  2,Housing  3,Housing  4,SQ   Phase 1,SQ   Phase 2,SQ   Phase 3,SQ   Phase 4
12900,Single phase,Fusion Homes,Noida,http://fusionhomes.in/,NA,https://www.magicbricks.com/fusion-homes-noida-extension-noida-pdpid-4d4235303235323339,NA,NA,NA,https://housing.com/in/buy/projects/page/1929-fusion-homes-by-fusion-buildtech-pvt-ltd-in-noida-extension,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/fusion-homes/939/project,NA,NA,NA
10356,Single phase,Oasis GrandStand,Noida,https://www.squareyards.com/greater-noida-residential-property/oasis-grandstand/1236/project,NA,https://www.magicbricks.com/oasis-grandstand-yamuna-expressway-greater-noida-pdpid-4d4235303230303131,NA,NA,NA,https://housing.com/in/buy/projects/page/247-oasis-grandstand-by-oasis-buildmart-india-pvt-ltd-in-yeida,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/oasis-grandstand/1236/project,NA,NA,NA
10412,Single phase,Purvanchal Royal City,Noida,https://www.purvanchalprojects.com/purvanchal-royal-city.php,NA,https://www.magicbricks.com/purvanchal-royal-city-chi-5-greater-noida-pdpid-4d4235303238353639,NA,NA,NA,https://housing.com/in/buy/projects/page/23313-purvanchal-royal-city-by-purvanchal-projects-pvt-ltd-in-chi-v-greater-noida,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/purvanchal-royal-city/1183/project,NA,NA,NA
333811,Single phase,ATS Nobility,Noida,https://www.ats.ind.in/projects-in-greater-noida/ats-homekraft-nobility-sector-4/,NA,https://www.magicbricks.com/ats-nobility-noida-extension-noida-pdpid-4d4235313234333731,NA,NA,NA,https://housing.com/in/buy/projects/page/45638-ats-nobility-by-ats-infrastructure-limited-in-noida-extension,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/ats-nobility/10909/project,NA,NA,NA
425033,Single phase,Ace Terra,Noida,http://ace-terra.co.in/,NA,https://www.magicbricks.com/ace-terra-yamuna-expressway-greater-noida-pdpid-4d4235343230333733,NA,NA,NA,https://housing.com/in/buy/projects/page/319576-ace-terra-by-ace-group-in-yeida,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/ace-terra/246906/project,NA,NA,NA
430588,Single phase,CRC Maesta,Noida,https://www.crcgroup.in/maesta/,NA,https://www.magicbricks.com/crc-maesta-sector-1-greater-noida-pdpid-4d4235343233373631,NA,NA,NA,https://housing.com/in/buy/projects/page/326906-crc-maesta-by-crc-group-in-noida-extension,NA,NA,NA,https://www.squareyards.com/greater-noida-residential-property/crc-maesta/305975/project,NA,NA,NA
327273,Single phase,County 107,Noida,https://www.countygroup.in/county107/mobile/,,https://www.magicbricks.com/county-107-sector-107-noida-pdpid-4d4235313234373439,,,,https://housing.com/in/buy/projects/page/198060-county-107-by-county-group-in-sector-107,,,,https://www.squareyards.com/noida-residential-property/aba-county-107/10931/project,,,
400436,Single phase,Ivory County,Noida,https://www.countygroup.in/ivorycounty/,,https://www.magicbricks.com/ivory-county-sector-115-noida-pdpid-4d4235343137313831,,,,https://housing.com/in/buy/projects/page/319660-ivory-county-gold-by-county-group-in-sector-115,,,,https://www.squareyards.com/noida-residential-property/ivory-county/231028/project,,,
7662,Single phase,Paramount Golfforeste,Noida,https://www.paramountgolfforestevillas.co.in/,,https://www.magicbricks.com/paramount-golfforeste-zeta-greater-noida-pdpid-4d4235303735363439,,,,https://housing.com/in/buy/projects/page/8818-paramount-golfforeste-villas-by-paramount-propbuild-pvt-ltd-in-surajpur,,,,https://www.squareyards.com/greater-noida-residential-property/paramount-golfforeste/1182/project,,,
123483,Single phase,ACE Divino,Noida,https://acegroupindia.com/ace-divino-overview.php,,https://www.magicbricks.com/ace-divino-noida-extension-noida-pdpid-4d4235303835303737,,,,https://housing.com/in/buy/projects/page/50457-ace-group-divino-by-ace-group-in-noida-extension,,,,https://www.squareyards.com/greater-noida-residential-property/ace-divino/10048/project,,,
425712,Single phase,SKA Destiny One,Noida,https://www.skadestiny.in/,,https://www.magicbricks.com/ska-destiny-one-zeta-greater-noida-pdpid-4d4235343139363333,,,,https://housing.com/in/buy/projects/page/319699-ska-destiny-one-by-ska-group-in-zeta-i-greater-noida,,,,https://www.squareyards.com/greater-noida-residential-property/ska-destiny-one/246909/project,,,
373410,Single phase,Apex Alphabet,Greater Noida,,,https://www.magicbricks.com/apex-alphabet-noida-extension-greater-noida-pdpid-4d4235313936383839,,,,,,,,,,,
373829,Single phase,Greenbay Golf Village,Greater Noida,,,https://www.magicbricks.com/greenbay-golf-village-yamuna-expressway-greater-noida-pdpid-4d4235303130323838,,,,,,,,,,,
4462,Single phase,ABA Cherry County,Greater Noida,,,https://www.magicbricks.com/aba-cherry-county-noida-extension-noida-pdpid-4d4235303031323530,,,,,,,,,,,
6356,Single phase,Keltech Kumar Imperial Greens,Greater Noida,,,https://www.magicbricks.com/keltech-kumar-imperial-greens-noida-extension-greater-noida-pdpid-4d4235343232373635,,,,,,,,,,,
373245,Single phase,Express Astra,Greater Noida,,,https://www.magicbricks.com/express-astra-noida-extension-greater-noida-pdpid-4d4235323234343537,,,,,,,,,,,
401978,Single phase,Twin Celestial by Ambesten Homes,Greater Noida,,,https://www.magicbricks.com/twin-celestial-noida-extension-greater-noida-pdpid-4d4235333235363937,,,,,,,,,,,
43270,Single phase,Skyline Speedway Avenue,Greater Noida,,,https://www.magicbricks.com/skyline-speedway-avenue-yamuna-expressway-greater-noida-pdpid-4d4235303239363636,,,,,,,,,,,
298653,Single phase,CRC Sublimis,Greater Noida,,,https://www.magicbricks.com/crc-sublimis-noida-extension-greater-noida-pdpid-4d4235313135383337,,,,,,,,,,,
255783,Single phase,Shri Radha Aqua Gardens,Greater Noida,,,https://www.magicbricks.com/shri-radha-aqua-gardens-noida-extension-noida-pdpid-4d4235303836313334,,,,,,,,,,,
1030,Single phase,M3M Golfestate,Gurugram,,,https://www.magicbricks.com/m3m-golf-estate-sector-65-gurgaon-pdpid-4d4235303230373936,,,,,,,,,,,
1350,Single phase,Puri Diplomatic Greens,Gurugram,,,https://www.magicbricks.com/puri-diplomatic-greens-sector-111-gurgaon-pdpid-4d4235303139333432,,,,,,,,,,,
2718,Single phase,DLF Regal Gardens,Gurugram,,,https://www.magicbricks.com/dlf-regal-gardens-sector-90-gurgaon-pdpid-4d4235303238333839,,,,,,,,,,,
5456,Single phase,Puri Emerald Bay,Gurugram,,,https://www.magicbricks.com/puri-emerald-bay-sector-104-gurgaon-pdpid-4d4235303139333433,,,,,,,,,,,
6136,Single phase,DLF The Skycourt,Gurugram,,,https://www.magicbricks.com/dlf-skycourt-sector-86-gurgaon-pdpid-4d4235303232373337,,,,,,,,,,,
25860,Single phase,ATS Triumph,Gurugram,,,https://www.magicbricks.com/ats-triumph-sector-104-gurgaon-pdpid-4d4235303239393035,,,,,,,,,,,
26134,Single phase,BPTP Amstoria,Gurugram,,,https://www.magicbricks.com/bptp-amstoria-sector-102-gurgaon-pdpid-4d4235303233313930,,,,,,,,,,,
136575,Single phase,Ashiana Anmol,Gurugram,,,https://www.magicbricks.com/ashiana-anmol-sector-33-gurgaon-pdpid-4d4235323835373339,,,,,,,,,,,
146207,Single phase,Saan Verdante,Gurugram,,,https://www.magicbricks.com/saan-verdante-sector-95-gurgaon-pdpid-4d4235303830323837,,,,,,,,,,,
269936,Single phase,Central Park Flower Valley Aqua Front Towers,Gurugram,,,https://www.magicbricks.com/central-park-aqua-front-towers-sohna-sector-32-gurgaon-pdpid-4d4235313137373139,,,,,,,,,,,
318679,Single phase,Hero Homes,Gurugram,,,https://www.magicbricks.com/hero-homes-sector-104-gurgaon-pdpid-4d4235313139323831,,,,,,,,,,,
333369,Single phase,Emaar Digihomes,Gurugram,,,https://www.magicbricks.com/emaar-digi-homes-sector-62-gurgaon-pdpid-4d4235313234343135,,,,,,,,,,,
378131,Single phase,M3M Soulitude,Gurugram,,,https://www.magicbricks.com/m3m-soulitude-sector-89-gurgaon-pdpid-4d4235333234383739,,,,,,,,,,,
378934,Single phase,Signature Global City,Gurugram,,,https://www.magicbricks.com/signature-global-city-37d-sector-37d-gurgaon-pdpid-4d4235323933343339,,,,,,,,,,,
390137,Single phase,Tulip Monsella,Gurugram,,,https://www.magicbricks.com/tulip-monsella-sector-53-gurgaon-pdpid-4d4235333332313237,,,,,,,,,,,
391580,Single phase,DLF The Grove,Gurugram,,,https://www.magicbricks.com/dlf-the-grove-sector-54-gurgaon-pdpid-4d4235333336343433,,,,,,,,,,,
399000,Single phase,ATS Bonheur Avenue,Gurugram,,,https://www.magicbricks.com/ats-bonheur-avenue-sohna-sector-35-gurgaon-pdpid-4d4235333339303137,,,,,,,,,,,
403842,Single phase,Adani Samsara Avasa,Gurugram,,,https://www.magicbricks.com/adani-samsara-avasa-sector-63-gurgaon-pdpid-4d4235343035303531,,,,,,,,,,,
404068,Single phase,M3M Crown,Gurugram,,,https://www.magicbricks.com/m3m-crown-phase-1-sector-111-gurgaon-pdpid-4d4235333933333337,,,,,,,,,,,
404456,Single phase,Signature Global City 93,Gurugram,,,https://www.magicbricks.com/signature-global-city-93-sector-93-gurgaon-pdpid-4d4235333933373231,,,,,,,,,,,
404772,Single phase,Central Park The Orchard,Gurugram,,,https://www.magicbricks.com/central-park-the-orchard-sohna-sector-32-gurgaon-pdpid-4d4235343034333833,,,,,,,,,,,
405181,Single phase,M3M Golf Hills,Gurugram,,,https://www.magicbricks.com/m3m-golf-hills-phase-1-sector-79-gurgaon-pdpid-4d4235343030303737,,,,,,,,,,,
405529,Single phase,Navraj The Antalyas,Gurugram,,,https://www.magicbricks.com/navraj-the-antalyas-sector-37d-gurgaon-pdpid-4d4235343131333439,,,,,,,,,,,
419936,Single phase,Godrej Aristocrat,Gurugram,,,https://www.magicbricks.com/godrej-aristocrat-sector-49-gurgaon-pdpid-4d4235343138383333,,,,,,,,,,,
422426,Single phase,Godrej Zenith,Gurugram,,,https://www.magicbricks.com/godrej-zenith-sector-89-gurgaon-pdpid-4d4235343139383731,,,,,,,,,,,
422937,Single phase,Krisumi Waterside Residences,Gurugram,,,https://www.magicbricks.com/krisumi-waterside-residences-sector-36a-gurgaon-pdpid-4d4235343231343833,,,,,,,,,,,
423388,Single phase,Puri Diplomatic Residences,Gurugram,,,https://www.magicbricks.com/puri-diplomatic-residences-sector-111-gurgaon-pdpid-4d4235343139333031,,,,,,,,,,,
423473,Single phase,Anant Raj The Estate Residences,Gurugram,,,https://www.magicbricks.com/anant-the-estate-residences-sector-63a-gurgaon-pdpid-4d4235343139343033,,,,,,,,,,,
424568,Single phase,JMS Premier Floors,Gurugram,,,https://www.magicbricks.com/jms-premier-floors-sector-95-gurgaon-pdpid-4d4235343233363135,,,,,,,,,,,
426520,Single phase,Conscient Parq,Gurugram,,,https://www.magicbricks.com/parq-sector-80-gurgaon-pdpid-4d4235343230373839,,,,,,,,,,,
427056,Single phase,M3M Altitude,Gurugram,,,https://www.magicbricks.com/m3m-altitude-sector-65-gurgaon-pdpid-4d4235343230383733,,,,,,,,,,,
427191,Single phase,Ganga Anantam,Gurugram,,,https://www.magicbricks.com/ganga-anantam-sector-85-gurgaon-pdpid-4d4235343231393237,,,,,,,,,,,
427906,Single phase,Sobha Altus,Gurugram,,,https://www.magicbricks.com/sobha-altus-sector-106-gurgaon-pdpid-4d4235343231373337,,,,,,,,,,,
