xid,name ,city,phase,url_squareyard
402990,Shriram Pristine Estates,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/shriram-pristine-estates/210697/project
403083,Prestige Elm Park,Bangalore East,Single phase,https://www.squareyards.com/bangalore-residential-property/prestige-elm-park/216110/project
403086,Sattva Bliss,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/salarpuria-sattva-bliss/217595/project
403366,DS Max Samyak,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/ds-max-samyak/217412/project
403416,Casagrand Primrose,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/casagrand-primrose/244642/project
403482,Kolte Patil Life Republic Aros,Pune West,Single phase,https://www.squareyards.com/pune-residential-property/kolte-patil-life-republic-aros/243061/project
403616,DS Max Shreshta,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/ds-max-shresta/217421/project
403699,Godrej Five Gardens,Mumbai South,Single phase,https://www.squareyards.com/mumbai-residential-property/godrej-five-gardens/216193/project
403847,Adore Smart City,Faridabad,Single phase,https://www.squareyards.com/faridabad-residential-property/adore-smart-city/217530/project
403945,Irish Platinum,Noida,Single phase,https://www.squareyards.com/greater-noida-residential-property/irish-platinum/245846/project
404559,Casagrand Majestica,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/casagrand-majestica/222937/project
404560,CasaGrand Elysium,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/casagrand-elysium/222051/project
404561,Etha Su Casa Valley,Kolkata,Single phase,https://www.squareyards.com/kolkata-residential-property/etha-su-casa-royal/111402/project
404615,Russel Lions Gate,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/russel-lions-gate/248321/project
404653,Yuva Sunrise,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/yuva-sunrise/218166/project
404764,Vivaan Essence,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/vivaan-essence/229599/project
404811,APR Praveens Eterno,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/apr-praveens-eterno/223469/project
404929,Chandak Treesourus,Western Mumbai,Single phase,https://www.squareyards.com/mumbai-residential-property/chandak-treesourus/213009/project
405003,Radhey Skye,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/radhey-skye/225598/project
405130,Pranathis Kiara,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/pranathi-kiara/220340/project
405131,Lodha Panache,Pune,Single phase,https://www.squareyards.com/pune-residential-property/lodha-panache/219514/project
405172,Jains Fairmount Sri Ram Garden 2,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/jain-sri-ram-garden/29913/project
405318,Prestige Lavender Fields,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/prestige-lavender-fields/221459/project
405502,VVIP Namah,Ghaziabad,Single phase,https://www.squareyards.com/ghaziabad-residential-property/vvip-namah/231025/project
405663,Satyam Altura,Navi Mumbai,Single phase,https://www.squareyards.com/navi-mumbai-residential-property/satyam-altura/210302/project
405789,Pacific One Pyramid,Navi Mumbai,Single phase,https://www.squareyards.com/navi-mumbai-residential-property/pacific-one-pyramid/220426/project
405940,Abhilasha By Shlok Group,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/shlok-abhilasha/250291/project
406108,Lodha Aura New Cuffe Parade,Mumbai(All),Single phase,https://www.squareyards.com/mumbai-residential-property/lodha-new-cuffe-parade/2823/project
406621,Casagrand Zaiden,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/casagrand-zaiden/222135/project
406639,Oblong Vega 4,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/oblong-the-vega/251915/project
406866,5 Dugar,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/5-dugar/248186/project
406892,Nirala Trio,Greater Noida,Single phase,https://www.squareyards.com/greater-noida-residential-property/nirala-trio/109588/project
406898,Highline by AG Group,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/ag-highline/228352/project
407065,Casagrand Aspires,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/casagrand-aspires/222648/project
407338,Levonor Egeira,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/levonor-egeira/221759/project
407744,Purva Blubelle,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/purva-blubelle/220579/project
407935,Sowparnika Life On The Green,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/sowparnika-life-on-the-green/223278/project
407956,Techno Aakasa,Mumbai(All),Single phase,https://www.squareyards.com/mumbai-residential-property/techno-aakasa/221824/project
408305,Ram Address One,Pune,Single phase,https://www.squareyards.com/pune-residential-property/ram-india-address-one/224723/project
408676,Vivaan Oliver,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/vivaan-oliver/246162/project
409008,Sobha Neopolis,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/sobha-neopolis/220345/project
409011,Fusion The Rivulet,Greater Noida,Single phase,https://www.squareyards.com/greater-noida-residential-property/fusion-the-rivulet/224848/project
409166,Dream Elegance,Pune,Single phase,https://www.squareyards.com/pune-residential-property/dream-elegance/223833/project
409476,Casagrand Hanford,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/casagrand-handford/222966/project
409515,Sameera IRIS,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/sameera-iris/189596/project
409549,Protech Pride,ROI,Single phase,https://www.squareyards.com/guwahati-residential-property/protech-pride/309395/project
409651,ORO Constella,ROI,Single phase,https://www.squareyards.com/lucknow-residential-property/oro-constella/228333/project
409753,Godrej Tropical Isle,Noida,Single phase,https://www.squareyards.com/noida-residential-property/godrej-tropical-isle/227972/project
409859,Nest Art,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/the-nest-art/223847/project
409873,Radiance Regalia,ROI,Single phase,https://www.squareyards.com/coimbatore-residential-property/radiance-regalia/317029/project
410064,Vivaan Aura,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/vivaan-aura/229652/project
410244,Sapthagiri Sandalwoods,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/sapthagiri-sandalwoods/229049/project
410304,Super Shaligram,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/super-shaligram/232304/project
410443,Kavisha Aer,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/kavisha-aer/229633/project
410449,Prestige Park Grove,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/prestige-park-grove/229414/project
410494,Esteem South Park,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/esteem-south-park/222984/project
410501,GP Homes Valencia Ruby,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/gp-valencia-ruby/247906/project
410569,Gracewood Elegance,ROI,Single phase,https://www.squareyards.com/vadodara-residential-property/gracewood-elegance/318496/project
410631,M3M The Cullinan,Noida,Single phase,https://www.squareyards.com/noida-residential-property/m3m-the-cullinan/224290/project
410658,Sacred Shivansh,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/sacred-shivansh/247379/project
410741,Sattva Lake Ridge,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/sattva-lakeridge/224841/project
411449,ATCO La Vivant,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/atco-lavivant/231662/project
411514,Bachraj Legend,Beyond Mira Road,Single phase,https://www.squareyards.com/palghar-residential-property/bachraj-legend/225163/project
411643,Vivaan Solitaire,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/vivaan-solitaire/229720/project
411745,Anuhar Gautami Heights,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/anuhar-gautami-heights/227790/project
411844,Unique Luxuria,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/unique-luxuria-ahmedabad/229569/project
411905,Polaris Calice,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/polaris-calice/246778/project
411947,Kamaxi Avenue,ROI,Single phase,https://www.squareyards.com/vadodara-residential-property/kamaxi-avenue/318563/project
412358,Kohinoor Famville,Pune,Single phase,https://www.squareyards.com/pune-residential-property/kohinoor-famville/226233/project
412360,ANP Autograph,Pune West,Single phase,https://www.squareyards.com/pune-residential-property/anp-autograph/226331/project
412508,Swati Premier,Ahmedabad West,Single phase,https://www.squareyards.com/ahmedabad-residential-property/swati-premier/246054/project
412517,Vivaan Orbit,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/vivaan-orbit/246069/project
412546,DLF Privana South,Gurugram,Single phase,https://www.squareyards.com/gurgaon-residential-property/dlf-privana-south/238058/project
412548,Ruby Horizon,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/ruby-horizon/245952/project
413358,Urbanrise The World of Joy,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/urbanrise-the-world-of-joy/229567/project
413380,Birla Trimaya,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/birla-trimaya/228605/project
413381,DNR Parklink,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/dnr-parklink/230156/project
413382,Shriram Solitaire,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/shriram-solitaire/225557/project
413590,Godrej Emerald Waters,Pune North,Single phase,https://www.squareyards.com/pune-residential-property/godrej-emerald-waters/224444/project
413980,Sri Balaji Serene,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/sri-balaji-serene/235371/project
413990,Rohan Ekam,Pune,Single phase,https://www.squareyards.com/pune-residential-property/rohan-ekam/229491/project
414339,Experion Elements,Noida,Single phase,https://www.squareyards.com/noida-residential-property/experion-elements/246908/project
414367,Adarsh Welkin Park,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/adarsh-welkin-park/222634/project
414403,Aarohi Avinya,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/siddhi-aarohi-avinya/247620/project
414839,Patteeswarar Paradise Magizham,ROI,Single phase,https://www.squareyards.com/coimbatore-residential-property/patteeswarar-paradise-magizham/316697/project
415113,Golfland at Vanaha,Pune,Single phase,https://www.squareyards.com/pune-residential-property/shapoorji-pallonji-vanaha-golfland/231944/project
415216,Sampada Central Residency,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/sampada-central-residency/231032/project
415396,Raheja Exotica Cyprus,Mumbai(All),Single phase,https://www.squareyards.com/mumbai-residential-property/raheja-exotica-cyprus/232376/project
415650,Eldeco La Vida Bella,Greater Noida,Single phase,https://www.squareyards.com/greater-noida-residential-property/eldeco-la-vida-bella/247493/project
415717,Bhoo Aabharana,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/bhoo-aabharana/234295/project
415825,Purti The Varanda,Kolkata,Single phase,https://www.squareyards.com/kolkata-residential-property/purti-the-varanda/231906/project
415896,Emerald Gardenia,ROI,Single phase,https://www.squareyards.com/indore-residential-property/emerald-gardenia/315880/project
415958,JRC Sanzio,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/jrc-sanzio/250072/project
416159,Lodha Mirabelle,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/lodha-mirabelle/233846/project
416283,Bharat Alta Vistas,Western Mumbai,Single phase,https://www.squareyards.com/mumbai-residential-property/bharat-alta-vistas/232957/project
416461,Shubh Tristar,Pune,Single phase,https://www.squareyards.com/pune-residential-property/shubh-tristar/239004/project
416670,Casagrand Flamingo,Bangalore,Single phase,https://housing.com/in/buy/projects/page/308161-casagrand-flamingo-by-casagrand-builder-private-limited-in-hsr-layout
416684,SR Serenity,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/sr-serenity/164369/project
417011,Neelkanth Palm President,Mumbai(All),Single phase,https://www.squareyards.com/navi-mumbai-residential-property/neelkanth-palm-president/235005/project
417023,Rohan Harita,Pune,Single phase,https://www.squareyards.com/pune-residential-property/rohan-harita/233269/project
417100,Lodha Riservo,Mumbai,Single phase,https://www.squareyards.com/mumbai-residential-property/lodha-riservo/234355/project
417556,The Sovereign,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/ashima-the-sovereign/246844/project?utm_source=chatgptcom
417559,Adani Embrace,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/adani-embrace/238173/project
417864,Luxuria,Mumbai(All),Single phase,https://www.squareyards.com/thane-residential-property/vihang-luxuria/235432/project
417888,Posh Ville,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/saamarth-posh-ville/249980/project
418319,Brigade Sanctuary,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/brigade-sanctuary/234550/project
418615,Edmont Aurelia,Mumbai,Single phase,https://www.squareyards.com/mumbai-residential-property/sheth-edmont-aurelia/234701/project
418623,Kanakia Beverly Heights,Mumbai(All),Single phase,https://www.squareyards.com/thane-residential-property/kanakia-beverly-heights/226952/project
418697,Provident Deansgate,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/provident-deansgate/234552/project
418840,SKYi 5 Racecourse,Pune,Single phase,https://www.squareyards.com/pune-residential-property/skyi-5-racecourse/235521/project
418866,Hill Crest Oaks,Mumbai(All),Single phase,https://www.squareyards.com/mumbai-residential-property/crest-oaks/237837/project
418966,NSL East Luxoria,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/nsl-east-luxoria/237202/project
419028,Goldenkey Meraki,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/goldenkey-meraki/195445/project
419031,Kavisha The Portrait,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/kavisha-the-portrait/246051/project
419421,Purva Soukhyam,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/purva-soukhyam/244577/project
419500,Goyal Orchid Salisbury,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/goyal-orchid-salisbury/236314/project
419821,Aadhya Arambh,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/shikhar-aadhya-arambh/247861/project
419935,Vista Residences,Mumbai,Single phase,https://www.squareyards.com/mumbai-residential-property/hiranandani-vista-residences/237277/project
419984,Supreme Towers,Pune,Single phase,https://www.squareyards.com/pune-residential-property/eastwood-supreme-towers/237525/project
420047,Devaloke Sonarcity,Kolkata(All),Single phase,https://www.squareyards.com/kolkata-residential-property/devaloke-sonar-city/223226/project
420281,Kakkad Bella Casa,Pune,Single phase,https://www.squareyards.com/pune-residential-property/kakkad-bella-casa/143331/project
420301,Tarc Kailasa,Delhi,Single phase,https://www.squareyards.com/delhi-residential-property/tarc-kailasa/240026/project
420326,Rajapushpa Casa Luxura,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/rajapushpa-casa-luxura/236900/project
420338,Capital Royal Casa,ROI,Single phase,https://www.squareyards.com/dehradun-residential-property/capital-royal-casa/306685/project
420343,Concorde Antares,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/concorde-antares/238169/project
420469,Sri Nandana Galaxy,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/sri-nandana-galaxy/237260/project
420665,Grand La Palazzo,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/tbc-grand-la-palazzo/237699/project
420851,Suraj Lumina,Mumbai(All),Single phase,https://www.squareyards.com/mumbai-residential-property/suraj-lumina/247964/project
421123,Sri Garudadri Gardens,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/sri-garudadri-gardenia/113517/project
421126,Ruby Arcadia,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/ruby-arcadia/246661/project
421330,Anamika High Point,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/constera-anamika-high-point/244764/project
421404,SG Vista,Ghaziabad,Single phase,https://www.squareyards.com/ghaziabad-residential-property/sg-vista/239320/project
421530,DS Max Sista Grand,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/ds-max-sista-grand/237651/project
421768,Goyal Orchid Life,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/goyal-orchid-life/237652/project
421806,Mantra Magnus,Pune,Single phase,https://www.squareyards.com/pune-residential-property/mantra-magnus/239793/project
421898,Falcon by BHP Housing,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/bhavisha-falcon/240846/project
422115,Vaibhavis Vihaan Shikhara,Hyderabad,Single phase,https://www.squareyards.com/resale-3-bhk-pooja-room-1450-sq-ft-apartment-in-vaibhavi-vihaan-shikhara/7809871
422149,SNN Estates Felicity,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/snn-felicity/241919/project
422150,Godrej Woodscapes,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/godrej-woodscapes/239203/project
422453,Assetz 66 and Shibui,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/assetz-66-and-shibui/243243/project
422558,Godrej Reserve,Mumbai,Single phase,https://www.squareyards.com/mumbai-residential-property/godrej-reserve-kandivali/243614/project
422868,DS Max Sky Samurai,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/ds-max-sky-samurai/244584/project
422910,Casagrand Medora,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/casagrand-medora/243843/project
422935,SSVR Niyaara,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/ssvr-niyaara/244662/project
422985,Serenity Shivam,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/serenity-shivam/246845/project
422989,Melodies of Life,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/assetz-inspira-melodies-of-life/242619/project
423085,Raheja Solaris 3,Mumbai(All),Single phase,https://www.squareyards.com/navi-mumbai-residential-property/raheja-solaris/112762/project
423182,Pristine O2 World,Pune,Single phase,https://www.squareyards.com/pune-residential-property/pristine-o2-world/245239/project
423193,Aanya Crystal Antara,Mumbai(All),Single phase,https://www.squareyards.com/thane-residential-property/luxora-crystal-antara/242574/project
423236,Prestige Somerville,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/prestige-somerville/245675/project
423306,Kochar Gagan,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/kochar-gagan/246042/project
423376,Casagrand Mercury,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/casagrand-mercury/245448/project
423585,Casagrand Suncity,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/casagrand-suncity/245804/project
423851,Ramsons East Park Residences,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/ramsons-trendsquares-east-park-residences/245889/project
423882,Malabar Retreat a Project by Ganesh Housing,Ahmedabad(All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/ganesh-malabar-retreat/245980/project
424010,Elite X,Greater Noida,Single phase,https://www.squareyards.com/greater-noida-residential-property/elite-x/245845/project
424098,Modern Spaaces Engrace Vista,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/modern-engrace-vista/245808/project
424173,Assetz Sora and Saki,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/assetz-sora-and-saki/245805/project
424323,Codename Triumph,Mumbai,Single phase,https://www.squareyards.com/mumbai-residential-property/adani-airica/245769/project
424417,Vajram Newtown 2,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/vajram-newtown/13636/project
424433,Provident Botanico,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/provident-botanico/233454/project
424563,Mana Skandas The Right Life,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/mana-the-right-life/246696/project
424721,Kiwale Navyam,Pune,Single phase,https://www.squareyards.com/pune-residential-property/kiwale-navyam/245888/project
425033,Ace Terra,Greater Noida,Single phase,https://www.squareyards.com/greater-noida-residential-property/ace-terra/246906/project
425268,Godrej Jardinia,Noida,Single phase,https://www.squareyards.com/noida-residential-property/godrej-jardinia/246953/project
425392,Realmark Amora,Kolkata,Single phase,https://www.squareyards.com/kolkata-residential-property/realmark-amora/247025/project
425506,Casagrand Amor,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/casagrand-amor/246140/project
425507,DS Max Sky Blossom,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/ds-max-sky-blossom/246459/project
425871,Renaissance The Baya Sunrise,Mumbai(All),Single phase,https://www.squareyards.com/mumbai-residential-property/the-baya-sunrise/247119/project
425958,Krisala 41 Luxovert,Pune,Single phase,https://www.squareyards.com/pune-residential-property/krisala-41-luxovert/246974/project
425959,Astrana,Pune,Single phase,https://www.squareyards.com/pune-residential-property/holystico-astrana/247031/project
426003,Kesineni Northscape,Hyderabad,Single phase,https://www.squareyards.com/hyderabad-residential-property/kesineni-northscape/247170/project
426079,Darsshan Promesa Fremont,Mumbai(All),Single phase,https://www.squareyards.com/mumbai-residential-property/promesa-fremont/245719/project
426127,Sobha Elysia,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/sobha-elysia/247645/project
426150,Vaswani Starlight,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/vaswani-starlight/247126/project
426159,Nimbus The Palm Village,Noida,Single phase,https://www.squareyards.com/greater-noida-residential-property/nimbus-the-palm-village/247100/project
426335,Paradise Sai Platinum,Mumbai(All),Single phase,https://www.squareyards.com/navi-mumbai-residential-property/paradise-sai-platinum/247141/project
426518,DSR The Courtyard,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/dsr-the-courtyard/246702/project
426539,Aristo The Regal,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/aristo-the-regal/250057/project
426628,Promise of Spring,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/assetz-promise-of-spring/246863/project
426710,Isha HILife,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/isha-hilife/247666/project
426777,Trifecta Vanto,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/trifecta-vanto/247157/project
426778,Tricity Aura,Mumbai(All),Single phase,https://www.squareyards.com/navi-mumbai-residential-property/tricity-aura/247854/project
426786,Casagrand Casablanca,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/casagrand-casablanca/247733/project
426815,Pavitra Luxury Residences,Mohali,Single phase,https://www.squareyards.com/zirakpur-residential-property/pavitra-luxury-residences/251540/project
426888,United Sai Silicon Heights,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/united-sai-silicon-heights/308229/project
426925,RRL Palacio,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/rrl-palacio/247218/project
426926,Casagrand Vivacity,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/casagrand-vivacity/247214/project
426929,Green Edge Signature,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/green-edge-signature/247217/project
427026,Axis Oaklyn,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/axis-oaklyn/246767/project
427038,Casagrand Hola Chennai,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/casagrand-hola/247940/project
427043,Casagrand French Town,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/casagrand-french-town/247905/project
427272,Sanjeevini Aarna,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/sanjeevini-aarna/148428/project
427295,MP Kumudham Enclave Yamuna,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/mp-kumudham-enclave/312281/project
427386,Saamarth Twinland,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/saamarth-twinland/250001/project
427388,Jashn Elevate,ROI,Single phase,https://www.squareyards.com/lucknow-residential-property/jashn-elevate/249128/project
427454,SJRS Infracity,ROI,Single phase,https://www.squareyards.com/varanasi-residential-property/sjrs-infracity/247948/project
427484,Parth Kiona,Pune,Single phase,https://www.squareyards.com/pune-residential-property/parth-kiona/247237/project
427769,Sattva Green Groves,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/sattva-green-groves/247757/project
427851,Vaishno Serene,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/vaishno-serene/248790/project
427907,Brigade Insignia,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/brigade-insignia/248548/project
427979,Concorde Mayfair,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/concorde-mayfair/91391/project
428040,Myhna Orchid,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/myhna-orchid/248399/project
428221,Kabra Embraze,Mumbai(All),Single phase,https://www.squareyards.com/mumbai-residential-property/kabra-embraze/249337/project
428235,Kohinoor Central Park,Pune,Single phase,https://www.squareyards.com/pune-residential-property/kohinoor-central-park/249248/project
428365,Gami Satyam Palacio,Mumbai(All),Single phase,https://www.squareyards.com/navi-mumbai-residential-property/gami-satyam-palacio/248482/project
428567,Polaris Callisto,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/polaris-callisto/248517/project
428573,Ekarth Sarvam,Ahmedabad (All),Single phase,https://www.squareyards.com/ahmedabad-residential-property/ekarth-sarvam/249645/project
428601,Kochar Jewel,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/kochar-jewel/244404/project
428685,MP Golden Heights,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/mp-golden-heights/306361/project
428703,Ruby Courtyard,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/ruby-courtyard/323947/project
428716,Shriram 122 West,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/shriram-122-west/237576/project
428719,Century Regalia,Bangalore(All),Single phase,https://www.squareyards.com/bangalore-residential-property/century-regalia/248496/project
428931,Saranya Swarovski,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/saranya-swarovski/248682/project
429180,Bhagwati Celestria,Mumbai(All),Single phase,https://www.squareyards.com/navi-mumbai-residential-property/bhagwati-celestria/247268/project
429182,The Olympia,Mumbai(All),Single phase,https://www.squareyards.com/navi-mumbai-residential-property/kalpana-the-olympia/251900/project
429184,Nava Vajra,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/nava-vajra/247743/project
429275,Casagrand Estilo,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/casagrand-estilo/306295/project
429358,SPR Binny Sky Tower 1,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/spr-binny-sky/306358/project
429365,Vindhya Primrose,Kolkata,Single phase,https://www.squareyards.com/kolkata-residential-property/vindhya-primrose/250198/project
429459,Kolte Patil Springshire,Pune,Single phase,https://www.squareyards.com/pune-residential-property/kolte-patil-springshire/252000/project
429477,Vishnupriya,Kolkata,Single phase,https://www.squareyards.com/kolkata-residential-property/vishnu-priya/251012/project
429486,Claremont by Origin,Mumbai,Single phase,https://www.squareyards.com/mumbai-residential-property/origin-claremont/248152/project
429659,Purvanchal Royal Atlantis,ROI,Single phase,https://www.squareyards.com/lucknow-residential-property/purvanchal-royal-atlantis/306787/project
429967,Dosti Willow,Mumbai(All),Single phase,https://www.squareyards.com/thane-residential-property/dosti-willow/251905/project
429968,TVS Isle of Trees,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/tvs-emerald-isle-of-trees/306171/project
430075,Prestige Raintree Park,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/prestige-raintree-park/308195/project
430082,Euphoria in The East,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/sowparnika-euphoria/306394/project
430204,Casagrand Avenuepark,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/casagrand-avenue-park/306283/project
430209,Casagrand Laurels,Chennai,Single phase,https://www.squareyards.com/chennai-residential-property/casagrand-laurels/247020/project
430213,Sattva Springs,Bangalore,Single phase,https://www.squareyards.com/bangalore-residential-property/sattva-springs/306851/project
