"projectId","rescom","id"
"185243","RESIDENTIAL","35837457"
"230553","RESIDENTIAL","189472223"
"232662","RESIDENTIAL","158162609"
"11780","RESIDENTIAL","190852507"
"57704","RESIDENTIAL","98564659"
"7042","RESIDENTIAL","223862147"
"7042","RESIDENTIAL","223862147"
"2178","RESIDENTIAL","75237097"
"154915","RESIDENTIAL","32771207"
"301111","RESIDENTIAL","205099917"
"301111","RESIDENTIAL","205099917"
"275917","RESIDENTIAL","191086213"
"144863","RESIDENTIAL","222144487"
"144863","RESIDENTIAL","222144487"
"334061","RESIDENTIAL","189903907"
"5414","RESIDENTIAL","190851521"
"336989","RESIDENTIAL","206032111"
"336989","RESIDENTIAL","206032111"
"54774","RESIDENTIAL","189234481"
"21126","RESIDENTIAL","176255023"
"61893","RESIDENTIAL","189474313"
"332087","RESIDENTIAL","189903471"
"320091","RESIDENTIAL","191290729"
"33692","RESIDENTIAL","188799399"
"304831","RESIDENTIAL","194969409"
"64278","RESIDENTIAL","190853349"
"16854","RESIDENTIAL","188796735"
"105145","RESIDENTIAL","190416249"
"22642","RESIDENTIAL","26907613"
"213823","RESIDENTIAL","52700500"
"9216","RESIDENTIAL","188795051"
"134879","RESIDENTIAL","189237127"
"60339","RESIDENTIAL","189234687"
"134765","RESIDENTIAL","189237117"
"112193","RESIDENTIAL","96442857"
"5726","RESIDENTIAL","52568620"
"13420","RESIDENTIAL","107119615"
"21642","RESIDENTIAL","175320707"
"28374","RESIDENTIAL","223056177"
"28374","RESIDENTIAL","223056177"
"86083","RESIDENTIAL","220957917"
"86083","RESIDENTIAL","220957917"
"3560","RESIDENTIAL","38569829"
"263783","RESIDENTIAL","188339069"
"166127","RESIDENTIAL","41527552"
"59420","RESIDENTIAL","189721321"
"21960","RESIDENTIAL","188798241"
"171873","RESIDENTIAL","222369681"
"171873","RESIDENTIAL","222369681"
"228223","RESIDENTIAL","222371077"
"228223","RESIDENTIAL","222371077"
"263587","RESIDENTIAL","222611109"
"263587","RESIDENTIAL","222611109"
"264375","RESIDENTIAL","189477865"
"163415","RESIDENTIAL","34850863"
"7832","RESIDENTIAL","188794713"
"43308","RESIDENTIAL","189900339"
"268967","RESIDENTIAL","222847803"
"268967","RESIDENTIAL","222847803"
"166961","RESIDENTIAL","175322443"
"317579","RESIDENTIAL","223405599"
"317579","RESIDENTIAL","223405599"
"33286","RESIDENTIAL","16594344"
"238534","RESIDENTIAL","222370439"
"238534","RESIDENTIAL","222370439"
"9462","RESIDENTIAL","188795099"
"325925","RESIDENTIAL","193030389"
"251989","RESIDENTIAL","223861497"
"251989","RESIDENTIAL","223861497"
"138815","RESIDENTIAL","189477035"
"159931","RESIDENTIAL","203293595"
"214241","RESIDENTIAL","190855337"
"190769","RESIDENTIAL","189470187"
"345639","RESIDENTIAL","213867165"
"345639","RESIDENTIAL","213867165"
"10936","RESIDENTIAL","188795685"
"10682","RESIDENTIAL","222144735"
"10682","RESIDENTIAL","222144735"
"237164","RESIDENTIAL","189472989"
"274695","RESIDENTIAL","222850485"
"274695","RESIDENTIAL","222850485"
"12526","RESIDENTIAL","174067663"
"35758","RESIDENTIAL","189019065"
"16448","RESIDENTIAL","222370615"
"16448","RESIDENTIAL","222370615"
"22382","RESIDENTIAL","52674434"
"1405","RESIDENTIAL","189230809"
"38714","RESIDENTIAL","104521381"
"56318","RESIDENTIAL","223626367"
"56318","RESIDENTIAL","223626367"
"207107","RESIDENTIAL","189470935"
"31652","RESIDENTIAL","30420265"
"48694","RESIDENTIAL","190206471"
"6246","RESIDENTIAL","223861969"
"6246","RESIDENTIAL","223861969"
"18066","RESIDENTIAL","26693327"
"265011","RESIDENTIAL","189477929"
"31238","RESIDENTIAL","101061485"
"206663","RESIDENTIAL","189470779"
"78687","RESIDENTIAL","189472863"
"319901","RESIDENTIAL","191088655"
"340833","RESIDENTIAL","200227549"
"50470","RESIDENTIAL","140399347"
"64856","RESIDENTIAL","223860409"
"64856","RESIDENTIAL","223860409"
"5088","RESIDENTIAL","223624701"
"5088","RESIDENTIAL","223624701"
"70068","RESIDENTIAL","122562165"
"323393","RESIDENTIAL","189901441"
"33550","RESIDENTIAL","223625241"
"33550","RESIDENTIAL","223625241"
"20822","RESIDENTIAL","222368955"
"20822","RESIDENTIAL","222368955"
"42250","RESIDENTIAL","223625941"
"42250","RESIDENTIAL","223625941"
"39822","RESIDENTIAL","190853183"
"237296","RESIDENTIAL","189472997"
"28802","RESIDENTIAL","190852891"
"42192","RESIDENTIAL","190206321"
"111805","RESIDENTIAL","120574983"
"28990","RESIDENTIAL","223056323"
"28990","RESIDENTIAL","223056323"
"333097","RESIDENTIAL","191292231"
"7148","RESIDENTIAL","222612507"
"7148","RESIDENTIAL","222612507"
"45746","RESIDENTIAL","85613453"
"99893","RESIDENTIAL","138807423"
"261568","RESIDENTIAL","64564275"
"3880","RESIDENTIAL","188793761"
"344611","RESIDENTIAL","213867091"
"344611","RESIDENTIAL","213867091"
"203255","RESIDENTIAL","222369985"
"203255","RESIDENTIAL","222369985"
"1774","RESIDENTIAL","190851423"
"102870","RESIDENTIAL","190853545"
"52720","RESIDENTIAL","61341945"
"296505","RESIDENTIAL","223060365"
"296505","RESIDENTIAL","223060365"
"228779","RESIDENTIAL","155102175"
"18022","RESIDENTIAL","222368541"
"18022","RESIDENTIAL","222368541"
"135025","RESIDENTIAL","191292491"
"251801","RESIDENTIAL","141293175"
"13746","RESIDENTIAL","83838109"
"6376","RESIDENTIAL","52568806"
"32896","RESIDENTIAL","189233803"
"28634","RESIDENTIAL","189233465"
"81132","RESIDENTIAL","189235279"
"348035","RESIDENTIAL","219033279"
"348035","RESIDENTIAL","219033279"
"274583","RESIDENTIAL","97999753"
"3444","RESIDENTIAL","175953191"
"113655","RESIDENTIAL","133802227"
"1129","RESIDENTIAL","188793031"
"21712","RESIDENTIAL","188798191"
"40684","RESIDENTIAL","189477665"
"14840","RESIDENTIAL","190852587"
"31632","RESIDENTIAL","188799799"
"28448","RESIDENTIAL","223056185"
"28448","RESIDENTIAL","223056185"
"219743","RESIDENTIAL","52700864"
"250625","RESIDENTIAL","196148663"
"63013","RESIDENTIAL","189473815"
"119887","RESIDENTIAL","190853799"
"39028","RESIDENTIAL","175165731"
"318383","RESIDENTIAL","223405671"
"318383","RESIDENTIAL","223405671"
"263475","RESIDENTIAL","222611071"
"263475","RESIDENTIAL","222611071"
"275353","RESIDENTIAL","223059307"
"275353","RESIDENTIAL","223059307"
"26338","RESIDENTIAL","64139083"
"11914","RESIDENTIAL","188795815"
"304757","RESIDENTIAL","188796727"
"32656","RESIDENTIAL","188799993"
"113455","RESIDENTIAL","191087159"
"263935","RESIDENTIAL","189477771"
"11212","RESIDENTIAL","125544309"
"343731","RESIDENTIAL","208371397"
"343731","RESIDENTIAL","208371397"
"28438","RESIDENTIAL","188799219"
"25596","RESIDENTIAL","188798961"
"87957","RESIDENTIAL","189235497"
"220859","RESIDENTIAL","198160185"
"277577","RESIDENTIAL","205099877"
"277577","RESIDENTIAL","205099877"
"32596","RESIDENTIAL","55035691"
"43526","RESIDENTIAL","189234095"
"128887","RESIDENTIAL","191089093"
"62045","RESIDENTIAL","52687288"
"21892","RESIDENTIAL","222369125"
"21892","RESIDENTIAL","222369125"
"23046","RESIDENTIAL","188798453"
"117063","RESIDENTIAL","189470839"
"308473","RESIDENTIAL","223406421"
"308473","RESIDENTIAL","223406421"
"26716","RESIDENTIAL","68437769"
"58754","RESIDENTIAL","58474389"
"166935","RESIDENTIAL","141187091"
"21552","RESIDENTIAL","107119621"
"29176","RESIDENTIAL","92111805"
"262026","RESIDENTIAL","189477469"
"164017","RESIDENTIAL","191833383"
"932","RESIDENTIAL","216617871"
"932","RESIDENTIAL","216617871"
"124557","RESIDENTIAL","52692690"
"25668","RESIDENTIAL","187586201"
"32918","RESIDENTIAL","189233807"
"207295","RESIDENTIAL","141291373"
"218697","RESIDENTIAL","175322701"
"32434","RESIDENTIAL","125790245"
"190479","RESIDENTIAL","141187509"
"54902","RESIDENTIAL","54477919"
"274987","RESIDENTIAL","223056997"
"274987","RESIDENTIAL","223056997"
"245745","RESIDENTIAL","222611821"
"245745","RESIDENTIAL","222611821"
"4618","RESIDENTIAL","178057203"
"1241","RESIDENTIAL","190851405"
"270983","RESIDENTIAL","223861749"
"270983","RESIDENTIAL","223861749"
"30054","RESIDENTIAL","186058475"
"33464","RESIDENTIAL","175320957"
"327525","RESIDENTIAL","191291135"
"278897","RESIDENTIAL","223057955"
"278897","RESIDENTIAL","223057955"
"99478","RESIDENTIAL","175321967"
"69518","RESIDENTIAL","189473893"
"323845","RESIDENTIAL","191291201"
"10538","RESIDENTIAL","189020941"
"172195","RESIDENTIAL","189469643"
"10738","RESIDENTIAL","58152067"
"14658","RESIDENTIAL","168863223"
"2532","RESIDENTIAL","222611733"
"2532","RESIDENTIAL","222611733"
"40206","RESIDENTIAL","189478595"
"65928","RESIDENTIAL","125542353"
"9302","RESIDENTIAL","212074425"
"9302","RESIDENTIAL","212074425"
"263541","RESIDENTIAL","189477715"
"237174","RESIDENTIAL","189472991"
"271951","RESIDENTIAL","191086091"
"164169","RESIDENTIAL","33507865"
"328283","RESIDENTIAL","222850539"
"328283","RESIDENTIAL","222850539"
"39424","RESIDENTIAL","189478283"
"336085","RESIDENTIAL","191292777"
"8984","RESIDENTIAL","75304231"
"262468","RESIDENTIAL","70114531"
"22622","RESIDENTIAL","222369319"
"22622","RESIDENTIAL","222369319"
"56256","RESIDENTIAL","189234585"
"123621","RESIDENTIAL","144009565"
"8224","RESIDENTIAL","188794785"
"31306","RESIDENTIAL","138806631"
"28946","RESIDENTIAL","107463965"
"28946","RESIDENTIAL","107463965"
"175805","RESIDENTIAL","34641443"
"318681","RESIDENTIAL","189899751"
"178925","RESIDENTIAL","164013283"
"24560","RESIDENTIAL","189897823"
"117951","RESIDENTIAL","168735017"
"43636","RESIDENTIAL","223626023"
"43636","RESIDENTIAL","223626023"
"230843","RESIDENTIAL","138910665"
"41204","RESIDENTIAL","125544749"
"272345","RESIDENTIAL","222850335"
"272345","RESIDENTIAL","222850335"
"28230","RESIDENTIAL","52676708"
"1477","RESIDENTIAL","188793109"
"4396","RESIDENTIAL","223626707"
"4396","RESIDENTIAL","223626707"
"130149","RESIDENTIAL","189470011"
"228063","RESIDENTIAL","187585909"
"145159","RESIDENTIAL","89988179"
"122415","RESIDENTIAL","128347411"
"2278","RESIDENTIAL","222370521"
"2278","RESIDENTIAL","222370521"
"16886","RESIDENTIAL","222368455"
"16886","RESIDENTIAL","222368455"
"230907","RESIDENTIAL","189472271"
"25574","RESIDENTIAL","188798957"
"11328","RESIDENTIAL","220725655"
"11328","RESIDENTIAL","220725655"
"51174","RESIDENTIAL","190206489"
"98454","RESIDENTIAL","97397175"
"44474","RESIDENTIAL","185242577"
"3294","RESIDENTIAL","223623473"
"3294","RESIDENTIAL","223623473"
"305491","RESIDENTIAL","140242021"
"321277","RESIDENTIAL","191088723"
"237282","RESIDENTIAL","204226349"
"237282","RESIDENTIAL","204226349"
"196219","RESIDENTIAL","189470411"
"14814","RESIDENTIAL","32595031"
"61309","RESIDENTIAL","189472633"
"3220","RESIDENTIAL","223405839"
"3220","RESIDENTIAL","223405839"
"1403","RESIDENTIAL","222142151"
"1403","RESIDENTIAL","222142151"
"10374","RESIDENTIAL","222142781"
"10374","RESIDENTIAL","222142781"
"142359","RESIDENTIAL","182902683"
"118205","RESIDENTIAL","204226445"
"118205","RESIDENTIAL","204226445"
"272291","RESIDENTIAL","191086101"
"4156","RESIDENTIAL","223623751"
"4156","RESIDENTIAL","223623751"
"246307","RESIDENTIAL","222609467"
"246307","RESIDENTIAL","222609467"
"47740","RESIDENTIAL","189473599"
"176045","RESIDENTIAL","141187323"
"15976","RESIDENTIAL","188796373"
"157043","RESIDENTIAL","170206031"
"106007","RESIDENTIAL","222143785"
"106007","RESIDENTIAL","222143785"
"192855","RESIDENTIAL","189474727"
"116377","RESIDENTIAL","189236793"
"64312","RESIDENTIAL","120574357"
"318825","RESIDENTIAL","223405709"
"318825","RESIDENTIAL","223405709"
"16232","RESIDENTIAL","188796425"
"41444","RESIDENTIAL","32770943"
"50548","RESIDENTIAL","52684528"
"6494","RESIDENTIAL","188794487"
"70372","RESIDENTIAL","190206707"
"334583","RESIDENTIAL","189903959"
"310825","RESIDENTIAL","189897575"
"119735","RESIDENTIAL","172676897"
"42112","RESIDENTIAL","190853187"
"190025","RESIDENTIAL","36201247"
"51796","RESIDENTIAL","223626319"
"51796","RESIDENTIAL","223626319"
"257709","RESIDENTIAL","52704098"
"53520","RESIDENTIAL","158164393"
"117643","RESIDENTIAL","175322075"
"6278","RESIDENTIAL","188794431"
"268295","RESIDENTIAL","222850057"
"268295","RESIDENTIAL","222850057"
"301821","RESIDENTIAL","189724655"
"303811","RESIDENTIAL","189724649"
"233760","RESIDENTIAL","94135555"
"13762","RESIDENTIAL","52672220"
"267371","RESIDENTIAL","189478299"
"79862","RESIDENTIAL","191292177"
"23994","RESIDENTIAL","222369607"
"23994","RESIDENTIAL","222369607"
"3658","RESIDENTIAL","223626541"
"3658","RESIDENTIAL","223626541"
"264245","RESIDENTIAL","189477853"
"62785","RESIDENTIAL","189722579"
"131271","RESIDENTIAL","189237039"
"271353","RESIDENTIAL","223862683"
"271353","RESIDENTIAL","223862683"
"151085","RESIDENTIAL","222145045"
"151085","RESIDENTIAL","222145045"
"32036","RESIDENTIAL","59109713"
"315179","RESIDENTIAL","204226477"
"315179","RESIDENTIAL","204226477"
"271365","RESIDENTIAL","222849143"
"271365","RESIDENTIAL","222849143"
"176523","RESIDENTIAL","158162187"
"155841","RESIDENTIAL","133801617"
"134505","RESIDENTIAL","190854021"
"341779","RESIDENTIAL","223861847"
"341779","RESIDENTIAL","223861847"
"27000","RESIDENTIAL","26859839"
"70636","RESIDENTIAL","52892964"
"7724","RESIDENTIAL","222141559"
"7724","RESIDENTIAL","222141559"
"208639","RESIDENTIAL","158166735"
"5516","RESIDENTIAL","223624887"
"5516","RESIDENTIAL","223624887"
"320525","RESIDENTIAL","189899929"
"24582","RESIDENTIAL","70472231"
"15122","RESIDENTIAL","120571957"
"44966","RESIDENTIAL","141915103"
"62849","RESIDENTIAL","188797239"
"300157","RESIDENTIAL","195627293"
"264901","RESIDENTIAL","173615711"
"253577","RESIDENTIAL","70021703"
"310705","RESIDENTIAL","223406785"
"310705","RESIDENTIAL","223406785"
"257687","RESIDENTIAL","55234137"
"234910","RESIDENTIAL","189472849"
"104474","RESIDENTIAL","189236467"
"258857","RESIDENTIAL","190855985"
"326213","RESIDENTIAL","191290863"
"261248","RESIDENTIAL","191088237"
"108285","RESIDENTIAL","222143843"
"108285","RESIDENTIAL","222143843"
"151765","RESIDENTIAL","56765403"
"81576","RESIDENTIAL","82927717"
"115983","RESIDENTIAL","140510921"
"40788","RESIDENTIAL","101167797"
"107753","RESIDENTIAL","189469989"
"226069","RESIDENTIAL","120575875"
"46906","RESIDENTIAL","221932863"
"46906","RESIDENTIAL","221932863"
"66398","RESIDENTIAL","189475509"
"3566","RESIDENTIAL","223623543"
"3566","RESIDENTIAL","223623543"
"9332","RESIDENTIAL","150750777"
"335075","RESIDENTIAL","189904061"
"6224","RESIDENTIAL","210995469"
"6224","RESIDENTIAL","210995469"
"1670","RESIDENTIAL","216618113"
"1670","RESIDENTIAL","216618113"
"254973","RESIDENTIAL","189474929"
"113795","RESIDENTIAL","189898899"
"18250","RESIDENTIAL","189022887"
"12098","RESIDENTIAL","160384553"
"93678","RESIDENTIAL","189478617"
"51288","RESIDENTIAL","140399391"
"322709","RESIDENTIAL","189902177"
"10834","RESIDENTIAL","222142929"
"10834","RESIDENTIAL","222142929"
"339681","RESIDENTIAL","223862845"
"339681","RESIDENTIAL","223862845"
"259085","RESIDENTIAL","54186517"
"173915","RESIDENTIAL","52697640"
"33660","RESIDENTIAL","223625245"
"33660","RESIDENTIAL","223625245"
"36226","RESIDENTIAL","173614203"
"40002","RESIDENTIAL","189234001"
"271511","RESIDENTIAL","198349193"
"257303","RESIDENTIAL","190855849"
"266815","RESIDENTIAL","189478227"
"6632","RESIDENTIAL","35557317"
"163417","RESIDENTIAL","222370731"
"163417","RESIDENTIAL","222370731"
"335341","RESIDENTIAL","191292559"
"265075","RESIDENTIAL","222612121"
"265075","RESIDENTIAL","222612121"
"316999","RESIDENTIAL","223863209"
"316999","RESIDENTIAL","223863209"
"5764","RESIDENTIAL","188794339"
"697","RESIDENTIAL","173447929"
"91357","RESIDENTIAL","175321895"
"85251","RESIDENTIAL","223862487"
"85251","RESIDENTIAL","223862487"
"254417","RESIDENTIAL","158162597"
"49486","RESIDENTIAL","189897975"
"4542","RESIDENTIAL","223624411"
"4542","RESIDENTIAL","223624411"
"12612","RESIDENTIAL","188795863"
"35316","RESIDENTIAL","199370983"
"9020","RESIDENTIAL","223859595"
"9020","RESIDENTIAL","223859595"
"81164","RESIDENTIAL","181893879"
"163695","RESIDENTIAL","222370739"
"163695","RESIDENTIAL","222370739"
"279001","RESIDENTIAL","141294241"
"208707","RESIDENTIAL","158162775"
"33982","RESIDENTIAL","168732873"
"196875","RESIDENTIAL","141187645"
"104406","RESIDENTIAL","52691680"
"260646","RESIDENTIAL","222611939"
"260646","RESIDENTIAL","222611939"
"7234","RESIDENTIAL","188794639"
"176105","RESIDENTIAL","223859701"
"176105","RESIDENTIAL","223859701"
"80076","RESIDENTIAL","92553197"
"116857","RESIDENTIAL","175322045"
"321681","RESIDENTIAL","194969953"
"306699","RESIDENTIAL","223404615"
"306699","RESIDENTIAL","223404615"
"26314","RESIDENTIAL","222611779"
"26314","RESIDENTIAL","222611779"
"71709","RESIDENTIAL","189234999"
"42678","RESIDENTIAL","52682422"
"13144","RESIDENTIAL","188795897"
"96646","RESIDENTIAL","191293585"
"29358","RESIDENTIAL","94486097"
"11208","RESIDENTIAL","188795755"
"115497","RESIDENTIAL","204226433"
"115497","RESIDENTIAL","204226433"
"35332","RESIDENTIAL","189018785"
"315407","RESIDENTIAL","223407059"
"315407","RESIDENTIAL","223407059"
"267882","RESIDENTIAL","189478353"
"51424","RESIDENTIAL","140399397"
"96576","RESIDENTIAL","189235609"
"44176","RESIDENTIAL","189234109"
"108749","RESIDENTIAL","190855505"
"148089","RESIDENTIAL","189468611"
"137393","RESIDENTIAL","175322201"
"46982","RESIDENTIAL","187585219"
"116113","RESIDENTIAL","201961609"
"239772","RESIDENTIAL","141498427"
"235042","RESIDENTIAL","189472867"
"330369","RESIDENTIAL","189902927"
"6762","RESIDENTIAL","223858577"
"6762","RESIDENTIAL","223858577"
"221145","RESIDENTIAL","155102141"
"95820","RESIDENTIAL","189472737"
"137349","RESIDENTIAL","222145003"
"137349","RESIDENTIAL","222145003"
"1568","RESIDENTIAL","28837151"
"259557","RESIDENTIAL","159913723"
"31724","RESIDENTIAL","142442151"
"285155","RESIDENTIAL","223058423"
"285155","RESIDENTIAL","223058423"
"228639","RESIDENTIAL","189471979"
"294679","RESIDENTIAL","223058799"
"294679","RESIDENTIAL","223058799"
"338647","RESIDENTIAL","212075873"
"338647","RESIDENTIAL","212075873"
"104334","RESIDENTIAL","133801321"
"341781","RESIDENTIAL","219031911"
"341781","RESIDENTIAL","219031911"
"103288","RESIDENTIAL","39245064"
"12032","RESIDENTIAL","222143095"
"12032","RESIDENTIAL","222143095"
"47834","RESIDENTIAL","223626185"
"47834","RESIDENTIAL","223626185"
"130543","RESIDENTIAL","38869505"
"331513","RESIDENTIAL","189903217"
"166807","RESIDENTIAL","189468987"
"277019","RESIDENTIAL","191086295"
"66518","RESIDENTIAL","189234851"
"333377","RESIDENTIAL","212075717"
"333377","RESIDENTIAL","212075717"
"14546","RESIDENTIAL","188796037"
"235008","RESIDENTIAL","57580123"
"35208","RESIDENTIAL","189020513"
"76717","RESIDENTIAL","189235185"
"8719","COMMERCIAL","112925697"
"248089","RESIDENTIAL","189724503"
"1744","RESIDENTIAL","190206139"
"22488","RESIDENTIAL","222370699"
"22488","RESIDENTIAL","222370699"
"344063","RESIDENTIAL","204226167"
"344063","RESIDENTIAL","204226167"
"6522","RESIDENTIAL","43961543"
"238328","RESIDENTIAL","77186401"
"135889","RESIDENTIAL","125792099"
"100139","RESIDENTIAL","190415915"
"183053","RESIDENTIAL","189899145"
"56128","RESIDENTIAL","189478625"
"294703","RESIDENTIAL","223060073"
"294703","RESIDENTIAL","223060073"
"11484","RESIDENTIAL","101284137"
"25568","RESIDENTIAL","222611773"
"25568","RESIDENTIAL","222611773"
"78425","RESIDENTIAL","189235205"
"82237","RESIDENTIAL","158163185"
"5294","RESIDENTIAL","188794227"
"124085","RESIDENTIAL","223404325"
"124085","RESIDENTIAL","223404325"
"152367","RESIDENTIAL","189477047"
"23434","RESIDENTIAL","19924818"
"5778","RESIDENTIAL","188794341"
"129329","RESIDENTIAL","190855569"
"149483","RESIDENTIAL","189468691"
"345171","RESIDENTIAL","223859777"
"345171","RESIDENTIAL","223859777"
"257141","RESIDENTIAL","167061265"
"36576","RESIDENTIAL","175165607"
"270062","RESIDENTIAL","215014565"
"270062","RESIDENTIAL","215014565"
"102400","RESIDENTIAL","189236197"
"46132","RESIDENTIAL","189471291"
"126361","RESIDENTIAL","189236959"
"16460","RESIDENTIAL","188796475"
"19040","RESIDENTIAL","125546191"
"59962","RESIDENTIAL","189235519"
"57062","RESIDENTIAL","189017825"
"139075","RESIDENTIAL","222145013"
"139075","RESIDENTIAL","222145013"
"278383","RESIDENTIAL","223057913"
"278383","RESIDENTIAL","223057913"
"269745","RESIDENTIAL","220957721"
"269745","RESIDENTIAL","220957721"
"34362","RESIDENTIAL","223625385"
"34362","RESIDENTIAL","223625385"
"29352","RESIDENTIAL","15364436"
"37554","RESIDENTIAL","140066309"
"23352","RESIDENTIAL","189233019"
"128927","RESIDENTIAL","203293453"
"51636","RESIDENTIAL","52684778"
"30360","RESIDENTIAL","189233625"
"156631","RESIDENTIAL","189475439"
"31138","RESIDENTIAL","61809127"
"10198","RESIDENTIAL","188795579"
"180477","RESIDENTIAL","189469931"
"113593","RESIDENTIAL","221932833"
"113593","RESIDENTIAL","221932833"
"81328","RESIDENTIAL","189479169"
"37608","RESIDENTIAL","100482373"
"260280","RESIDENTIAL","189476947"
"91793","RESIDENTIAL","189235545"
"5210","RESIDENTIAL","158165009"
"2114","RESIDENTIAL","222368201"
"2114","RESIDENTIAL","222368201"
"22650","RESIDENTIAL","222369321"
"22650","RESIDENTIAL","222369321"
"3994","RESIDENTIAL","223623733"
"3994","RESIDENTIAL","223623733"
"3704","RESIDENTIAL","223626547"
"3704","RESIDENTIAL","223626547"
"80598","RESIDENTIAL","190853417"
"310727","RESIDENTIAL","223861145"
"310727","RESIDENTIAL","223861145"
"76411","RESIDENTIAL","190206833"
"215305","RESIDENTIAL","189479281"
"33864","RESIDENTIAL","188800201"
"8110","RESIDENTIAL","140395957"
"227951","RESIDENTIAL","222370281"
"227951","RESIDENTIAL","222370281"
"89171","RESIDENTIAL","189471969"
"27844","RESIDENTIAL","188799141"
"11708","RESIDENTIAL","188795797"
"102216","RESIDENTIAL","221932653"
"102216","RESIDENTIAL","221932653"
"297189","RESIDENTIAL","209848179"
"297189","RESIDENTIAL","209848179"
"49390","RESIDENTIAL","205807663"
"49390","RESIDENTIAL","205807663"
"7286","RESIDENTIAL","223858851"
"7286","RESIDENTIAL","223858851"
"249785","RESIDENTIAL","189475057"
"76937","RESIDENTIAL","175166583"
"347575","RESIDENTIAL","220725867"
"347575","RESIDENTIAL","220725867"
"170451","RESIDENTIAL","174067609"
"156337","RESIDENTIAL","52695758"
"1886","RESIDENTIAL","188793227"
"200859","RESIDENTIAL","222369947"
"200859","RESIDENTIAL","222369947"
"283465","RESIDENTIAL","223059669"
"283465","RESIDENTIAL","223059669"
"260155","RESIDENTIAL","222611931"
"260155","RESIDENTIAL","222611931"
"29742","RESIDENTIAL","175165253"
"259651","RESIDENTIAL","188336921"
"270819","RESIDENTIAL","217560659"
"270819","RESIDENTIAL","217560659"
"82995","RESIDENTIAL","223862465"
"82995","RESIDENTIAL","223862465"
"158405","RESIDENTIAL","180914177"
"58","RESIDENTIAL","142995171"
"173435","RESIDENTIAL","128090561"
"154221","RESIDENTIAL","140066581"
"2092","RESIDENTIAL","222368177"
"2092","RESIDENTIAL","222368177"
"319783","RESIDENTIAL","191290683"
"40974","RESIDENTIAL","99798765"
"134415","RESIDENTIAL","31280359"
"180075","RESIDENTIAL","158162247"
"184239","RESIDENTIAL","189899153"
"4634","RESIDENTIAL","223624491"
"4634","RESIDENTIAL","223624491"
"179569","RESIDENTIAL","190854605"
"58806","RESIDENTIAL","223627177"
"58806","RESIDENTIAL","223627177"
"2820","RESIDENTIAL","205099137"
"2820","RESIDENTIAL","205099137"
"134345","RESIDENTIAL","57327803"
"7942","RESIDENTIAL","223859239"
"7942","RESIDENTIAL","223859239"
"34154","RESIDENTIAL","158166447"
"2228","RESIDENTIAL","209848361"
"2228","RESIDENTIAL","209848361"
"26108","RESIDENTIAL","223861697"
"26108","RESIDENTIAL","223861697"
"262780","RESIDENTIAL","162408935"
"61757","RESIDENTIAL","210995355"
"61757","RESIDENTIAL","210995355"
"217821","RESIDENTIAL","204226511"
"217821","RESIDENTIAL","204226511"
"57622","RESIDENTIAL","223626445"
"57622","RESIDENTIAL","223626445"
"144935","RESIDENTIAL","189475421"
"134093","RESIDENTIAL","189237103"
"267287","RESIDENTIAL","222847375"
"267287","RESIDENTIAL","222847375"
"193619","RESIDENTIAL","189470299"
"139261","RESIDENTIAL","190415905"
"85215","RESIDENTIAL","189235435"
"50428","RESIDENTIAL","52684482"
"29904","RESIDENTIAL","129916523"
"129659","RESIDENTIAL","189476145"
"270311","RESIDENTIAL","206031657"
"270311","RESIDENTIAL","206031657"
"275051","RESIDENTIAL","223862703"
"275051","RESIDENTIAL","223862703"
"256691","RESIDENTIAL","189899217"
"270809","RESIDENTIAL","92339519"
"287213","RESIDENTIAL","223059769"
"287213","RESIDENTIAL","223059769"
"2390","RESIDENTIAL","188793439"
"5562","RESIDENTIAL","189231007"
"148469","RESIDENTIAL","191293599"
"15970","RESIDENTIAL","188796371"
"41174","RESIDENTIAL","104521391"
"159561","RESIDENTIAL","189477585"
"152235","RESIDENTIAL","189468745"
"255353","RESIDENTIAL","175323133"
"126241","RESIDENTIAL","53805838"
"157805","RESIDENTIAL","222145071"
"157805","RESIDENTIAL","222145071"
"1472","RESIDENTIAL","222142335"
"1472","RESIDENTIAL","222142335"
"265269","RESIDENTIAL","222611311"
"265269","RESIDENTIAL","222611311"
"244595","RESIDENTIAL","190851077"
"44808","RESIDENTIAL","99265851"
"260704","RESIDENTIAL","189477135"
"166705","RESIDENTIAL","222370753"
"166705","RESIDENTIAL","222370753"
"1880","RESIDENTIAL","188793225"
"163311","RESIDENTIAL","33507837"
"85111","RESIDENTIAL","198160683"
"1546","RESIDENTIAL","222369039"
"1546","RESIDENTIAL","222369039"
"15844","RESIDENTIAL","188796339"
"275665","RESIDENTIAL","172276741"
"269723","RESIDENTIAL","200226975"
"260606","RESIDENTIAL","189477065"
"224847","RESIDENTIAL","158166303"
"3142","RESIDENTIAL","223405835"
"3142","RESIDENTIAL","223405835"
"266867","RESIDENTIAL","189899237"
"306443","RESIDENTIAL","158164279"
"171687","RESIDENTIAL","189469377"
"27980","RESIDENTIAL","158162983"
"293137","RESIDENTIAL","189900337"
"60765","RESIDENTIAL","186058563"
"351019","RESIDENTIAL","223403569"
"351019","RESIDENTIAL","223403569"
"72499","RESIDENTIAL","189477373"
"274109","RESIDENTIAL","189721281"
"15744","RESIDENTIAL","131701275"
"4468","RESIDENTIAL","223624173"
"4468","RESIDENTIAL","223624173"
