"projectId","rescom","id"
"169821","RESIDENTIAL","129915159"
"227883","RESIDENTIAL","190855105"
"133611","RESIDENTIAL","148540633"
"90711","RESIDENTIAL","189236591"
"294387","RESIDENTIAL","223058767"
"294387","RESIDENTIAL","223058767"
"332313","RESIDENTIAL","195626453"
"25940","RESIDENTIAL","189019249"
"265609","RESIDENTIAL","222612135"
"265609","RESIDENTIAL","222612135"
"52250","RESIDENTIAL","158161679"
"304107","RESIDENTIAL","191087547"
"4850","RESIDENTIAL","163279371"
"274863","RESIDENTIAL","189899365"
"105589","RESIDENTIAL","190852079"
"306627","RESIDENTIAL","223406359"
"306627","RESIDENTIAL","223406359"
"296019","RESIDENTIAL","189724259"
"271737","RESIDENTIAL","222850309"
"271737","RESIDENTIAL","222850309"
"331307","RESIDENTIAL","213867175"
"331307","RESIDENTIAL","213867175"
"268329","RESIDENTIAL","222847731"
"268329","RESIDENTIAL","222847731"
"276693","RESIDENTIAL","172676703"
"256683","RESIDENTIAL","141293291"
"251085","RESIDENTIAL","190855547"
"134511","RESIDENTIAL","62817015"
"286679","RESIDENTIAL","223058487"
"286679","RESIDENTIAL","223058487"
"56918","RESIDENTIAL","189472355"
"48118","RESIDENTIAL","189234199"
"1425","RESIDENTIAL","222142181"
"1425","RESIDENTIAL","222142181"
"46964","RESIDENTIAL","189897971"
"25504","RESIDENTIAL","30420137"
"152769","RESIDENTIAL","32595367"
"24440","RESIDENTIAL","222608929"
"24440","RESIDENTIAL","222608929"
"16210","RESIDENTIAL","188796421"
"271287","RESIDENTIAL","189479249"
"173225","RESIDENTIAL","189469691"
"13956","RESIDENTIAL","152058591"
"64352","RESIDENTIAL","189471651"
"6764","RESIDENTIAL","223858579"
"6764","RESIDENTIAL","223858579"
"38378","RESIDENTIAL","189020537"
"269051","RESIDENTIAL","222850109"
"269051","RESIDENTIAL","222850109"
"261262","RESIDENTIAL","212071293"
"261262","RESIDENTIAL","212071293"
"4120","RESIDENTIAL","221932749"
"4120","RESIDENTIAL","221932749"
"110599","RESIDENTIAL","222143863"
"110599","RESIDENTIAL","222143863"
"269233","RESIDENTIAL","212072321"
"269233","RESIDENTIAL","212072321"
"12540","RESIDENTIAL","188795859"
"27410","RESIDENTIAL","188799069"
"31178","RESIDENTIAL","188799711"
"76099","RESIDENTIAL","189471695"
"56750","RESIDENTIAL","189479151"
"134565","RESIDENTIAL","139070693"
"36250","RESIDENTIAL","189019557"
"38362","RESIDENTIAL","183388259"
"41402","RESIDENTIAL","223625915"
"41402","RESIDENTIAL","223625915"
"85605","RESIDENTIAL","189473777"
"263583","RESIDENTIAL","222611107"
"263583","RESIDENTIAL","222611107"
"134857","RESIDENTIAL","154598011"
"33058","RESIDENTIAL","158165583"
"36852","RESIDENTIAL","99265821"
"173403","RESIDENTIAL","189469695"
"17188","RESIDENTIAL","92334941"
"81284","RESIDENTIAL","189473335"
"39238","RESIDENTIAL","187585263"
"37952","RESIDENTIAL","189020427"
"2244","RESIDENTIAL","222371243"
"2244","RESIDENTIAL","222371243"
"274407","RESIDENTIAL","189721337"
"9776","RESIDENTIAL","189232129"
"2048","RESIDENTIAL","28107111"
"18938","RESIDENTIAL","188797365"
"59308","RESIDENTIAL","223403411"
"59308","RESIDENTIAL","223403411"
"27640","RESIDENTIAL","158165599"
"198957","RESIDENTIAL","189470475"
"218857","RESIDENTIAL","222371001"
"218857","RESIDENTIAL","222371001"
"343955","RESIDENTIAL","216184395"
"343955","RESIDENTIAL","216184395"
"275471","RESIDENTIAL","223057361"
"275471","RESIDENTIAL","223057361"
"3752","RESIDENTIAL","189230901"
"24834","RESIDENTIAL","146568073"
"32370","RESIDENTIAL","190852965"
"60091","RESIDENTIAL","120574271"
"344249","RESIDENTIAL","223861859"
"344249","RESIDENTIAL","223861859"
"105527","RESIDENTIAL","175321991"
"78329","RESIDENTIAL","189235201"
"180949","RESIDENTIAL","35396543"
"251059","RESIDENTIAL","189477421"
"73695","RESIDENTIAL","189475779"
"44244","RESIDENTIAL","223626035"
"44244","RESIDENTIAL","223626035"
"139313","RESIDENTIAL","179921133"
"40426","RESIDENTIAL","223625883"
"40426","RESIDENTIAL","223625883"
"169785","RESIDENTIAL","189469061"
"19916","RESIDENTIAL","155102059"
"159137","RESIDENTIAL","189477551"
"79042","RESIDENTIAL","189475711"
"106119","RESIDENTIAL","52691724"
"52404","RESIDENTIAL","52684952"
"270042","RESIDENTIAL","222848969"
"270042","RESIDENTIAL","222848969"
"675","RESIDENTIAL","125545751"
"10894","RESIDENTIAL","188795683"
"8704","RESIDENTIAL","223859417"
"8704","RESIDENTIAL","223859417"
"8956","RESIDENTIAL","138805963"
"128117","RESIDENTIAL","62906019"
"1966","RESIDENTIAL","222370511"
"1966","RESIDENTIAL","222370511"
"31970","RESIDENTIAL","223403867"
"31970","RESIDENTIAL","223403867"
"144015","RESIDENTIAL","175167355"
"264405","RESIDENTIAL","222612103"
"264405","RESIDENTIAL","222612103"
"315601","RESIDENTIAL","223405505"
"315601","RESIDENTIAL","223405505"
"6758","RESIDENTIAL","188794573"
"340667","RESIDENTIAL","200228027"
"72839","RESIDENTIAL","189473369"
"335185","RESIDENTIAL","189904139"
"337069","RESIDENTIAL","191833453"
"34042","RESIDENTIAL","223625355"
"34042","RESIDENTIAL","223625355"
"34844","RESIDENTIAL","190853161"
"1522","RESIDENTIAL","222142469"
"1522","RESIDENTIAL","222142469"
"1613","COMMERCIAL","21690827"
"84783","RESIDENTIAL","223861449"
"84783","RESIDENTIAL","223861449"
"313775","RESIDENTIAL","223406985"
"313775","RESIDENTIAL","223406985"
"10126","RESIDENTIAL","222144687"
"10126","RESIDENTIAL","222144687"
"208059","RESIDENTIAL","85232869"
"142197","RESIDENTIAL","155101287"
"35508","RESIDENTIAL","130354929"
"15370","RESIDENTIAL","188796195"
"263169","RESIDENTIAL","190856319"
"128597","RESIDENTIAL","56401305"
"222067","RESIDENTIAL","39314691"
"120219","RESIDENTIAL","29512077"
"260716","RESIDENTIAL","222610871"
"260716","RESIDENTIAL","222610871"
"24356","RESIDENTIAL","158165391"
"128905","RESIDENTIAL","171291297"
"5424","RESIDENTIAL","189897793"
"266104","RESIDENTIAL","137701065"
"2188","RESIDENTIAL","189230843"
"346211","RESIDENTIAL","212075097"
"346211","RESIDENTIAL","212075097"
"275779","RESIDENTIAL","223057373"
"275779","RESIDENTIAL","223057373"
"71665","RESIDENTIAL","120574515"
"4692","RESIDENTIAL","223626727"
"4692","RESIDENTIAL","223626727"
"242587","RESIDENTIAL","45014185"
"152457","RESIDENTIAL","34066779"
"266035","RESIDENTIAL","189478141"
"38080","RESIDENTIAL","189020521"
"38196","RESIDENTIAL","144009553"
"50840","RESIDENTIAL","190855697"
"71975","RESIDENTIAL","155104845"
"110571","RESIDENTIAL","222143859"
"110571","RESIDENTIAL","222143859"
"49478","RESIDENTIAL","190853033"
"62481","RESIDENTIAL","20717224"
"104312","RESIDENTIAL","189236365"
"38808","RESIDENTIAL","158164943"
"19128","RESIDENTIAL","35610947"
"64013","RESIDENTIAL","158161953"
"15114","RESIDENTIAL","188796133"
"58780","RESIDENTIAL","191088083"
"208637","RESIDENTIAL","52699962"
"131","RESIDENTIAL","188791265"
"17894","RESIDENTIAL","26574659"
"137411","RESIDENTIAL","222144353"
"137411","RESIDENTIAL","222144353"
"172909","RESIDENTIAL","189232573"
"288867","RESIDENTIAL","223058565"
"288867","RESIDENTIAL","223058565"
"171333","RESIDENTIAL","222370773"
"171333","RESIDENTIAL","222370773"
"277407","RESIDENTIAL","191086345"
"278247","RESIDENTIAL","223057879"
"278247","RESIDENTIAL","223057879"
"32932","RESIDENTIAL","190854905"
"15492","RESIDENTIAL","25997017"
"227655","RESIDENTIAL","186772461"
"28530","RESIDENTIAL","189233365"
"14916","RESIDENTIAL","176767077"
"59862","RESIDENTIAL","189897673"
"136151","RESIDENTIAL","92225449"
"63495","RESIDENTIAL","175321549"
"189633","RESIDENTIAL","222370857"
"189633","RESIDENTIAL","222370857"
"103776","RESIDENTIAL","190853563"
"142075","RESIDENTIAL","209394307"
"142075","RESIDENTIAL","209394307"
"58834","RESIDENTIAL","57492683"
"134647","RESIDENTIAL","210995457"
"134647","RESIDENTIAL","210995457"
"80992","RESIDENTIAL","223862453"
"80992","RESIDENTIAL","223862453"
"271627","RESIDENTIAL","222850297"
"271627","RESIDENTIAL","222850297"
"277547","RESIDENTIAL","212074777"
"277547","RESIDENTIAL","212074777"
"134339","RESIDENTIAL","189473359"
"267217","RESIDENTIAL","191085911"
"57934","RESIDENTIAL","125542347"
"1074","RESIDENTIAL","188335649"
"33300","RESIDENTIAL","103146515"
"174131","RESIDENTIAL","52697646"
"444","RESIDENTIAL","110374319"
"268211","RESIDENTIAL","222850053"
"268211","RESIDENTIAL","222850053"
"9308","RESIDENTIAL","18703908"
"20958","RESIDENTIAL","188798091"
"2070","RESIDENTIAL","188793377"
"233016","RESIDENTIAL","189472671"
"34556","RESIDENTIAL","35705029"
"5062","RESIDENTIAL","223624677"
"5062","RESIDENTIAL","223624677"
"32846","RESIDENTIAL","190852973"
"53696","RESIDENTIAL","189230985"
"272101","RESIDENTIAL","222849425"
"272101","RESIDENTIAL","222849425"
"90297","RESIDENTIAL","52690946"
"128613","RESIDENTIAL","52791244"
"39832","RESIDENTIAL","223625837"
"39832","RESIDENTIAL","223625837"
"54256","RESIDENTIAL","57756041"
"36932","RESIDENTIAL","189019935"
"25394","RESIDENTIAL","175320805"
"206991","RESIDENTIAL","222370081"
"206991","RESIDENTIAL","222370081"
"327045","RESIDENTIAL","191291103"
"7604","RESIDENTIAL","46309385"
"315031","RESIDENTIAL","191088321"
"924","RESIDENTIAL","78064031"
"12062","RESIDENTIAL","222143099"
"12062","RESIDENTIAL","222143099"
"157891","RESIDENTIAL","52696038"
"125557","RESIDENTIAL","62816805"
"45144","RESIDENTIAL","188542037"
"346205","RESIDENTIAL","217561189"
"346205","RESIDENTIAL","217561189"
"71249","RESIDENTIAL","189477889"
"13504","RESIDENTIAL","188795939"
"130107","RESIDENTIAL","192056141"
"18656","RESIDENTIAL","222368723"
"18656","RESIDENTIAL","222368723"
"90629","RESIDENTIAL","26860183"
"507","RESIDENTIAL","189902353"
"129479","RESIDENTIAL","150300329"
"25836","RESIDENTIAL","140397903"
"274685","RESIDENTIAL","212074293"
"274685","RESIDENTIAL","212074293"
"82069","RESIDENTIAL","223861385"
"82069","RESIDENTIAL","223861385"
"179097","RESIDENTIAL","129915325"
"2778","RESIDENTIAL","188793549"
"216311","RESIDENTIAL","190855259"
"162693","RESIDENTIAL","189468885"
"267113","RESIDENTIAL","189899241"
"52200","RESIDENTIAL","158161673"
"270581","RESIDENTIAL","222849003"
"270581","RESIDENTIAL","222849003"
"345725","RESIDENTIAL","221932677"
"345725","RESIDENTIAL","221932677"
"1900","RESIDENTIAL","189022765"
"271525","RESIDENTIAL","191086081"
"89929","RESIDENTIAL","167060931"
"314191","RESIDENTIAL","218030091"
"314191","RESIDENTIAL","218030091"
"82585","RESIDENTIAL","62465199"
"116597","RESIDENTIAL","189236795"
"61731","RESIDENTIAL","87068569"
"33766","RESIDENTIAL","138806689"
"28284","RESIDENTIAL","92111763"
"123457","RESIDENTIAL","189901301"
"49990","RESIDENTIAL","223626247"
"49990","RESIDENTIAL","223626247"
"33404","RESIDENTIAL","188339475"
"32216","RESIDENTIAL","138806653"
"307613","RESIDENTIAL","223404723"
"307613","RESIDENTIAL","223404723"
"137943","RESIDENTIAL","190854067"
"18244","RESIDENTIAL","70801223"
"35360","RESIDENTIAL","92551095"
"158113","RESIDENTIAL","189899899"
"83379","RESIDENTIAL","205807721"
"83379","RESIDENTIAL","205807721"
"43322","RESIDENTIAL","189475537"
"28224","RESIDENTIAL","223059101"
"28224","RESIDENTIAL","223059101"
"125355","RESIDENTIAL","30250691"
"340","RESIDENTIAL","188791393"
"7200","RESIDENTIAL","223404669"
"7200","RESIDENTIAL","223404669"
"330463","RESIDENTIAL","200227871"
"235506","RESIDENTIAL","189472901"
"96602","RESIDENTIAL","189477979"
"124287","RESIDENTIAL","53166442"
"14726","RESIDENTIAL","190852583"
"15494","RESIDENTIAL","130750587"
"275219","RESIDENTIAL","223403499"
"275219","RESIDENTIAL","223403499"
"662","COMMERCIAL","212075903"
"662","COMMERCIAL","212075903"
"1839","COMMERCIAL","31098937"
"45912","RESIDENTIAL","82926113"
"300447","RESIDENTIAL","206031883"
"300447","RESIDENTIAL","206031883"
"132561","RESIDENTIAL","31098829"
"731","RESIDENTIAL","189230695"
"537","RESIDENTIAL","188791879"
"15580","RESIDENTIAL","188796245"
"339213","RESIDENTIAL","196377601"
"278893","RESIDENTIAL","223059629"
"278893","RESIDENTIAL","223059629"
"120739","RESIDENTIAL","222143985"
"120739","RESIDENTIAL","222143985"
"304143","RESIDENTIAL","189902559"
"62029","RESIDENTIAL","220725855"
"62029","RESIDENTIAL","220725855"
"276975","RESIDENTIAL","191086289"
"246053","RESIDENTIAL","189474013"
"35254","RESIDENTIAL","193457365"
"328649","RESIDENTIAL","189902517"
"257129","RESIDENTIAL","212071111"
"257129","RESIDENTIAL","212071111"
"33958","RESIDENTIAL","175320979"
"30698","RESIDENTIAL","222611485"
"30698","RESIDENTIAL","222611485"
"107155","RESIDENTIAL","55422775"
"144757","RESIDENTIAL","189479229"
"38864","RESIDENTIAL","158162061"
"34560","RESIDENTIAL","223626879"
"34560","RESIDENTIAL","223626879"
"9936","RESIDENTIAL","188795561"
"43408","RESIDENTIAL","189476131"
"59780","RESIDENTIAL","189722413"
"119835","RESIDENTIAL","185242511"
"205547","RESIDENTIAL","190856285"
"268805","RESIDENTIAL","189478445"
"37916","RESIDENTIAL","52680704"
"34634","RESIDENTIAL","28899747"
"281275","RESIDENTIAL","151194819"
"314603","RESIDENTIAL","223407037"
"314603","RESIDENTIAL","223407037"
"24740","RESIDENTIAL","222608999"
"24740","RESIDENTIAL","222608999"
"19328","RESIDENTIAL","63175309"
"279375","RESIDENTIAL","223862597"
"279375","RESIDENTIAL","223862597"
"10148","RESIDENTIAL","188795573"
"264445","RESIDENTIAL","60107366"
"262510","RESIDENTIAL","222612003"
"262510","RESIDENTIAL","222612003"
"65554","RESIDENTIAL","223862821"
"65554","RESIDENTIAL","223862821"
"27378","RESIDENTIAL","138806521"
"71513","RESIDENTIAL","187586021"
"1231","RESIDENTIAL","45093927"
"15710","RESIDENTIAL","192724757"
"279","RESIDENTIAL","188791353"
"43066","RESIDENTIAL","55791471"
"63531","RESIDENTIAL","223862269"
"63531","RESIDENTIAL","223862269"
"10766","RESIDENTIAL","158160415"
"35020","RESIDENTIAL","76993893"
"93262","RESIDENTIAL","187586025"
"298261","RESIDENTIAL","223059005"
"298261","RESIDENTIAL","223059005"
"274795","RESIDENTIAL","222850491"
"274795","RESIDENTIAL","222850491"
"89707","RESIDENTIAL","223861469"
"89707","RESIDENTIAL","223861469"
"7438","RESIDENTIAL","188799947"
"271091","RESIDENTIAL","189479227"
"266356","RESIDENTIAL","189478181"
"303505","RESIDENTIAL","191291067"
"100089","RESIDENTIAL","189235791"
"305139","RESIDENTIAL","189902953"
"63195","RESIDENTIAL","85429213"
"22674","RESIDENTIAL","189232927"
"264439","RESIDENTIAL","191085793"
"66674","RESIDENTIAL","134996135"
"318907","RESIDENTIAL","223405733"
"318907","RESIDENTIAL","223405733"
"240875","RESIDENTIAL","52702380"
"266041","RESIDENTIAL","222611439"
"266041","RESIDENTIAL","222611439"
"38906","RESIDENTIAL","223625709"
"38906","RESIDENTIAL","223625709"
"59208","RESIDENTIAL","175166141"
"318895","RESIDENTIAL","189899771"
"272253","RESIDENTIAL","222849455"
"272253","RESIDENTIAL","222849455"
"137239","RESIDENTIAL","222144997"
"137239","RESIDENTIAL","222144997"
"349765","RESIDENTIAL","223861701"
"349765","RESIDENTIAL","223861701"
"147017","RESIDENTIAL","222145041"
"147017","RESIDENTIAL","222145041"
"2952","RESIDENTIAL","190206189"
"3344","RESIDENTIAL","223626519"
"3344","RESIDENTIAL","223626519"
"352923","RESIDENTIAL","223623461"
"352923","RESIDENTIAL","223623461"
"43204","RESIDENTIAL","189234081"
"285103","RESIDENTIAL","189903535"
"37514","RESIDENTIAL","189020281"
"263144","RESIDENTIAL","155255781"
"308479","RESIDENTIAL","223404947"
"308479","RESIDENTIAL","223404947"
"19530","RESIDENTIAL","63657181"
"23712","RESIDENTIAL","189233029"
"617","RESIDENTIAL","128347077"
"123153","RESIDENTIAL","66395174"
"56328","RESIDENTIAL","189234595"
"317863","RESIDENTIAL","205100459"
"317863","RESIDENTIAL","205100459"
"10228","RESIDENTIAL","188795587"
"83829","RESIDENTIAL","140066423"
"43972","RESIDENTIAL","223626033"
"43972","RESIDENTIAL","223626033"
"100889","RESIDENTIAL","189235887"
"130551","RESIDENTIAL","201961759"
"9184","RESIDENTIAL","188795045"
"84525","RESIDENTIAL","30977053"
"10640","RESIDENTIAL","222144709"
"10640","RESIDENTIAL","222144709"
"330807","RESIDENTIAL","206032067"
"330807","RESIDENTIAL","206032067"
"328863","RESIDENTIAL","175166523"
"329575","RESIDENTIAL","221933191"
"329575","RESIDENTIAL","221933191"
"122389","RESIDENTIAL","53908402"
"120459","RESIDENTIAL","140511073"
"21246","RESIDENTIAL","188798139"
"86191","RESIDENTIAL","78387311"
"3072","RESIDENTIAL","38569803"
"95884","RESIDENTIAL","189478571"
"268899","RESIDENTIAL","189478457"
"85265","RESIDENTIAL","189235441"
"130525","RESIDENTIAL","189237023"
"158795","RESIDENTIAL","33192833"
"216951","RESIDENTIAL","222370985"
"216951","RESIDENTIAL","222370985"
"42360","RESIDENTIAL","140399077"
"11524","RESIDENTIAL","222143053"
"11524","RESIDENTIAL","222143053"
"299673","RESIDENTIAL","119942809"
"3384","RESIDENTIAL","223626527"
"3384","RESIDENTIAL","223626527"
"134599","RESIDENTIAL","100601839"
"184449","RESIDENTIAL","189473117"
"206247","RESIDENTIAL","37652113"
"266280","RESIDENTIAL","222611477"
"266280","RESIDENTIAL","222611477"
"206631","RESIDENTIAL","176255045"
"275435","RESIDENTIAL","191833441"
"81346","RESIDENTIAL","155101759"
"309697","RESIDENTIAL","223405035"
"309697","RESIDENTIAL","223405035"
"107989","RESIDENTIAL","95292177"
"352587","RESIDENTIAL","222611721"
"352587","RESIDENTIAL","222611721"
"5902","RESIDENTIAL","173447835"
"267227","RESIDENTIAL","222847333"
"267227","RESIDENTIAL","222847333"
"10484","RESIDENTIAL","188795631"
"38916","RESIDENTIAL","223625715"
"38916","RESIDENTIAL","223625715"
"57740","RESIDENTIAL","158163191"
"108263","RESIDENTIAL","190853611"
"29676","RESIDENTIAL","188799413"
"341775","RESIDENTIAL","223861845"
"341775","RESIDENTIAL","223861845"
"32696","RESIDENTIAL","95188757"
"1039","RESIDENTIAL","38569639"
"8544","RESIDENTIAL","188794893"
"60959","RESIDENTIAL","92112071"
"231673","RESIDENTIAL","189472559"
"2866","RESIDENTIAL","223059049"
"2866","RESIDENTIAL","223059049"
"626","RESIDENTIAL","205098919"
"626","RESIDENTIAL","205098919"
"33346","RESIDENTIAL","22934195"
"250723","RESIDENTIAL","52703150"
"25164","RESIDENTIAL","222609129"
"25164","RESIDENTIAL","222609129"
"344851","RESIDENTIAL","215014521"
"344851","RESIDENTIAL","215014521"
"44634","RESIDENTIAL","189234117"
"140507","RESIDENTIAL","190854103"
"89413","RESIDENTIAL","212074783"
"89413","RESIDENTIAL","212074783"
"259103","RESIDENTIAL","141293385"
"6120","RESIDENTIAL","223861957"
"6120","RESIDENTIAL","223861957"
"272811","RESIDENTIAL","167063033"
"1590","RESIDENTIAL","60277368"
"80108","RESIDENTIAL","191085885"
"228233","RESIDENTIAL","191088213"
"125217","RESIDENTIAL","223862351"
"125217","RESIDENTIAL","223862351"
"963","RESIDENTIAL","188792983"
"140081","RESIDENTIAL","189473773"
"167157","RESIDENTIAL","158166083"
"246905","RESIDENTIAL","153471567"
"866","RESIDENTIAL","158163083"
"30996","RESIDENTIAL","17409644"
"251691","RESIDENTIAL","146827815"
"152931","RESIDENTIAL","32645645"
"40102","RESIDENTIAL","189475763"
"23282","RESIDENTIAL","188798505"
"219239","RESIDENTIAL","201961773"
"14060","RESIDENTIAL","82922465"
"206273","RESIDENTIAL","190854915"
"15500","RESIDENTIAL","38636109"
"349419","RESIDENTIAL","221196737"
"349419","RESIDENTIAL","221196737"
"33478","RESIDENTIAL","175320959"
"269583","RESIDENTIAL","189478525"
"8816","RESIDENTIAL","167062995"
"68110","RESIDENTIAL","189473307"
"12902","RESIDENTIAL","188795883"
"72135","RESIDENTIAL","134996141"
"154115","RESIDENTIAL","222144567"
"154115","RESIDENTIAL","222144567"
"258089","RESIDENTIAL","222610739"
"258089","RESIDENTIAL","222610739"
"216731","RESIDENTIAL","165190945"
"839","RESIDENTIAL","198160477"
"265487","RESIDENTIAL","175323425"
"236494","RESIDENTIAL","189477955"
"27828","RESIDENTIAL","140398009"
"22794","RESIDENTIAL","190852725"
"41412","RESIDENTIAL","189471389"
"17836","RESIDENTIAL","185747989"
"94022","RESIDENTIAL","189235575"
"58340","RESIDENTIAL","191293545"
"1690","RESIDENTIAL","222368003"
"1690","RESIDENTIAL","222368003"
"261760","RESIDENTIAL","222610939"
"261760","RESIDENTIAL","222610939"
"27226","RESIDENTIAL","94351053"
"130409","RESIDENTIAL","175322165"
"235508","RESIDENTIAL","189472903"
"54562","RESIDENTIAL","189234469"
"259135","RESIDENTIAL","52704440"
"251513","RESIDENTIAL","189474681"
"52870","RESIDENTIAL","133802597"
"24626","RESIDENTIAL","222608953"
"24626","RESIDENTIAL","222608953"
"179539","RESIDENTIAL","158160477"
"640","RESIDENTIAL","158166631"
"586","RESIDENTIAL","205100273"
"586","RESIDENTIAL","205100273"
"254","RESIDENTIAL","205807493"
"254","RESIDENTIAL","205807493"
"341051","RESIDENTIAL","200226347"
"95310","RESIDENTIAL","189473367"
"267009","RESIDENTIAL","216184261"
"267009","RESIDENTIAL","216184261"
"97656","RESIDENTIAL","189235673"
"310833","RESIDENTIAL","189897403"
"273459","RESIDENTIAL","222849659"
"273459","RESIDENTIAL","222849659"
"315467","RESIDENTIAL","203293553"
"125311","RESIDENTIAL","55504451"
"13740","RESIDENTIAL","222144787"
"13740","RESIDENTIAL","222144787"
"267397","RESIDENTIAL","212074907"
"267397","RESIDENTIAL","212074907"
"399","RESIDENTIAL","25381399"
"309611","RESIDENTIAL","191292089"
"305101","RESIDENTIAL","189903543"
"349189","RESIDENTIAL","221932819"
"349189","RESIDENTIAL","221932819"
"49246","RESIDENTIAL","158162073"
"56174","RESIDENTIAL","126889589"
"52944","RESIDENTIAL","158162139"
"39120","RESIDENTIAL","189477545"
"260103","RESIDENTIAL","190856081"
"222153","RESIDENTIAL","158166355"
"26210","RESIDENTIAL","125547995"
"36558","RESIDENTIAL","223625645"
"36558","RESIDENTIAL","223625645"
"336903","RESIDENTIAL","223862825"
"336903","RESIDENTIAL","223862825"
"139209","RESIDENTIAL","205807653"
"139209","RESIDENTIAL","205807653"
"64738","RESIDENTIAL","158163155"
"9916","RESIDENTIAL","222612423"
"9916","RESIDENTIAL","222612423"
"5472","RESIDENTIAL","223624865"
"5472","RESIDENTIAL","223624865"
"135773","RESIDENTIAL","140800421"
"188511","RESIDENTIAL","35904459"
"270859","RESIDENTIAL","222849107"
"270859","RESIDENTIAL","222849107"
"261572","RESIDENTIAL","190856263"
"111827","RESIDENTIAL","189236757"
"10508","RESIDENTIAL","189232201"
"261786","RESIDENTIAL","222611965"
"261786","RESIDENTIAL","222611965"
"330","COMMERCIAL","15364604"
"197","RESIDENTIAL","75142073"
"232278","RESIDENTIAL","189472621"
"126989","RESIDENTIAL","129914977"
"104304","RESIDENTIAL","189236347"
"62001","RESIDENTIAL","187586029"
"2844","RESIDENTIAL","188793571"
"7578","RESIDENTIAL","188794675"
"271937","RESIDENTIAL","222849329"
"271937","RESIDENTIAL","222849329"
"6210","RESIDENTIAL","188794427"
"64300","RESIDENTIAL","100601681"
"128781","RESIDENTIAL","188341929"
"23614","RESIDENTIAL","218029803"
"23614","RESIDENTIAL","218029803"
"10482","RESIDENTIAL","188795629"
"324259","RESIDENTIAL","189900605"
"106501","RESIDENTIAL","190853591"
"222049","RESIDENTIAL","210995433"
"222049","RESIDENTIAL","210995433"
"25746","RESIDENTIAL","188798981"
"265729","RESIDENTIAL","222611405"
"265729","RESIDENTIAL","222611405"
"19948","RESIDENTIAL","188798231"
"2810","RESIDENTIAL","67792495"
"352241","RESIDENTIAL","221933217"
"352241","RESIDENTIAL","221933217"
"118539","RESIDENTIAL","190853773"
"155855","RESIDENTIAL","189475921"
"7184","RESIDENTIAL","26692977"
"73111","RESIDENTIAL","188799905"
"310779","RESIDENTIAL","212075401"
"310779","RESIDENTIAL","212075401"
"299825","RESIDENTIAL","223404085"
"299825","RESIDENTIAL","223404085"
"44492","RESIDENTIAL","88070997"
"180703","RESIDENTIAL","189469939"
"127333","RESIDENTIAL","188797855"
"146283","RESIDENTIAL","64948395"
"22352","RESIDENTIAL","212074319"
"22352","RESIDENTIAL","212074319"
"107413","RESIDENTIAL","204226365"
"107413","RESIDENTIAL","204226365"
"144827","RESIDENTIAL","189468519"
"323923","RESIDENTIAL","189902409"
"12396","RESIDENTIAL","194969141"
"300143","RESIDENTIAL","189900683"
"75041","RESIDENTIAL","223861121"
"75041","RESIDENTIAL","223861121"
"241719","RESIDENTIAL","138910725"
"35312","RESIDENTIAL","223625485"
"35312","RESIDENTIAL","223625485"
"18770","RESIDENTIAL","190852653"
"3058","RESIDENTIAL","190206191"
"120667","RESIDENTIAL","189473079"
"1470","RESIDENTIAL","150751087"
"37230","RESIDENTIAL","189476135"
"26912","RESIDENTIAL","222849961"
"26912","RESIDENTIAL","222849961"
"48068","RESIDENTIAL","210995565"
"48068","RESIDENTIAL","210995565"
"271371","RESIDENTIAL","189479259"
"231251","RESIDENTIAL","53168444"
"259111","RESIDENTIAL","189476067"
"82955","RESIDENTIAL","158163205"
"4284","RESIDENTIAL","188796971"
"84919","RESIDENTIAL","189473137"
"64145","RESIDENTIAL","163280479"
"151861","RESIDENTIAL","125792219"
"232260","RESIDENTIAL","141291925"
"48922","RESIDENTIAL","189473143"
"24678","RESIDENTIAL","189233171"
"9594","RESIDENTIAL","188795285"
"333641","RESIDENTIAL","191292397"
"259117","RESIDENTIAL","190852929"
"1830","RESIDENTIAL","190206153"
"40856","RESIDENTIAL","189479107"
"245931","RESIDENTIAL","222609443"
"245931","RESIDENTIAL","222609443"
"275891","RESIDENTIAL","189721543"
"197323","RESIDENTIAL","140066805"
"157397","RESIDENTIAL","141186517"
"34032","RESIDENTIAL","52679228"
"100141","RESIDENTIAL","204226305"
"100141","RESIDENTIAL","204226305"
"258113","RESIDENTIAL","141293359"
"314323","RESIDENTIAL","223407027"
"314323","RESIDENTIAL","223407027"
"264119","RESIDENTIAL","184864255"
"228931","RESIDENTIAL","189471995"
"152755","RESIDENTIAL","52695334"
"267119","RESIDENTIAL","120576403"
"486","RESIDENTIAL","205098579"
"486","RESIDENTIAL","205098579"
"264459","RESIDENTIAL","222611241"
"264459","RESIDENTIAL","222611241"
"4392","RESIDENTIAL","223626701"
"4392","RESIDENTIAL","223626701"
"400","RESIDENTIAL","188791505"
"7608","RESIDENTIAL","188794683"
"36222","RESIDENTIAL","194112097"
"14948","RESIDENTIAL","133802047"
"93616","RESIDENTIAL","189898615"
"2322","RESIDENTIAL","190206169"
"71863","RESIDENTIAL","53345556"
"293627","RESIDENTIAL","223058639"
"293627","RESIDENTIAL","223058639"
"261416","RESIDENTIAL","222610895"
"261416","RESIDENTIAL","222610895"
"1469","RESIDENTIAL","29303119"
