XID,URL,Project Name,Phase,Builder Name,Location,Price Range,Price per Sqft,Configurations,Completion Date,Unit Size Range,LandMarks,Project Size,Launch Date,RERA Number,Total Number of Units,USP,BHK,Amenity Count,Amenities,Specifications,Photo Count,Video Count,Rating count,Price Trend,Builder URL,Builder Experience,Total Projects,Ongoing Projects,Past Projects,Builder Info
87,https://www.squareyards.com/ghaziabad-residential-property/ats-advantage/3848/project,ATS Advantage,Single phase,ATS,"Ahinsa Khand 1, Ghaziabad",Rs1.47 Cr - 4.09 Cr,N/A,"2, 3, 4 BHK Flats",Ask for Details,1100 Sq. Ft to 3050 Sq. Ft (Saleable),"Schools: Presidium Indirapuram (0.39 KM), JVM Public Junior High School (0.53 KM), School Model Project Makers Ghaziabad (0.55 KM),  (); Bus Stops: Noida Sector- 62 (1.07 KM), Sector-62 (1.44 KM), Galaxy Business Park (1.84 KM), Noida Sector- 62 (1.85 KM), Khora Colony (2.16 KM), Noida Sector-62 (2.16 KM), Khora Colony (2.32 KM), Kanawani (2.37 KM), Kanawani (2.42 KM), Sahibabad Sabji Mandi (2.49 KM); Hospitals: Shree Narayan Hospital (0.33 KM), Eternity Hospital- Dr. Arvind Jain and Dr. Rashmi Jain (0.37 KM), Sharp Sight Eye Hospital (0.64 KM),  (); Clinics: DENTAL KRAFT - Dr. Swati Yadav ( BDS MDS ) | Dentist in Indirapuram | Dental Implant | Braces | Alig (0.45 KM), Dr Lal Pathlabs - Patient Service & Radiology Centre (0.49 KM), Dr.Rathore health care and diagnostic ultrasound and colour doppler (0.50 KM), Titan Eye+ at Indirapuram (0.56 KM), Goodhealth21 Polyclinic | Doctor | Blood test | ECG test | Minor Surgeries (0.66 KM), Wings Learning Center by Farheen Saif ( Speech- Language Therapy (0.67 KM), Lenskart.com at Indiapuram (0.68 KM), Eye7 Chaudhary Eye Centre (0.76 KM), Happy Healing Diagnostics | Most affordable Diagnostic in NCR | NABL Lab | Best Rates (0.79 KM), Pursuit of Health clinic (0.82 KM); Gym Fitness: The Wellness Club Gym Xpress Indirapuram (0.30 KM), Anytime Fitness (0.37 KM), Garima's Wellness Studio - Yoga Classes in Indirapuram (0.42 KM),  (); Restaurants: Urban Punjab (0.17 KM), Paprika Park (0.28 KM), Berco's - If You Love Chinese (0.31 KM), Saundhee Potli (0.32 KM), Imperfecto (0.33 KM), Drunken Detective (0.36 KM), The Reader's Cafe (0.38 KM), Cinnamon Kitchen (0.39 KM), Hira Sweets (0.41 KM), The Monarch Terrace (0.42 KM); College and Universities: IMS Law College (1.12 KM), Kadambari sangeet mahavidyalaya (1.12 KM), Star Media Academy (1.16 KM),  (); Supermarkets: Reliance SMART Bazaar (0.57 KM), FB-GHAZIABAD- INDRAPURAM- SHIPRA MALL (0.75 KM), More Supermarket - Gyan Khand Indirapuram (1.19 KM), More Supermarket - Indirapuram Gaur Green Vista (1.22 KM), Reliance SMART Superstore (1.25 KM), D Mart (1.26 KM), More Supermarket - Gaur Valerio Ahinsa Khand Indrapuram (1.61 KM), More Supermarket - Indirapuram Ahinda Khand 2 (1.62 KM), More Supermarket - Vasundhara Sector 15 (1.77 KM), More Supermarket - Vasundhara (2.17 KM); Clothings: TRENDS (0.27 KM), Decathlon Indirapuram (0.37 KM), Firstcry.com Store Ghaziabad Indirapuram (0.77 KM),  (); Home Decors: The Sleep Company Experience Store -Indirapuram (0.56 KM), Sleepwell Gallery(Sunrise Foam & Furnishing Unit-7) At Indirapuram (0.73 KM), Wakefit - Furniture Store in Indirapuram (0.78 KM), Home Centre (0.84 KM), Sleepwell Mattress and D'Decor Curtain Vasundhara Ghaziabad (Sunrise Foam & Furnishing)Mattress (2.03 KM), Sleepwell Mattress Vaishali (2.43 KM), @home by Nilkamal - Furniture and Homeware Store (2.66 KM), Radon India (2.92 KM), Rentickle - Furniture & Appliances Rental Store Noida (3.23 KM), KENT RO Systems Limited (3.63 KM)",24 Acres,Ask for Details,UPRERAAGT10119,1554 units,"Well-designed luxurious project,Connected to all the major highways and city hubs,Comprises of world-class amenities,Close to Akshardham Temple","2, 3, 4 BHK",13,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Rain Water Harvesting; Normal Park / Central Green; Clubhouse; Indoor Games; Power Backup; 24*7 Water Supply; Lift; Gymnasium; Swimming Pool; Kids' Play Areas / Sand Pits,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,20,2,2 Ratings,"₹ 15,220
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,48,19,26,The ATS Group is a reputed real estate conglomerate in the country and is held symbolic with customer centric housing and quality. The Group is known for its emphasis on supreme craftsmanship and innovative project designs. The Group was founded 16 years ago and has delivered multiple world class projects till date.
303,https://www.squareyards.com/noida-residential-property/jaypee-greens-kalypso-court/108194/project,Jaypee Greens Kalypso Court,Single phase,Jaypee Greens,"Sector 128, Noida",Rs2.24 Cr,"Rs12,500 Per Sq. Ft",2 BHK Flats,Ask for Details,1790 Sq. Ft (Saleable),"Schools: Gyanshree School (1.01 KM), Jaypee Public School (1.08 KM), Green Valley Modern School (1.15 KM),  (); Bus Stops: Bakhtawarpur Shani Mandir (0.62 KM), Sector 105 (1.31 KM), Amity University Gate No.1 (2.80 KM), HCL Company / Amity University (2.95 KM), Greater Noida Expressway (3.24 KM), Bhadana Market / Basntpur (3.46 KM), Sector 106 (3.53 KM), Noida Sec-43 (3.65 KM), Noida Sec- (3.69 KM), Noida Sector 43 (3.69 KM); Hospitals: The Golden Hospital (0.95 KM), PrimaCare Super Speciality Hospital (1.29 KM), J P Hospital Noida sector 128 (2.14 KM),  (); Clinics: Psy-Fi Solutions - Online/Offline Psychologist Consultation | Spirituality & Yoga Volunteer Classes (0.96 KM), Medjinni (1.09 KM), Dr Manoj Aggarwal (1.29 KM), Dr. Sanjit Gogoi - Best Proctologist | Piles | Hernia | Fissure | Fistula | Phimosis | Hydrocele | B (1.29 KM), Clove Dental Clinic - Top Rated Dentist in Noida Sec 104: Aligner (1.39 KM), Dr Amita Bansal (1.46 KM), Dr. Aastha Gupta MBBS (AIIMS) MD gold medalist (1.51 KM), Aryavarta Ayurvedic Panchakarma Clinic (1.54 KM), Precision Optics (1.58 KM), 11Elysian (1.58 KM); Gym Fitness: Iyasu - The Stretch Studio (0.84 KM), Yogesh Fit X (1.18 KM), clan fitness (1.18 KM),  (); Restaurants: Limitless Luxe (0.64 KM), Tim Hortons (0.69 KM), Wakhra Swaad (1.43 KM), Berco's - If You Love Chinese (1.47 KM), The Salt Cafe (1.49 KM), The Saffron Boutique (1.53 KM), Tamarind Kitchen (1.54 KM), Aatithyam (1.63 KM), Cafe De'Lan (1.73 KM), The Yellow Chilli (1.75 KM); College and Universities: Jaypee Institute of Information Technology (1.46 KM), AIPS GLOBAL (1.61 KM), KKMII Stratford University (2.19 KM),  (); Supermarkets: Century Mart (1.18 KM), Daily Essentials - Wholesale Supermarket (1.46 KM), YESS - Your Everyday Super Store (1.52 KM), Zamindar Choice (1.55 KM), KONDLI BAZAR PVT LTD (1.82 KM), Lotus Bazaar (2.23 KM), Reliance SMART Bazaar (2.45 KM), DS MART (2.50 KM), MANPASAND MART (2.63 KM), SaversCITY grocery supermarket (2.73 KM); Home Decors: Godrej Interio - Furniture Store in Hajipur (1.40 KM), Prestige Xclusive - Sector 104 Noida (1.41 KM), HOME 360 - Sector 104 (1.51 KM),  (); Clothings: The Raymond Shop (1.75 KM), Firstcry.com Store Noida Sector 104 (1.80 KM), TRENDS (2.45 KM), Pepe Jeans (3.02 KM), Jockey Exclusive Store (3.08 KM), Purple United Sales Limited (Formely known as Purple United Sales Private Limited) (3.17 KM), V-Mart - Bhangel (3.43 KM), Pantaloons (Omaxe connaught Place Mall (3.51 KM), Zudio (3.64 KM), Firstcry.com Store Noida Sector 49 (4.09 KM)",10 Acres,Ask for Details,UPRERAAGT10119,1172 units,",,,,",2 BHK,28,Party Hall; Clubhouse; Indoor Games; Jacuzzi; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Golf Course; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",25,0,N/A,"₹ 14,457
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/jaypee-greens-projects/161/builder,26 Years Experience,107,27,49,"Jaypee Greens is a name which has made its resemblance in the real-estate realm by developing top-notch thematic townships targeting the National Capital Region since the year 2002. They offer a grandiose of commercial, residential, institutional and leisure amenities in a self-sustained manner. Jaypee Greens company lives by the motto of providing a holistic way of living by amalgamating all world-class facilities inside its infrastructure."
352,https://www.squareyards.com/faridabad-residential-property/bptp-parkland-pride/452/project,BPTP Parkland Pride,Single phase,BPTP,"Sector 77, Faridabad",Rs65.00 Lac - 1.06 Cr,N/A,"3, 4 BHK Ind Floor",Ask for Details,1103 Sq. Ft to 1803 Sq. Ft (Saleable),"Schools: Narayana e-techno school - Sector 77 (0.68 KM), Kalka Public School (1.34 KM), Tender Heart NGO and School (1.54 KM),  (); Bus Stops: Government School Faridpur (1.10 KM), Adel Redwood Residency Sector 78 (1.41 KM), Sadupura Village (1.67 KM), Chandila Chowk Bhataula (1.77 KM), Neemka Mod (2.53 KM), District Prison Faridabad / Post Office (2.56 KM), Sarvodaya Chowk (2.81 KM), Sector 8 Mod (2.88 KM), Park Grandeura Sector 82 (2.90 KM), NTPC (2.93 KM); Hospitals: Arsh Hospital - Best Multispecialty Hospital In Faridabad (1.40 KM), VCare Multispecialist Hospital-Best Hospital in Greater Faridabad (1.46 KM), ACE Hospital (2.56 KM),  (); Clinics: Dr Birbal Kumar (0.64 KM), Dr. Rathee Physiotherapy clinic Sec 77 Greater Faridabad (0.72 KM), Kaushik Dental Implant and Cosmetic Clinic (1.16 KM), Kamla Madaan's Speech and Hearing Centre (1.45 KM), Kaizen Healer- A Health & Wellness Center By Dr. Leena Ralhan Kashyap (1.77 KM), Beauty and The Cut | Dr Kiranmayi Atla | Best Cosmetic and Plastic Surgeon in Faridabad (2.11 KM), Lenskart.com at Sector 79 (2.11 KM), Clove Dental Clinic - Top Rated Dentist in Faridabad sec 79: Aligner (2.17 KM), Vedika physiotherapy clinic (2.31 KM), DR. POSWAL'S HOSPITAL (2.40 KM); Gym Fitness: Health India Gym Neemka (1.36 KM), Fitness Castle (1.82 KM), The Fitness Point Gym & Crossfit (1.90 KM),  (); Supermarkets: Annapurna Mart (1.05 KM), Deevanshi Value Mart (1.17 KM), New Pro Mart (1.21 KM), Mod Store (1.94 KM), SUPER 99 (2.02 KM), D MART. (2.44 KM), family mart (2.72 KM), Value Mart (3.00 KM), V S MART (3.68 KM), Raj Supermart (3.68 KM); Restaurants: The Grill Darbar (2.16 KM), Pizzaa79 (2.17 KM), The Sky Patio (3.46 KM),  (); Temples: Hanuman Mandir (1.34 KM), Radha Krishna Mandir (1.42 KM), Prachin Shiv Mandir (1.60 KM), Prachin Durga Mandir (1.63 KM), DURGA MANDIR (1.63 KM), Baag Wala Mandir Chandila Badoli (2.30 KM), Prachin Hanuman Mandir Pahladpur (2.57 KM), Temple (3.50 KM), Pracheen Shiv mandir (3.58 KM), Mata Mandir (3.68 KM); College and Universities: Sai Mohan College of Education (2.40 KM), RAJA JAIT SINGH GOVERNMENT POLYTECHNIC COLLAGE (2.63 KM), Shiv College of Education (2.99 KM),  (); Clothings: Jockey (2.08 KM), Numero uno (2.09 KM), PETER ENGLAND FACTORY OUTLET SEC -10 FARIDABAD (3.68 KM), Kiaasa| Ethnic Wear| Sec10 (3.70 KM), JTEE Sports (3.80 KM), Allen Solly Factory Outlet (4.04 KM), POLR SPORTS CO. (4.36 KM), FirstCry.com Store Faridabad Amolik Chowk (4.76 KM), Cantabil (4.80 KM), Manyavar (4.81 KM)",102.86 Acres,Ask for Details,660/2017/307,660 units,"Affordable homes at strategic Sector 77 location.,Convenient connectivity to Faridabad Bypass Road, Tigaon Road.,RsERA-certified project - HRERA-PKL-FBD-272-2021,Stay fit with 24x7 Power Backup facility.,Luxurious living with high-quality Plastic Emulsion paint and Laminated Wooden flooring.","3, 4 BHK",26,Reading Room/Library; Party Hall; Clubhouse; Indoor Games; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Power Backup; Treated Water Supply; 24*7 Water Supply; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,12,0,3 Ratings,"₹ 5,460
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/bptp-projects/24/builder,16 Years Experience,68,4,64,"The BPTP Group is one of the largest real estate developers in the NCR. The portfolio of BPTP properties encompasses multiple residential projects in major cities like Gurgaon, Noida and Faridabad in the NCR."
1027,https://www.squareyards.com/bangalore-residential-property/mantri-serenity/1672/project,Mantri Serenity,Single phase,Mantri,"Kanakapura Road, Bangalore",Rs97.61 Lac - 1.21 Cr,N/A,"2, 3 BHK Flats",20-Nov-15,1025 Sq. Ft to 1280 Sq. Ft (Saleable),"Schools: Brooklyn National Public School (0.09 KM), Sri Chaitanya Pu & Cbse (+2) College (0.52 KM), Suryodhaya International Public School (0.64 KM),  (); Bus Stops: City Engineering College Vasantha Vallabha Nagara (0.05 KM), Doddakallasandra Metro Station (0.40 KM), Vallaba Education Trust School (0.41 KM), Doddakallasandra (0.66 KM), Narayana Nagara Cross Kkc (0.85 KM), Raghuvanahalli Cross (0.86 KM), Gubbalala (0.95 KM), Bcmc Layout Raghuvanahalli (0.98 KM), Ksit College Kankapura Road (1.02 KM), Pipeline Vasanthapura (1.02 KM); Hospitals: Dhee Hospitals- Kanakapura Road (0.40 KM), Cloudnine Hospital - Kanakapura Road (0.43 KM), Mathru Hospital - Best Multispeciality Hospital | 24/7 Emergency | Cashless Hospital In Kanakapura R (0.66 KM),  (); College and Universities: City Engineering College (0.32 KM), Ibmr Bangalore I Top Mba College In Bangalore (0.54 KM), Hillside College Of Pharmacy College B.Pharmacy (0.55 KM), Hillside Institute Of Management And Academy (0.55 KM), Hillside College Of Physiotherapy - Bpt Colleges In Bangalore (0.56 KM), Hillside College Of Nursing (0.59 KM), Isms Bangalore (0.59 KM), Ksit (1.08 KM), Suvarna College (1.20 KM), Silicon City College Of Management And Commerce (1.99 KM); Clinics: Revita Dental Clinic - Bangalore (0.57 KM), Physiosudheesh | Best Physiotherapy On Kanakapura Road (0.75 KM), Garbhagruha Health Center (0.85 KM),  (); Restaurants: Brik Oven (1.36 KM), You Mee (1.38 KM), Chianti (1.41 KM), Blr Brewing Co. (2.26 KM), Holiday Village (2.32 KM), Toast On Terrace (2.43 KM), The Big Barn (2.56 KM), Recipe (2.96 KM), Mani'S Dum Biryani (3.41 KM), Secret Of Bangalore (3.51 KM); Gym Fitness: Cult Kanakapura Road - Fitness Center In Anjanapura Main Rd (0.49 KM), Apple Fitness: Premium Gym & Best Fitness Center In Kanakapura Road (0.84 KM), Shree Yoga Academy - Yoga For Life (0.86 KM),  (); Temples: Bhagavan Sadhguru Sri Sridhara Swamigala Paduka Mandira (0.48 KM), Iskcon Vaikuntha Hill (0.63 KM), Shri Jagannatha Swamy Temple (Iskcon Vaikuntha Betta) (0.70 KM), The Muneshwara Temple (1.38 KM), Tippasandra Sollapuramamma Temple (1.53 KM), Shri Maha Prathiyangari Devi & Gnana Muneshwara Swamy Devasthana (1.63 KM), Sri Maramma Devi Devasthana (1.69 KM), Shri Hanumantha & Raghavendra Swamy Temple (Brundaavana) (1.77 KM), Shri Hanumantha Temple (1.87 KM), Iskcon South Bengaluru (2.04 KM); Supermarkets: Ratnadeep Supermarket (0.43 KM), The Big Market (0.59 KM), Royalmart Supermarket Raghuvanahalli (0.82 KM),  (); Clothings: Fabindia (0.98 KM), Koskii (1.37 KM), Taruni - Forum South Bengaluru (1.41 KM), Lifestyle Stores (1.60 KM), Ramdev Fashion (1.77 KM), Zudio - Yelachenahalli (2.06 KM), Om Collections Unit 1 (2.24 KM), Zudio - Uttarahalli (2.24 KM), Style Union - Uttarahalli (2.33 KM), Levi'S (3.10 KM)",19.06 Acres,Ask for Details,PRM/KA/RERA/1251/310/AG/171114/000400,2096 units,"Strategic location near Kanakapura Main Road,Ultra-modern and comfortable living spaces,Proximity to the metro station,Lavish amenities for opulent living,Features a 70,000 sq. ft. clubhouse, swimming pool, gym, and more for a super luxurious lifestyle,Provides 2 and 3 BHK configurations with contemporary designs and top-notch construction,Developed by Mantri Developers, renowned for timely completion and quality projects","2, 3 BHK",34,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green; Cafe / Coffee Bar; Mini Theatre; Reading Room/Library; Party Hall; Clubhouse; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi; 24 x 7 Security; CCTV / Video Surveillance; Intercom Facility; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Indoor Swimming Pool; Heated Swimming Pool; Power Backup; Attached Market; PNG; Solar Heaters; Treated Water Supply; Medical Facility; Lift,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Air Conditioner Fittings; Bathroom: Shower Panel, Exhaust Fan; Structure: RCC Frame Structure with infill brick walls",22,0,11 Ratings,"₹ 9,791
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/mantri-projects/468/builder,20 Years Experience,85,2,60,"Bengaluru, India-based Mantri Developments Pvt. Ltd. is a real estate business. Mr. Sushil Mantri launched the business in 1999 and has since developed into one of India's top real estate developers."
1223,https://www.squareyards.com/noida-residential-property/sikka-kaamna-greens/664/project,Sikka Kaamna Greens,Single phase,Sikka,"Sector 143A Noida, Noida",Rs1.55 Cr - 2.78 Cr,"Rs13,394 Per Sq. Ft","2, 3, 4 BHK Flats",30-Jun-20,1150 Sq. Ft to 2075 Sq. Ft (Saleable),"Schools: Anjali Public School (0.58 KM), Shiv Nadar School (1.74 KM), CRR MODERN PUBLIC SCHOOL (1.95 KM),  (); Bus Stops: C-Block Hosiery Complex (3.20 KM), Panchseel Balak Inter College (3.47 KM), Noida Phase-2 (3.74 KM), B-Block Hosiery Complex (3.92 KM), Greater Noida Expressway (4.26 KM), NSEZ Metro Station (4.32 KM), Surajpur Gol Chakkar (4.58 KM), Sector 106 (4.82 KM), Sector 105 (6.11 KM), Sharda University (6.64 KM); Hospitals: Rama Health Care(Rama hospital) (1.54 KM), Felix Hospital (1.72 KM), Referral Hospital (2.97 KM),  (); Clinics: Dr Swati Mittal (0.18 KM), Occupational therapy service and swabhimaan center (0.40 KM), GURU CLINIC (0.54 KM), Max Lab (0.61 KM), Dr Shama's Wellness Clinic (0.64 KM), Dr. Samiksha Tyagi - Cosmetic & Plastic Surgeon (0.72 KM), Treatmedlogy Clinic - Multispeciality Health center Orthopedic/Spine Surgery/Knee Replacement/Cosmet (0.73 KM), Dr. Jeetendra Kumar Child Care & Vaccination Centre (0.82 KM), Team Aceso Physiotherapy Clinic | Dr.Jay Singh Yadav | Physiotherapist (1.02 KM), NECTAR CLINIC (1.15 KM); Gym Fitness: The Fitness Gym (0.41 KM), Olympian Fitness center (0.53 KM), Time For Fitness (0.57 KM),  (); Supermarkets: AVR SUPER MART (0.32 KM), VS Departmental Mart (0.86 KM), Aarna Supermart (1.19 KM), Patanjali Mega Store & Chikitsalaya (svdesi utpad kemdr evm cikitsaly) (1.19 KM), Maa Narayani Super Store (1.27 KM), Super Basket (1.29 KM), Needs 24 (1.66 KM), Supertech Mart (1.71 KM), Daily Mart-2 (1.95 KM), Bigbasket Noida DC (2.54 KM); Restaurants: House of Migo (0.54 KM), Nazeer Delicacies (1.19 KM), Alma Bakery And Cafe (1.24 KM),  (); College and Universities: Ideal Industrial Training Institute (Ideal ITI College) aidiyl aitiai noeda (0.98 KM), Maharishi University of Information Technology Noida (5.18 KM), Maharishi School of Media (5.42 KM), Maharishi University Noida Campus (5.45 KM), ITI Habibpur (5.48 KM), Sparsh Global Business School (SGBS) | Best PGDM Institute in Delhi NCR (5.82 KM), Delhi Technical Campus (5.88 KM), AIPS GLOBAL (5.93 KM), Dronacharya Group of Institutions (6.00 KM), Imperial School of Agri Business. (6.10 KM); Home Decors: Cityfurnish - Furniture and Appliances Rental (0.69 KM), Springwel Mattress Store (1.72 KM), Sleepwell Gallery (Hari Furniture) At SECTOR-116 (3.11 KM),  (); Clothings: Firstcry.com Store Noida Sector 141 (1.19 KM), Bonjour (1.73 KM), Bodycare Kids (1.83 KM), Sikka Mall of Noida - Food Court (2.63 KM), Libas Impex (3.50 KM), Ogaan India Private Limited (3.57 KM), JUMP USA Showroom (3.99 KM), Life Style (4.81 KM), Pantaloons (Omaxe connaught Place Mall (4.90 KM), Lacoste (5.12 KM)",12.35 Acres,Ask for Details,UPRERAAGT10119,1878 units,"Strategically located near Noida Greater Noida Expressway.,Rera certified project UPRERAPRJ5596, ensuring regulatory compliance.,24x7 Power Backup, ensuring unparalleled living experience.,Well-equipped Gymnasium for a healthy lifestyle.,SpaciousMaster Bedrooms with Acrylic Emulsion Paint and Laminated Wooden Flooring.","2, 3, 4 BHK",27,Gymnasium; Swimming Pool; Badminton Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Gazebo; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; IGBC Certified Building; Party Hall; Clubhouse; Indoor Games; Senior Citizen Area; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Power Backup; Treated Water Supply; High Speed Elevators; 24*7 Water Supply; Party Lawn,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Ceilings: PoP Design / Punning; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,10,0,3 Ratings,,https://www.squareyards.com/sikka-projects/170/builder,9 Years Experience,14,3,10,"Sikka Group is one of India’s foremost real estate organizations with more than 3 decades of industry experience. It has other business interests like media, hospitality, outdoor advertising, automobiles, etc. Founded by Chairman Gurinder Singh Sikka, the Group has set new benchmarks in terms of design, quality and engineering excellence. It develops residential and commercial properties at strategic locations. The portfolio of Sikka projects covers retail spaces, residential complexes, commercial structures, IT parks, hotels, etc. It is focused on continual upgradation and evolution with a view towards identifying new growth hubs. Better lives for customers is a major motto here along with total client fulfillment through impeccable service. With close to 10, 000 happy buyers under its belt, it has set high standards in terms of quality, customer service, transparency and architectural expertise. There is a skilled team of professionals working to deliver projects on time. Landmarks include Kaamna Greens, Kimaya Greens, The Downtown, etc."
