XID,Phase,Unit Type,Unit Size,Area Type,Price,Possession Date
R62235,Magic Bricks Phase 1,3 BHK,2985 sq.ft,Super Area,6.96 Cr,Possession by Mar'20
R62235,Magic Bricks Phase 1,3 BHK,3000 sq.ft,Super Area,7 Cr,Possession by Mar'20
R327273,Magic Bricks Phase 1,5 BHK,6570 sq.ft,Super Area,16.50 Cr,Possession by Jun'24
R327273,Magic Bricks Phase 1,4 BHK,3501 sq.ft,Super Area,8 Cr,Possession by Jun'24
R368900,Magic Bricks Phase 1,3 BHK,1775 sq.ft,Super Area,2.97 Cr,Possession by Sep'24
R368900,Magic Bricks Phase 1,3 BHK,1778 sq.ft,Super Area,2.98 Cr,Possession by Sep'24
R382837,Magic Bricks Phase 1,3 BHK,988 sq.ft,Super Area,1.16 Cr,Possession by Jun'26
R382837,Magic Bricks Phase 1,3 BHK,1059 sq.ft,Super Area,1.28 Cr,Possession by Jun'26
R386756,Magic Bricks Phase 1,3 BHK,1100 sq.ft,Super Area,1.34 Cr,Possession by Jun'26
R386756,Magic Bricks Phase 1,3 BHK,1103 sq.ft,Super Area,1.35 Cr,Possession by Jun'26
R386756,Magic Bricks Phase 1,3 BHK,1110 sq.ft,Super Area,1.35 Cr,Possession by Jun'26
R386756,Magic Bricks Phase 1,3 BHK,1135 sq.ft,Super Area,99 Lac,Possession by Jun'26
R386756,Magic Bricks Phase 1,3 BHK,1156 sq.ft,Super Area,1.41 Cr,Possession by Jun'26
R386756,Magic Bricks Phase 1,3 BHK,1158 sq.ft,Super Area,1.41 Cr,Possession by Jun'26
R386756,Magic Bricks Phase 1,3 BHK,1160 sq.ft,Super Area,1.41 Cr,Possession by Jun'26
R386756,Magic Bricks Phase 1,3 BHK,1170 sq.ft,Super Area,1.43 Cr,Possession by Jun'26
R386756,Magic Bricks Phase 1,3 BHK,1290 sq.ft,Super Area,1.33 Cr,Possession by Jun'26
R386756,Magic Bricks Phase 1,3 BHK,1305 sq.ft,Super Area,1.59 Cr,Possession by Jun'26
R404068,Magic Bricks Phase 1,3 BHK,1605 sq.ft,Super Area,2.60 Cr,Possession by Jan'28
R404068,Magic Bricks Phase 1,3 BHK,1665 sq.ft,Super Area,2.75 Cr,Possession by Jan'28
R411008,Magic Bricks Phase 1,3 BHK,1084 sq.ft,Super Area,39.5 Lac,Possession by Oct'27
R411008,Magic Bricks Phase 1,3 BHK,1093 sq.ft,Super Area,39.9 Lac,Possession by Oct'27
R411008,Magic Bricks Phase 1,3 BHK,1096 sq.ft,Super Area,40 Lac,Possession by Oct'27
R411008,Magic Bricks Phase 1,2 BHK,843 sq.ft,Super Area,30.8 Lac,Possession by Oct'27
R411008,Magic Bricks Phase 1,2 BHK,850 sq.ft,Super Area,31 Lac,Possession by Oct'27
R411008,Magic Bricks Phase 1,2 BHK,858 sq.ft,Super Area,31.3 Lac,Possession by Oct'27
R411008,Magic Bricks Phase 1,2 BHK,862 sq.ft,Super Area,31.5 Lac,Possession by Oct'27
R411008,Magic Bricks Phase 1,2 BHK,873 sq.ft,Super Area,31.9 Lac,Possession by Oct'27
R411008,Magic Bricks Phase 1,2 BHK,875 sq.ft,Super Area,31.9 Lac,Possession by Oct'27
R424568,Magic Bricks Phase 1,3 BHK,1745 sq.ft,Super Area,1.25 Cr,Possession by Dec'26
R424568,Magic Bricks Phase 1,3 BHK,2403 sq.ft,Super Area,1.33 Cr,Possession by Dec'26
R424568,Magic Bricks Phase 1,2 BHK,1340 sq.ft,Super Area,99 Lac,Possession by Dec'26
R424568,Magic Bricks Phase 1,2 BHK,1408 sq.ft,Super Area,1.05 Cr,Possession by Dec'26
R424568,Magic Bricks Phase 1,2 BHK,1835 sq.ft,Super Area,1.08 Cr,Possession by Dec'26
R424568,Magic Bricks Phase 1,2 BHK,1939 sq.ft,Super Area,1.11 Cr,Possession by Dec'26
R427388,Magic Bricks Phase 1,3 BHK,1340 sq.ft,Super Area,89.2 Lac,Possession by Feb'27
R427388,Magic Bricks Phase 1,3 BHK,1577 sq.ft,Super Area,1.05 Cr,Possession by Feb'27
R427388,Magic Bricks Phase 1,3 BHK,1650 sq.ft,Super Area,1.09 Cr,Possession by Feb'27
R427388,Magic Bricks Phase 1,3 BHK,1761 sq.ft,Super Area,1.17 Cr,Possession by Feb'27
R427388,Magic Bricks Phase 1,3 BHK,1980 sq.ft,Super Area,1.31 Cr,Possession by Feb'27
R427388,Magic Bricks Phase 1,3 BHK,2211 sq.ft,Super Area,1.47 Cr,Possession by Feb'27
R427388,Magic Bricks Phase 1,3 BHK,2250 sq.ft,Super Area,1.49 Cr,Possession by Feb'27
R427388,Magic Bricks Phase 1,2 BHK,1154 sq.ft,Super Area,76.9 Lac,Possession by Feb'27
R427388,Magic Bricks Phase 1,2 BHK,1434 sq.ft,Super Area,95.5 Lac,Possession by Feb'27
R427388,Magic Bricks Phase 1,2 BHK,1450 sq.ft,Super Area,96.6 Lac,Possession by Feb'27
R428235,Magic Bricks Phase 1,3 BHK,894 sq.ft,Super Area,68.3 Lac,Possession by Dec'28
R428235,Magic Bricks Phase 1,3 BHK,955 sq.ft,Super Area,73 Lac,Possession by Dec'28
R428235,Magic Bricks Phase 1,3 BHK,1087 sq.ft,Super Area,83 Lac,Possession by Dec'28
R428235,Magic Bricks Phase 1,3 BHK,1276 sq.ft,Super Area,97.5 Lac,Possession by Dec'28
R428235,Magic Bricks Phase 1,3 BHK,1390 sq.ft,Super Area,76 Lac,Possession by Dec'28
R428235,Magic Bricks Phase 1,2 BHK,725 sq.ft,Super Area,55.4 Lac,Possession by Dec'28
R428235,Magic Bricks Phase 1,2 BHK,803 sq.ft,Super Area,61.3 Lac,Possession by Dec'28
R428235,Magic Bricks Phase 1,2 BHK,1156 sq.ft,Super Area,63.1 Lac,Possession by Dec'28
R1051,Magic Bricks Phase 1,2 BHK,905 sq.ft,Super Area,51 Lac,Possession by Dec'26
R1051,Magic Bricks Phase 1,2 BHK,927 sq.ft,Super Area,50 Lac,Possession by Dec'26
R1051,Magic Bricks Phase 1,2 BHK,933 sq.ft,Super Area,52 Lac,Possession by Dec'26
R1051,Magic Bricks Phase 1,2 BHK,950 sq.ft,Super Area,50 Lac,Possession by Dec'26
R1051,Magic Bricks Phase 1,2 BHK,954 sq.ft,Super Area,50 Lac,Possession by Dec'26
R7920,Magic Bricks Phase 1,3 BHK,1040 sq.ft,Super Area,41.6 Lac,Possession by Dec'24
R7920,Magic Bricks Phase 1,3 BHK,1060 sq.ft,Super Area,37.2 Lac,Possession by Dec'24
R8130,Magic Bricks Phase 1,3 BHK,1710 sq.ft,Super Area,1.55 Cr,Possession by Dec'15
R8130,Magic Bricks Phase 1,2 BHK,1225 sq.ft,Super Area,1.35 Cr,Possession by Dec'15
R8198,Magic Bricks Phase 1,3 BHK,980 sq.ft,Super Area,2.38 Cr,Possession Not Available
R8198,Magic Bricks Phase 1,2 BHK,714 sq.ft,Super Area,1.74 Cr,Possession Not Available
R8858,Magic Bricks Phase 1,3 BHK,1018 sq.ft,Super Area,3.31 Cr,Possession by Dec'25
R8858,Magic Bricks Phase 1,3 BHK,1175 sq.ft,Super Area,4.46 Cr,Possession by Dec'25
R8858,Magic Bricks Phase 1,3 BHK,1350 sq.ft,Super Area,5.13 Cr,Possession by Dec'25
R8858,Magic Bricks Phase 1,2 BHK,733 sq.ft,Super Area,2.38 Cr,Possession by Dec'25
R8858,Magic Bricks Phase 1,2 BHK,742 sq.ft,Super Area,2.41 Cr,Possession by Dec'25
R8858,Magic Bricks Phase 1,2 BHK,754 sq.ft,Super Area,2.45 Cr,Possession by Dec'25
R8858,Magic Bricks Phase 1,4 BHK,1687 sq.ft,Super Area,5.49 Cr,Possession by Dec'25
R8858,Magic Bricks Phase 1,4 BHK,1700 sq.ft,Super Area,6.45 Cr,Possession by Dec'25
R8858,Magic Bricks Phase 1,4 BHK,1880 sq.ft,Super Area,6.12 Cr,Possession by Dec'25
R8858,Magic Bricks Phase 1,4 BHK,2243 sq.ft,Super Area,7.31 Cr,Possession by Dec'25
R36096,Magic Bricks Phase 1,3 BHK villa,2394 sq.ft,Super Area,3.43 Cr,Possession by Jan'19
R36096,Magic Bricks Phase 1,3 BHK villa,2594 sq.ft,Super Area,3.84 Cr,Possession by Jan'19
R36096,Magic Bricks Phase 1,5 BHK villa,3422 sq.ft,Super Area,4.96 Cr,Possession by Jan'19
R36096,Magic Bricks Phase 1,5 BHK villa,3432 sq.ft,Super Area,4.98 Cr,Possession by Jan'19
R36096,Magic Bricks Phase 1,5 BHK villa,3451 sq.ft,Super Area,5 Cr,Possession by Jan'19
R36096,Magic Bricks Phase 1,5 BHK villa,3466 sq.ft,Super Area,5.08 Cr,Possession by Jan'19
R36096,Magic Bricks Phase 1,5 BHK villa,3687 sq.ft,Super Area,5.34 Cr,Possession by Jan'19
R36096,Magic Bricks Phase 1,5 BHK villa,4037 sq.ft,Super Area,5.74 Cr,Possession by Jan'19
R36096,Magic Bricks Phase 1,6 BHK villa,4052 sq.ft,Super Area,7.07 Cr,Possession by Jan'19
R36096,Magic Bricks Phase 1,6 BHK villa,4974 sq.ft,Super Area,7.20 Cr,Possession by Jan'19
R36096,Magic Bricks Phase 1,6 BHK villa,5995 sq.ft,Super Area,14.01 Cr,Possession by Jan'19
R36096,Magic Bricks Phase 1,6 BHK villa,6027 sq.ft,Super Area,10.85 Cr,Possession by Jan'19
R36096,Magic Bricks Phase 1,6 BHK villa,6357 sq.ft,Super Area,11.06 Cr,Possession by Jan'19
R59796,Magic Bricks Phase 1,3 BHK,820 sq.ft,Super Area,2.92 Cr,Possession by Jul'28
R59796,Magic Bricks Phase 1,2 BHK,612 sq.ft,Super Area,2.18 Cr,Possession by Jul'28
R59796,Magic Bricks Phase 1,1 BHK,391 sq.ft,Super Area,1.39 Cr,Possession by Jul'28
R91047,Magic Bricks Phase 1,3 BHK,723 sq.ft,Super Area,2.48 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,3 BHK,761 sq.ft,Super Area,2.61 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,3 BHK,797 sq.ft,Super Area,2.74 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,3 BHK,804 sq.ft,Super Area,2.76 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,3 BHK,809 sq.ft,Super Area,2.78 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,3 BHK,850 sq.ft,Super Area,2.92 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,3 BHK,864 sq.ft,Super Area,2.67 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,3 BHK,865 sq.ft,Super Area,2.97 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,3 BHK,866 sq.ft,Super Area,2.97 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,3 BHK,874 sq.ft,Super Area,3 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,3 BHK,881 sq.ft,Super Area,3.02 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,489 sq.ft,Super Area,1.67 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,531 sq.ft,Super Area,1.82 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,537 sq.ft,Super Area,1.84 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,548 sq.ft,Super Area,1.88 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,565 sq.ft,Super Area,1.94 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,571 sq.ft,Super Area,1.96 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,592 sq.ft,Super Area,2.03 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,597 sq.ft,Super Area,2.05 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,609 sq.ft,Super Area,2.09 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,617 sq.ft,Super Area,2.11 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,622 sq.ft,Super Area,2.13 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,630 sq.ft,Super Area,2.16 Cr,Possession by Dec'27
R91047,Magic Bricks Phase 1,2 BHK,645 sq.ft,Super Area,2.21 Cr,Possession by Dec'27
R18410,Magic Bricks Phase 1,Residential plot,1620 sq.ft,Super Area,3.56 Cr,Possession by Aug'19
R18410,Magic Bricks Phase 1,Residential plot,1629 sq.ft,Super Area,3.34 Cr,Possession by Aug'19
R273337,Magic Bricks Phase 1,3 BHK,1410 sq.ft,Super Area,58.2 Lac,Possession by May'28
R273337,Magic Bricks Phase 1,3 BHK,1574 sq.ft,Super Area,Price Not Available,Possession by May'28
R320141,Magic Bricks Phase 1,3 BHK,1829 sq.ft,Super Area,2.55 Cr,Possession by Sep'23
R320141,Magic Bricks Phase 1,3 BHK,2129 sq.ft,Super Area,2.90 Cr,Possession by Sep'23
R387301,Magic Bricks Phase 1,3 BHK,1570 sq.ft,Super Area,65 Lac,Possession by Jun'26
R387301,Magic Bricks Phase 1,3 BHK,1700 sq.ft,Super Area,61.2 Lac,Possession by Jun'26
R387301,Magic Bricks Phase 1,3 BHK,1750 sq.ft,Super Area,69.1 Lac,Possession by Jun'26
R397709,Magic Bricks Phase 1,3 BHK,771 sq.ft,Super Area,73.9 Lac,Possession by Nov'26
R397709,Magic Bricks Phase 1,3 BHK,772 sq.ft,Super Area,74 Lac,Possession by Nov'26
R403725,Magic Bricks Phase 1,3 BHK,1728 sq.ft,Super Area,1.38 Cr,Possession by Mar'26
R403725,Magic Bricks Phase 1,3 BHK,1732 sq.ft,Super Area,1.38 Cr,Possession by Mar'26
R403725,Magic Bricks Phase 1,3 BHK,1785 sq.ft,Super Area,1.42 Cr,Possession by Mar'26
R403725,Magic Bricks Phase 1,3 BHK,1790 sq.ft,Super Area,1.43 Cr,Possession by Mar'26
R403725,Magic Bricks Phase 1,2 BHK,1790 sq.ft,Super Area,1.43 Cr,Possession by Mar'26
R403725,Magic Bricks Phase 1,4 BHK,2322 sq.ft,Super Area,1.85 Cr,Possession by Mar'26
R403725,Magic Bricks Phase 1,4 BHK,2355 sq.ft,Super Area,1.88 Cr,Possession by Mar'26
R417864,Magic Bricks Phase 1,2 BHK,620 sq.ft,Super Area,99.2 Lac,Possession by Dec'27
R417864,Magic Bricks Phase 1,2 BHK,644 sq.ft,Super Area,1.03 Cr,Possession by Dec'27
R417864,Magic Bricks Phase 1,2 BHK,683 sq.ft,Super Area,1.09 Cr,Possession by Dec'27
R417864,Magic Bricks Phase 1,2 BHK,684 sq.ft,Super Area,1.18 Cr,Possession by Dec'27
R417864,Magic Bricks Phase 1,1 BHK,424 sq.ft,Super Area,67.8 Lac,Possession by Dec'27
R417864,Magic Bricks Phase 1,1 BHK,426 sq.ft,Super Area,68.2 Lac,Possession by Dec'27
R417864,Magic Bricks Phase 1,1 BHK,430 sq.ft,Super Area,68.8 Lac,Possession by Dec'27
R420047,Magic Bricks Phase 1,3 BHK,2985 sq.ft,Super Area,6.96 Cr,Possession by Mar'20
R420047,Magic Bricks Phase 1,3 BHK,3000 sq.ft,Super Area,7 Cr,Possession by Mar'20
R420047,Magic Bricks Phase 1,3 BHK,3015 sq.ft,Super Area,7.03 Cr,Possession by Mar'20
R420047,Magic Bricks Phase 1,3 BHK,3020 sq.ft,Super Area,7.04 Cr,Possession by Mar'20
R420047,Magic Bricks Phase 1,3 BHK,3025 sq.ft,Super Area,7.05 Cr,Possession by Mar'20
R420047,Magic Bricks Phase 1,3 BHK,3050 sq.ft,Super Area,7.11 Cr,Possession by Mar'20
R420047,Magic Bricks Phase 1,3 BHK,3100 sq.ft,Super Area,7.23 Cr,Possession by Mar'20
R420047,Magic Bricks Phase 1,3 BHK,3106 sq.ft,Super Area,7.24 Cr,Possession by Mar'20
R420047,Magic Bricks Phase 1,3 BHK,3200 sq.ft,Super Area,7.46 Cr,Possession by Mar'20
R420047,Magic Bricks Phase 1,5 BHK,3625 sq.ft,Super Area,8.45 Cr,Possession by Mar'20
R420047,Magic Bricks Phase 1,5 BHK,6085 sq.ft,Super Area,14.19 Cr,Possession by Mar'20
R420047,Magic Bricks Phase 1,4 BHK,3637 sq.ft,Super Area,8.48 Cr,Possession by Mar'20
R420495,Magic Bricks Phase 1,5 BHK,6570 sq.ft,Super Area,16.50 Cr,Possession by Jun'24
R420495,Magic Bricks Phase 1,4 BHK,3501 sq.ft,Super Area,8 Cr,Possession by Jun'24
R423193,Magic Bricks Phase 1,3 BHK,1775 sq.ft,Super Area,2.97 Cr,Possession by Sep'24
R423193,Magic Bricks Phase 1,3 BHK,1778 sq.ft,Super Area,2.98 Cr,Possession by Sep'24
R423704,Magic Bricks Phase 1,3 BHK,988 sq.ft,Super Area,1.16 Cr,Possession by Jun'26
R423704,Magic Bricks Phase 1,3 BHK,1059 sq.ft,Super Area,1.28 Cr,Possession by Jun'26
R423704,Magic Bricks Phase 1,3 BHK,1212 sq.ft,Super Area,1.44 Cr,Possession by Jun'26
R423704,Magic Bricks Phase 1,2 BHK,726 sq.ft,Super Area,88 Lac,Possession by Jun'26
R423704,Magic Bricks Phase 1,2 BHK,789 sq.ft,Super Area,94 Lac,Possession by Jun'26
R423882,Magic Bricks Phase 1,3 BHK,1100 sq.ft,Super Area,1.34 Cr,Possession by Jun'26
R423882,Magic Bricks Phase 1,3 BHK,1103 sq.ft,Super Area,1.35 Cr,Possession by Jun'26
R427471,Magic Bricks Phase 1,3 BHK,1605 sq.ft,Super Area,2.60 Cr,Possession by Jan'28
R427471,Magic Bricks Phase 1,3 BHK,1665 sq.ft,Super Area,2.75 Cr,Possession by Jan'28
R427471,Magic Bricks Phase 1,3 BHK,1825 sq.ft,Super Area,3.01 Cr,Possession by Jan'28
R427471,Magic Bricks Phase 1,3 BHK,1868 sq.ft,Super Area,3.71 Cr,Possession by Jan'28
R427471,Magic Bricks Phase 1,3 BHK,1895 sq.ft,Super Area,3.77 Cr,Possession by Jan'28
R427471,Magic Bricks Phase 1,3 BHK,2080 sq.ft,Super Area,3.40 Cr,Possession by Jan'28
R427471,Magic Bricks Phase 1,3 BHK,2170 sq.ft,Super Area,3.55 Cr,Possession by Jan'28
R427471,Magic Bricks Phase 1,3 BHK,2670 sq.ft,Super Area,5 Cr,Possession by Jan'28
R427471,Magic Bricks Phase 1,4 BHK,2305 sq.ft,Super Area,3.80 Cr,Possession by Jan'28
R427471,Magic Bricks Phase 1,4 BHK,2400 sq.ft,Super Area,4 Cr,Possession by Jan'28
R427471,Magic Bricks Phase 1,4 BHK,2670 sq.ft,Super Area,4.45 Cr,Possession by Jan'28
R427876,Magic Bricks Phase 1,3 BHK,1084 sq.ft,Super Area,39.5 Lac,Possession by Oct'27
R427876,Magic Bricks Phase 1,3 BHK,1093 sq.ft,Super Area,39.9 Lac,Possession by Oct'27
R427876,Magic Bricks Phase 1,3 BHK,1096 sq.ft,Super Area,40 Lac,Possession by Oct'27
R427876,Magic Bricks Phase 1,2 BHK,843 sq.ft,Super Area,30.8 Lac,Possession by Oct'27
R427876,Magic Bricks Phase 1,2 BHK,850 sq.ft,Super Area,31 Lac,Possession by Oct'27
R427876,Magic Bricks Phase 1,2 BHK,858 sq.ft,Super Area,31.3 Lac,Possession by Oct'27
R427876,Magic Bricks Phase 1,2 BHK,862 sq.ft,Super Area,31.5 Lac,Possession by Oct'27
R427876,Magic Bricks Phase 1,2 BHK,873 sq.ft,Super Area,31.9 Lac,Possession by Oct'27
R427876,Magic Bricks Phase 1,2 BHK,875 sq.ft,Super Area,31.9 Lac,Possession by Oct'27
R427908,Magic Bricks Phase 1,3 BHK,1745 sq.ft,Super Area,1.25 Cr,Possession by Dec'26
R427908,Magic Bricks Phase 1,3 BHK,2403 sq.ft,Super Area,1.33 Cr,Possession by Dec'26
R427908,Magic Bricks Phase 1,2 BHK,1340 sq.ft,Super Area,99 Lac,Possession by Dec'26
R427908,Magic Bricks Phase 1,2 BHK,1408 sq.ft,Super Area,1.05 Cr,Possession by Dec'26
R427908,Magic Bricks Phase 1,2 BHK,1835 sq.ft,Super Area,1.08 Cr,Possession by Dec'26
R427908,Magic Bricks Phase 1,2 BHK,1939 sq.ft,Super Area,1.11 Cr,Possession by Dec'26
R428214,Magic Bricks Phase 1,3 BHK,1340 sq.ft,Super Area,89.2 Lac,Possession by Feb'27
R428214,Magic Bricks Phase 1,3 BHK,1577 sq.ft,Super Area,1.05 Cr,Possession by Feb'27
R428214,Magic Bricks Phase 1,3 BHK,1650 sq.ft,Super Area,1.09 Cr,Possession by Feb'27
R428214,Magic Bricks Phase 1,3 BHK,1761 sq.ft,Super Area,1.17 Cr,Possession by Feb'27
R428214,Magic Bricks Phase 1,3 BHK,1980 sq.ft,Super Area,1.31 Cr,Possession by Feb'27
R428214,Magic Bricks Phase 1,3 BHK,2211 sq.ft,Super Area,1.47 Cr,Possession by Feb'27
R428214,Magic Bricks Phase 1,3 BHK,2250 sq.ft,Super Area,1.49 Cr,Possession by Feb'27
R428214,Magic Bricks Phase 1,2 BHK,1154 sq.ft,Super Area,76.9 Lac,Possession by Feb'27
R428214,Magic Bricks Phase 1,2 BHK,1434 sq.ft,Super Area,95.5 Lac,Possession by Feb'27
R428214,Magic Bricks Phase 1,2 BHK,1450 sq.ft,Super Area,96.6 Lac,Possession by Feb'27
R428365,Magic Bricks Phase 1,3 BHK,894 sq.ft,Super Area,68.3 Lac,Possession by Dec'28
R428365,Magic Bricks Phase 1,3 BHK,955 sq.ft,Super Area,73 Lac,Possession by Dec'28
R428365,Magic Bricks Phase 1,3 BHK,1087 sq.ft,Super Area,83 Lac,Possession by Dec'28
R428365,Magic Bricks Phase 1,3 BHK,1276 sq.ft,Super Area,97.5 Lac,Possession by Dec'28
R428365,Magic Bricks Phase 1,3 BHK,1390 sq.ft,Super Area,76 Lac,Possession by Dec'28
R428365,Magic Bricks Phase 1,2 BHK,725 sq.ft,Super Area,55.4 Lac,Possession by Dec'28
R428365,Magic Bricks Phase 1,2 BHK,803 sq.ft,Super Area,61.3 Lac,Possession by Dec'28
R428365,Magic Bricks Phase 1,2 BHK,1156 sq.ft,Super Area,63.1 Lac,Possession by Dec'28
R429180,Magic Bricks Phase 1,2 BHK,905 sq.ft,Super Area,51 Lac,Possession by Dec'26
R429180,Magic Bricks Phase 1,2 BHK,927 sq.ft,Super Area,50 Lac,Possession by Dec'26
R429180,Magic Bricks Phase 1,2 BHK,933 sq.ft,Super Area,52 Lac,Possession by Dec'26
R429180,Magic Bricks Phase 1,2 BHK,950 sq.ft,Super Area,50 Lac,Possession by Dec'26
R429180,Magic Bricks Phase 1,2 BHK,954 sq.ft,Super Area,50 Lac,Possession by Dec'26
R434125,Magic Bricks Phase 1,3 BHK,1040 sq.ft,Super Area,41.6 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,3 BHK,1060 sq.ft,Super Area,37.2 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,3 BHK,1150 sq.ft,Super Area,40.4 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,3 BHK,1155 sq.ft,Super Area,40.6 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,3 BHK,1170 sq.ft,Super Area,41.1 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,3 BHK,1180 sq.ft,Super Area,41.4 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,3 BHK,1210 sq.ft,Super Area,42.5 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,3 BHK,1215 sq.ft,Super Area,42.7 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,3 BHK,1260 sq.ft,Super Area,44.2 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,3 BHK,1275 sq.ft,Super Area,44.8 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,3 BHK,1280 sq.ft,Super Area,45 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,2 BHK,900 sq.ft,Super Area,38.6 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,2 BHK,910 sq.ft,Super Area,39 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,2 BHK,915 sq.ft,Super Area,39.2 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,2 BHK,955 sq.ft,Super Area,40.9 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,2 BHK,960 sq.ft,Super Area,41.1 Lac,Possession by Dec'24
R434125,Magic Bricks Phase 1,2 BHK,980 sq.ft,Super Area,42 Lac,Possession by Dec'24
R434518,Magic Bricks Phase 1,3 BHK,1710 sq.ft,Super Area,1.55 Cr,Possession by Dec'15
R434518,Magic Bricks Phase 1,2 BHK,1225 sq.ft,Super Area,1.35 Cr,Possession by Dec'15
R434518,Magic Bricks Phase 1,2 BHK,1265 sq.ft,Super Area,1.38 Cr,Possession by Dec'15
R435520,Magic Bricks Phase 1,3 BHK,980 sq.ft,Super Area,2.38 Cr,Possession Not Available
R435520,Magic Bricks Phase 1,2 BHK,714 sq.ft,Super Area,1.74 Cr,Possession Not Available
R435520,Magic Bricks Phase 1,2 BHK,770 sq.ft,Super Area,1.87 Cr,Possession Not Available
R436708,Magic Bricks Phase 1,3 BHK,1018 sq.ft,Super Area,3.31 Cr,Possession by Dec'25
R436708,Magic Bricks Phase 1,3 BHK,1175 sq.ft,Super Area,4.46 Cr,Possession by Dec'25
R436708,Magic Bricks Phase 1,3 BHK,1350 sq.ft,Super Area,5.13 Cr,Possession by Dec'25
R436708,Magic Bricks Phase 1,2 BHK,733 sq.ft,Super Area,2.38 Cr,Possession by Dec'25
R436708,Magic Bricks Phase 1,2 BHK,742 sq.ft,Super Area,2.41 Cr,Possession by Dec'25
R436708,Magic Bricks Phase 1,2 BHK,754 sq.ft,Super Area,2.45 Cr,Possession by Dec'25
R436708,Magic Bricks Phase 1,4 BHK,1687 sq.ft,Super Area,5.49 Cr,Possession by Dec'25
R436708,Magic Bricks Phase 1,4 BHK,1700 sq.ft,Super Area,6.45 Cr,Possession by Dec'25
R436708,Magic Bricks Phase 1,4 BHK,1880 sq.ft,Super Area,6.12 Cr,Possession by Dec'25
R436708,Magic Bricks Phase 1,4 BHK,2243 sq.ft,Super Area,7.31 Cr,Possession by Dec'25
R437982,Magic Bricks Phase 1,3 BHK villa,2394 sq.ft,Super Area,3.43 Cr,Possession by Jan'19
R437982,Magic Bricks Phase 1,3 BHK villa,2594 sq.ft,Super Area,3.84 Cr,Possession by Jan'19
R437982,Magic Bricks Phase 1,5 BHK villa,3422 sq.ft,Super Area,4.96 Cr,Possession by Jan'19
R437982,Magic Bricks Phase 1,5 BHK villa,3432 sq.ft,Super Area,4.98 Cr,Possession by Jan'19
R437982,Magic Bricks Phase 1,5 BHK villa,3451 sq.ft,Super Area,5 Cr,Possession by Jan'19
R437982,Magic Bricks Phase 1,5 BHK villa,3466 sq.ft,Super Area,5.08 Cr,Possession by Jan'19
R437982,Magic Bricks Phase 1,5 BHK villa,3687 sq.ft,Super Area,5.34 Cr,Possession by Jan'19
R437982,Magic Bricks Phase 1,5 BHK villa,4037 sq.ft,Super Area,5.74 Cr,Possession by Jan'19
R437982,Magic Bricks Phase 1,6 BHK villa,4052 sq.ft,Super Area,7.07 Cr,Possession by Jan'19
R437982,Magic Bricks Phase 1,6 BHK villa,4974 sq.ft,Super Area,7.20 Cr,Possession by Jan'19
R437982,Magic Bricks Phase 1,6 BHK villa,5995 sq.ft,Super Area,14.01 Cr,Possession by Jan'19
R437982,Magic Bricks Phase 1,6 BHK villa,6027 sq.ft,Super Area,10.85 Cr,Possession by Jan'19
