District Name,Project Name,Project Type,Promoter Name,Application No.,Registration No.,Actions,
Sri Ganganagar,SIDDHI VINAYAK APARTMENT,GROUP HOUSING,SHEVAIN BUILD MART,RAJ-RERA-APP-P-2021-3259,RAJ/P/2021/1607 (05/08/2021),View,
Sikar,RADHIKA VATIKA-3,PLOTTED,GOVERDHAN LAL AGARWAL,RAJ-RERA-APP-P-2021-3256,RAJ/P/2021/1579 (08/07/2021),View,
Sikar,MOTI VIHAR AAWASIYA YOJNA,PLOTTED,POKHAR MAL,RAJ-RERA-APP-P-2021-3257,RAJ/P/2021/1577 (08/07/2021),View,
Jhalawar,MAA VAISHNO PURI-1,PLOTTED,LALIT KUMAR GOYAL,RAJ-RERA-APP-P-2021-3251,RAJ/P/2021/1683 (28/09/2021),View,
Jaipur,VED HEIGHTS-18,GROUP HOUSING,VED HEIGHTS BUILDERS AND DEVELOPERS PVT. LTD.,RAJ-RERA-APP-P-2021-3252,RAJ/P/2021/1576 (07/07/2021),View,
Jaipur,ABM RESIDENCY,GROUP HOUSING,ABM INFRA,RAJ-RERA-APP-P-2021-3246,RAJ/P/2021/1618 (17/08/2021),View,
Jaipur,KISAAN GREEN RESIDENCY,PLOTTED,KISAAN PRIME ESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3243,RAJ/P/2021/1573 (03/07/2021),View,
Jaipur,YASH APARTMENT,GROUP HOUSING,DEVENDRA SINGH,RAJ-RERA-APP-P-2021-3234,RAJ/P/2021/1574 (06/07/2021),View,
Alwar,DEFENCE COLONY,PLOTTED,SUNITA AGARWAL,RAJ-RERA-APP-P-2021-3235,RAJ/P/2021/1587 (16/07/2021),View,
Sirohi,CMJAY Aaradhya Residency,GROUP HOUSING,ASTHVINAYAK BUILDHOME LLP,RAJ-RERA-APP-P-2021-3236,RAJ/P/2021/1645 (02/09/2021),View,
Jodhpur,CMJAY LORDI PANDIT JI PACKAGE-11 JODHPUR,GROUP HOUSING,JODHPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2021-3229,RAJ/P/2021/1568 (24/06/2021),View,
Bikaner,RIDHI SIDHI GARDEN,GROUP HOUSING,Ratan Lal Daftari,RAJ-RERA-APP-P-2021-3225,RAJ/P/2021/1583 (15/07/2021),View,
Udaipur,FORTUNE-80,Mixed (Residential And Commercial),BULA CONSTRUCTION,RAJ-RERA-APP-P-2021-3222,RAJ/P/2021/1613 (12/08/2021),View,
Udaipur,SHREEJI EXOTICA,GROUP HOUSING,SHREEJI DEVELOPERS,RAJ-RERA-APP-P-2021-3221,RAJ/P/2021/1575 (06/07/2021),View,
Jodhpur,RAJENDRA CROWN PLAZA,Commercial,RAJENDRA CROWN PLAZZA,RAJ-RERA-APP-P-2021-3213,RAJ/P/2021/1567 (23/06/2021),View,
Sikar,JAI JAWAN PHASE-2,PLOTTED,SHRI GOVIND BUILDERS AND DEVELOPERS,RAJ-RERA-APP-P-2021-3216,RAJ/P/2021/1571 (30/06/2021),View,
Ajmer,Apeksha City Ajmer,PLOTTED,APEKSHA HOUSING PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3214,RAJ/P/2021/1594 (23/07/2021),View,
Sikar,SOLDIERS COLONY,PLOTTED,HARI PRASAD JANGIR,RAJ-RERA-APP-P-2021-3217,RAJ/P/2021/1569 (25/06/2021),View,
Kota,"INDRA RESIDENCY,Block -A",PLOTTED,MAHESH GUPTA,RAJ-RERA-APP-P-2021-3208,RAJ/P/2021/1565 (18/06/2021),View,
Kota,TRANSPORT NAGAR AT SHAMBHUPURA GROWTH CENTER,PLOTTED,"URBAN IMPROVEMENT TRUST,KOTA",RAJ-RERA-APP-P-2021-3204,RAJ/P/2021/1561 (11/06/2021),View,
Jaipur,RAGHAV DREAM HOMES,GROUP HOUSING,Jaipur Buildhome,RAJ-RERA-APP-P-2021-3203,RAJ/P/2021/1564 (18/06/2021),View,
Kota,Rajiv Gandhi Nagar Special Awasiya Yojana Part-2,PLOTTED,"URBAN IMPROVEMENT TRUST,KOTA",RAJ-RERA-APP-P-2021-3202,RAJ/P/2021/1558 (02/06/2021),View,
Jaipur,ABC ICONIC,GROUP HOUSING,NALANDA BUILTCON PVT LTD,RAJ-RERA-APP-P-2021-3200,RAJ/P/2021/1566 (18/06/2021),View,
Jaipur,LIVSPACE,GROUP HOUSING,AA INFRA,RAJ-RERA-APP-P-2021-3197,RAJ/P/2021/1552 (27/05/2021),View,
Kota,ROYAL PARK,PLOTTED,NIRAMAL KUMAR JAIN,RAJ-RERA-APP-P-2021-3195,RAJ/P/2021/1570 (26/06/2021),View,
Jaipur,The Century Park,GROUP HOUSING,AURIC INFRATECH PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3194,RAJ/P/2021/1553 (29/05/2021),View,
Kota,Suwalka Riddhi Siddhi Vihar-Ext.,PLOTTED,SUNITA SUWANLKA,RAJ-RERA-APP-P-2021-3192,RAJ/P/2021/1550 (25/05/2021),View,
Sri Ganganagar,MANAN VIHAR,PLOTTED,IMPERIAL HEIGHT DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3190,RAJ/P/2021/1548 (21/05/2021),View,
Jaipur,GOKUL AURA,PLOTTED,HAPPY REALSQUARE LLP,RAJ-RERA-APP-P-2021-3189,RAJ/P/2021/1547 (09/05/2021),View,
Kota,Green Homes,GROUP HOUSING,PEAR BUILDHOMES LIMITED LIABILITY PARTNERSHIP,RAJ-RERA-APP-P-2021-3186,RAJ/P/2021/1545 (04/05/2021),View,
Jaipur,DIVINE HOMES,GROUP HOUSING,DIVINE BUILDCON,RAJ-RERA-APP-P-2021-3184,RAJ/P/2021/1543 (29/04/2021),View,
Jaipur,AB PRIME HEIGHT,GROUP HOUSING,Sunil Kumar Agarwal HUF,RAJ-RERA-APP-P-2021-3179,RAJ/P/2021/1551 (25/05/2021),View,
Jaipur,UNICORN'S THE RESIDENCE,GROUP HOUSING,UNICORN INFRA,RAJ-RERA-APP-P-2021-3178,RAJ/P/2021/1557 (02/06/2021),View,
Alwar,Ashiana Nirmay Phase IV,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2021-3175,RAJ/P/2021/1554 (01/06/2021),View,
Jaipur,IMPERIAL GARDEN,GROUP HOUSING,BALLPARK DEVELOPERS,RAJ-RERA-APP-P-2021-3169,RAJ/P/2021/1538 (22/04/2021),View,
Tonk,Joy City,PLOTTED,KAILADEVI CONSTRUCTION AND SUPPLIERS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3164,RAJ/P/2021/1563 (15/06/2021),View,
Jaipur,SIGNATURE ELITE,Commercial,SIGNATURE ELITE DEVELOPERS,RAJ-RERA-APP-P-2021-3166,RAJ/P/2021/1537 (19/04/2021),View,
Jaipur,14 WOODLAND PARK,GROUP HOUSING,WOODLAND PARK BUILDCON LLP,RAJ-RERA-APP-P-2021-3165,RAJ/P/2021/1541 (28/04/2021),View,
Jaipur,Rainbow,GROUP HOUSING,Aadarsh Kothari,RAJ-RERA-APP-P-2021-3161,RAJ/P/2021/1549 (25/05/2021),View,
Rajsamand,CMJAY-2015 BACKSIDE OF POLICE LINE NH. 8,GROUP HOUSING,NagarParishad Rajsamand,RAJ-RERA-APP-P-2021-3160,RAJ/P/2021/1733 (16/11/2021),View,
Jaipur,Sankalp Alexa Homes,GROUP HOUSING,sankalp builders,RAJ-RERA-APP-P-2021-3158,RAJ/P/2021/1536 (17/04/2021),View,
Jaipur,ELITE UMANG,GROUP HOUSING,ELITE BUILDCARE PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3154,RAJ/P/2021/1540 (28/04/2021),View,
Jaipur,"Kedia's ""THE KOTHI"" Phase 2",GROUP HOUSING,Kedia Real Estate LLP,RAJ-RERA-APP-P-2021-3157,RAJ/P/2021/1526 (09/04/2021),View,
Jaipur,MAYFAIR GREENS,GROUP HOUSING,VRINDAVAN ENTERPRISES,RAJ-RERA-APP-P-2021-3156,RAJ/P/2021/1539 (24/04/2021),View,
Jaipur,DWARIKA ENCLAVE,PLOTTED,BHARAT SINGH,RAJ-RERA-APP-P-2021-3152,RAJ/P/2021/1546 (08/05/2021),View,
Jaipur,"Kedia's ""THE KOTHI""",GROUP HOUSING,Kedia Real Estate LLP,RAJ-RERA-APP-P-2021-3153,RAJ/P/2021/1523 (09/04/2021),View,
Jaipur,THE PALM,GROUP HOUSING,OLIVE BUILDERS,RAJ-RERA-APP-P-2021-3148,RAJ/P/2021/1534 (15/04/2021),View,
Alwar,UPVAN - The Garden City (Phase-IV),GROUP HOUSING,Reverence Infrastructure India LLP,RAJ-RERA-APP-P-2021-3144,RAJ/P/2021/1528 (13/04/2021),View,
Udaipur,HITAWALA BLUE DIAMOND,Mixed (Residential And Commercial),BLUE DIAMOND,RAJ-RERA-APP-P-2021-3141,RAJ/P/2021/1562 (11/06/2021),View,
Jaipur,Dream Homes,GROUP HOUSING,P G DEVELOPERS,RAJ-RERA-APP-P-2021-3139,RAJ/P/2021/1535 (15/04/2021),View,
Sikar,CHHABRAS CROWN MALL,Commercial,sohan lal chhabra,RAJ-RERA-APP-P-2021-3126,RAJ/P/2021/1560 (09/06/2021),View,
Pali,SHREE KRISHNA NAGAR,PLOTTED,UIT PALI,RAJ-RERA-APP-P-2021-3125,RAJ/P/2021/1514 (26/03/2021),View,
Jaipur,BOSCH ENCLAVE NORTH,PLOTTED,BHAGWAN SAHAY SHARMA,RAJ-RERA-APP-P-2021-3116,RAJ/P/2021/1542 (29/04/2021),View,
Jaipur,Kedia's Prakash Avenues,PLOTTED,Kedia Realty,RAJ-RERA-APP-P-2021-3118,RAJ/P/2021/1517 (27/03/2021),View,
Jaipur,Ashiana Greens Phase 3,GROUP HOUSING,The Green Triveni Developer,RAJ-RERA-APP-P-2021-3114,RAJ/P/2021/1513 (26/03/2021),View,
Jaipur,Gulmohar,GROUP HOUSING,NATURE HOMES BUILDERS AND DEVELOPERS LLP,RAJ-RERA-APP-P-2021-3108,RAJ/P/2021/1510 (23/03/2021),View,
Jaipur,Narmada Apartments,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2021-3104,RAJ/P/2021/1519 (07/04/2021),View,
Kota,MINES OWNERS COLONY,PLOTTED,MINES OWNERS COLONIZERS,RAJ-RERA-APP-P-2021-3103,RAJ/P/2021/1512 (24/03/2021),View,
Sikar,BALAJI TOWER,Commercial,SHRI BALAJI DEVELOPERS,RAJ-RERA-APP-P-2021-3096,RAJ/P/2021/1527 (09/04/2021),View,
Pali,VINAYAK CITY,GROUP HOUSING,VINAYAK DEVELOPERS,RAJ-RERA-APP-P-2021-3097,RAJ/P/2021/1555 (01/06/2021),View,
Jaipur,PUSHAP ENCLAVE,GROUP HOUSING,TARA CHAND SONI,RAJ-RERA-APP-P-2021-3095,RAJ/P/2021/1516 (26/03/2021),View,
Baran,MOTER MARKET,Commercial,NAGAR PARISHAD BARAN,RAJ-RERA-APP-P-2021-3087,RAJ/P/2021/1525 (09/04/2021),View,
Jaipur,THE PLEASURE GARDEN BLOCK-A,PLOTTED,HAPPY REALSQUARE LLP,RAJ-RERA-APP-P-2021-3088,RAJ/P/2021/1498 (19/03/2021),View,
Alwar,UNNATI LOCAL SHOPPING CENTER,PLOTTED,Bhiwadi Integrated Development Authority,RAJ-RERA-APP-P-2021-3083,RAJ/P/2021/1495 (18/03/2021),View,
Alwar,PRAGATI COMPLEX,PLOTTED,Bhiwadi Integrated Development Authority,RAJ-RERA-APP-P-2021-3082,RAJ/P/2021/1518 (02/04/2021),View,
Alwar,MOHAN VIHAR RESIDENTIAL SCHEME,PLOTTED,Bhiwadi Integrated Development Authority,RAJ-RERA-APP-P-2021-3084,RAJ/P/2021/1522 (09/04/2021),View,
Jhalawar,KRISHA RESIDENCY,PLOTTED,MOHAN LAL BHEEL,RAJ-RERA-APP-P-2021-3077,RAJ/P/2021/1508 (21/03/2021),View,
Jaipur,RAMAA PRIME-1ST,GROUP HOUSING,KRISHNAA BALRAM RESIDENCY PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3078,RAJ/P/2021/1506 (21/03/2021),View,
Jaipur,SHIVAM HEIGHTS,GROUP HOUSING,SHREE MAHAKAAL REALINFRACON LLP,RAJ-RERA-APP-P-2021-3079,RAJ/P/2021/1521 (07/04/2021),View,
Udaipur,ARCHI THE HARMONY,GROUP HOUSING,SHREEJI ENTERPRISES,RAJ-RERA-APP-P-2021-3080,RAJ/P/2021/1500 (20/03/2021),View,
Jaipur,Raj Heights,GROUP HOUSING,SSD BUILDTECH,RAJ-RERA-APP-P-2021-3076,RAJ/P/2021/1509 (21/03/2021),View,
Jaipur,SHRI RADHA GOVIND VILLA,PLOTTED,FRIENDS HOUSING,RAJ-RERA-APP-P-2021-3074,RAJ/P/2021/1515 (26/03/2021),View,
Jodhpur,ADITYA DWARKADISH CITY PHASE-II,GROUP HOUSING,ADITYA BUILDERS AND DEVELOPERS,RAJ-RERA-APP-P-2021-3070,RAJ/P/2021/1531 (13/04/2021),View,
Jaipur,HARGOVIND RESIDENTIAL SCHEME,PLOTTED,UNIQUE DREAM BUILDERS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3065,RAJ/P/2021/1501 (20/03/2021),View,
Jaipur,RUHEEN REGAL,GROUP HOUSING,RUHEEN DEVELOPERS AND PROPERTIES LLP,RAJ-RERA-APP-P-2021-3063,RAJ/P/2021/1499 (19/03/2021),View,
Jaipur,MADHAV RESIDENCY,GROUP HOUSING,GOLDENDREAM BUILDERS AND DEVELOPER PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3061,RAJ/P/2021/1497 (19/03/2021),View,
Jaipur,Om Residency,GROUP HOUSING,SILVER VELLY ESTATE,RAJ-RERA-APP-P-2021-3057,RAJ/P/2021/1524 (09/04/2021),View,
Jaipur,Vilasa Umang,GROUP HOUSING,Taruchaya Colonizers Private Limited,RAJ-RERA-APP-P-2021-3054,RAJ/P/2021/1572 (30/06/2021),View,
Jaipur,DI DAU O MUNTAJAE,GROUP HOUSING,DI DAU O MUNTAJAE,RAJ-RERA-APP-P-2021-3055,RAJ/P/2021/1511 (23/03/2021),View,
Jaipur,ROYAL HABITAT,PLOTTED,sital grass field township developers Pvt Ltd,RAJ-RERA-APP-P-2021-3050,RAJ/P/2021/1559 (03/06/2021),View,
Jaipur,MEADOWS VILLA,GROUP HOUSING,DEFINED BUILDERS AND COLONIZERS LLP,RAJ-RERA-APP-P-2021-3049,RAJ/P/2021/1492 (17/03/2021),View,
Bhilwara,G S County,GROUP HOUSING,G S DREAMHOME LLP,RAJ-RERA-APP-P-2021-3036,RAJ/P/2021/1520 (07/04/2021),View,
Udaipur,SCHEME IN RCA CAMPUS UDAIPOLE BUS STAND TO KUMHARO KA BHATTA,PLOTTED,UIT UDAIPUR,RAJ-RERA-APP-P-2021-3027,RAJ/P/2021/1502 (20/03/2021),View,
Alwar,SHUBHASHRAY UPTOWN PHASE III,GROUP HOUSING,SUREFIN ADVISORS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3023,RAJ/P/2021/1530 (13/04/2021),View,
Alwar,SHUBHASHRAY UPTOWN PHASE II,GROUP HOUSING,SUREFIN ADVISORS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3022,RAJ/P/2021/1529 (13/04/2021),View,
Jaipur,KEDIA'S PANCHWATI,PLOTTED,KEDIA BUILDERS AND COLONIZERS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3012,RAJ/P/2021/1467 (27/02/2021),View,
Jaipur,Akshat Anugrah,GROUP HOUSING,AKSHAT APARTMENTS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3003,RAJ/P/2021/1486 (05/03/2021),View,
Jaipur,KEDIA'S VIRASAT,GROUP HOUSING,KEDIA BUILDERS AND COLONIZERS PRIVATE LIMITED,RAJ-RERA-APP-P-2021-3011,RAJ/P/2021/1468 (28/02/2021),View,
Kota,NILAY,PLOTTED,DENIM DEVELOPERS LIMITED,RAJ-RERA-APP-P-2021-2996,RAJ/P/2021/1474 (02/03/2021),View,
Kota,SHIV VIHAR,PLOTTED,ROHIT ASSOCIATES,RAJ-RERA-APP-P-2021-2986,RAJ/P/2021/1533 (13/04/2021),View,
Kota,HIMMAT NAGAR-II,PLOTTED,RADHEY COLONIZERS AND BUILDERS,RAJ-RERA-APP-P-2021-2985,RAJ/P/2021/1475 (02/03/2021),View,
Kota,SARANSH VIHAR,PLOTTED,RPS COLONIZERS,RAJ-RERA-APP-P-2021-2984,RAJ/P/2021/1532 (13/04/2021),View,
Jaipur,ROYAL HOMES,GROUP HOUSING,GOKUL KRIPA COLONIZERS AND DEVELOPERS PVT. LTD.,RAJ-RERA-APP-P-2021-2983,RAJ/P/2021/1469 (28/02/2021),View,
Barmer,BARMER RESIDENCY,GROUP HOUSING,DURGA BUILDERS,RAJ-RERA-APP-P-2021-2981,RAJ/P/2021/1480 (05/03/2021),View,
Jaipur,RAJLAXMI ENCLAVE-VIII,PLOTTED,KAILASH BUILDESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2021-2980,RAJ/P/2021/1485 (05/03/2021),View,
Jaipur,CHETAN VIHAR,PLOTTED,BHAGWAN DEV SHARMA,RAJ-RERA-APP-P-2021-2979,RAJ/P/2021/1484 (05/03/2021),View,
Jodhpur,Ashiana Dwarka Phase-IV,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2021-2978,RAJ/P/2021/1472 (02/03/2021),View,
Jaipur,Ashiana Greens Phase 2,GROUP HOUSING,The Green Triveni Developer,RAJ-RERA-APP-P-2021-2972,RAJ/P/2021/1494 (17/03/2021),View,
Bhilwara,INFINITY BUSINESS PARK,PLOTTED,KANTA SARAF,RAJ-RERA-APP-P-2021-2965,RAJ/P/2021/1481 (05/03/2021),View,
Jaipur,VARDHMAN’S KINGS COURT,GROUP HOUSING,RICHWELL ENTERPRISES PRIVATE LIMITED,RAJ-RERA-APP-P-2021-2962,RAJ/P/2021/1473 (02/03/2021),View,
Jaipur,LIBRA RESIDENCY,GROUP HOUSING,VATSAL ENTERPRISES,RAJ-RERA-APP-P-2021-2963,RAJ/P/2021/1488 (10/03/2021),View,
Jaipur,GOVIND RESIDENCY,PLOTTED,BHORI LAL,RAJ-RERA-APP-P-2021-2960,RAJ/P/2021/1476 (02/03/2021),View,
Jhalawar,TULSI VIHAR,PLOTTED,RAJENDRA KUMAR MEENA,RAJ-RERA-APP-P-2021-2956,RAJ/P/2021/1507 (21/03/2021),View,
Barmer,GOKUL DHAM VALLEY,GROUP HOUSING,NANAK DEVELOPERS,RAJ-RERA-APP-P-2021-2951,RAJ/P/2021/1489 (10/03/2021),View,
Jodhpur,LOVE HOME MARWAR PHASE-3,GROUP HOUSING,THE LOVE HOMES LLP,RAJ-RERA-APP-P-2021-2949,RAJ/P/2021/1503 (20/03/2021),View,
Alwar,BABA MOHANRAM WHOLESALE FRUITS & VEGETABLES MANDI,PLOTTED,Bhiwadi Integrated Development Authority,RAJ-RERA-APP-P-2021-2944,RAJ/P/2021/1457 (13/02/2021),View,
Ajmer,DEEPMALA RESIDENCY,GROUP HOUSING,DEEPMALA INFRAESTATE AND TOWNS PVT LTD,RAJ-RERA-APP-P-2021-2946,RAJ/P/2021/1466 (26/02/2021),View,
Jaipur,SUKHIJA VIHAR-B,PLOTTED,CHOPRA AWAS VIKAS LLP,RAJ-RERA-APP-P-2021-2938,RAJ/P/2021/1477 (02/03/2021),View,
Jaipur,SHRI GOVINDAM RESIDENCY,PLOTTED,BHRAMI BUILDESTATE LLP,RAJ-RERA-APP-P-2021-2935,RAJ/P/2021/1461 (23/02/2021),View,
Jaipur,GANPATI ENCLAVE,PLOTTED,HEMRAJ SHARMA,RAJ-RERA-APP-P-2021-2931,RAJ/P/2021/1459 (20/02/2021),View,
Ajmer,Unique Green Valley,GROUP HOUSING,Murano Service Apartments Private Limited,RAJ-RERA-APP-P-2021-2932,RAJ/P/2021/1470 (02/03/2021),View,
Barmer,BALAJI RESIDENCY,GROUP HOUSING,BALAJI DEVELOPERS,RAJ-RERA-APP-P-2021-2917,RAJ/P/2021/1491 (15/03/2021),View,
Alwar,GHILOTH ASHRAY,GROUP HOUSING,NIRMAN BUILDERS,RAJ-RERA-APP-P-2021-2923,RAJ/P/2021/1448 (04/02/2021),View,
Kota,DIYA PARK-EXT.,PLOTTED,Coral Infraprojects,RAJ-RERA-APP-P-2021-2915,RAJ/P/2021/1451 (08/02/2021),View,
Kota,Deepak Residency,PLOTTED,Diya Developers,RAJ-RERA-APP-P-2021-2916,RAJ/P/2021/1452 (09/02/2021),View,
Sri Ganganagar,ARAVALI HOMES,GROUP HOUSING,CHOUDHARY BUILD MART PVT LTD,RAJ-RERA-APP-P-2021-2913,RAJ/P/2021/1453 (10/02/2021),View,
Jaipur,SUKH SAMRIDHI,GROUP HOUSING,GOVIND KRIPA ENCLAVE LLP,RAJ-RERA-APP-P-2021-2911,RAJ/P/2021/1464 (25/02/2021),View,
Jodhpur,ADINATH ADITA,GROUP HOUSING,ADINATH BUILDWELL PRIVATE LIMITED,RAJ-RERA-APP-P-2021-2900,RAJ/P/2021/1490 (11/03/2021),View,
Alwar,MANGLAM'S RAMBAGH,PLOTTED,RAMBAGH DEVELOPERS,RAJ-RERA-APP-P-2021-2897,RAJ/P/2021/1460 (20/02/2021),View,
Jaipur,GEETA Phase-II,GROUP HOUSING,Shubhashish Builders and Developers,RAJ-RERA-APP-P-2021-2895,RAJ/P/2021/1433 (28/01/2021),View,
Alwar,VATIKA RESIDENCY,PLOTTED,LAL CHAND SAINI,RAJ-RERA-APP-P-2021-2894,RAJ/P/2021/1478 (03/03/2021),View,
Jodhpur,ASHAPURNA AANGAN PRIME,PLOTTED,ASHAPURNA BUILDCON LIMITED,RAJ-RERA-APP-P-2021-2889,RAJ/P/2021/1444 (02/02/2021),View,
Barmer,SHIV SHAKTI RESIDENCY,GROUP HOUSING,SHIV SHAKTI DEVELOPERS,RAJ-RERA-APP-P-2021-2881,RAJ/P/2021/1493 (17/03/2021),View,
Jaipur,THE PLEASURE GARDEN,PLOTTED,KISAAN PRIME ESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2021-2876,RAJ/P/2021/1445 (03/02/2021),View,
Kota,"VIKAS NAGAR,BLOCK-B",PLOTTED,Shiv Associates,RAJ-RERA-APP-P-2021-2870,RAJ/P/2021/1447 (04/02/2021),View,
Alwar,"Mukhya Mantri Jan Awas Yojana, Aravali Vihar, Bhiwadi",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2021-2869,RAJ/P/2021/1431 (20/01/2021),View,
Alwar,AANGAN VILLA PHASE-2,GROUP HOUSING,Lalji Buildstate Private Limited,RAJ-RERA-APP-P-2021-2855,RAJ/P/2021/1456 (13/02/2021),View,
Jaipur,HANUMAN NAGAR-A,PLOTTED,GOKUL KRIPA COLONIZERS AND DEVELOPERS PVT. LTD.,RAJ-RERA-APP-P-2021-2854,RAJ/P/2021/1436 (02/02/2021),View,
Jaipur,PARK INFINIA,Mixed (Residential And Commercial),VINAYAK DEVELOPERS,RAJ-RERA-APP-P-2021-2852,RAJ/P/2021/1454 (10/02/2021),View,
Ajmer,SHIV PINNACLE,GROUP HOUSING,SHIVA BUILDERS AND DEVELOPERS,RAJ-RERA-APP-P-2021-2850,RAJ/P/2021/1435 (29/01/2021),View,
Jaipur,VRINDAVAN RESIDENCY,PLOTTED,ASHUTOSH BANSAL,RAJ-RERA-APP-P-2021-2844,RAJ/P/2021/1429 (19/01/2021),View,
Chittorgarh,Arham Vihar,PLOTTED,KEERTI ROSHANLAL DHILIWAL,RAJ-RERA-APP-P-2021-2840,RAJ/P/2021/1462 (24/02/2021),View,
Jaipur,MAHAVEER NAGAR,PLOTTED,YASH BUILDERS AND DEVELOPERS,RAJ-RERA-APP-P-2021-2833,RAJ/P/2021/1437 (02/02/2021),View,
Jaipur,ABHIMANYU RESIDENCY BLOCK-B,PLOTTED,HAPPY REALSQUARE LLP,RAJ-RERA-APP-P-2021-2832,RAJ/P/2021/1427 (13/01/2021),View,
Jaisalmer,SWAMI VIVEKANAND RESIDENTIAL SCHEME JAISALMER,PLOTTED,URBAN IMPROVEMENT TRUST JAISALMER,RAJ-RERA-APP-P-2020-2824,RAJ/P/2021/1483 (05/03/2021),View,
Ajmer,CMJAY Nagar Parishad Beawar,GROUP HOUSING,Nagar Parishad Beawar,RAJ-RERA-APP-P-2020-2821,RAJ/P/2021/1487 (05/03/2021),View,
Jaipur,SHRI GOVIND KRIPA,PLOTTED,Gaurav Dadheech,RAJ-RERA-APP-P-2020-2822,RAJ/P/2021/1422 (04/01/2021),View,
Jaipur,GALAXY ENCLAVE THE URBAN VILLAGE,GROUP HOUSING,GALAXY ENERGY SOLUTIONS LLP,RAJ-RERA-APP-P-2020-2818,RAJ/P/2021/1450 (06/02/2021),View,
Jodhpur,AYODHYA NAGAR,PLOTTED,SATYANARAYAN SONI KATTA,RAJ-RERA-APP-P-2020-2815,RAJ/P/2021/1428 (15/01/2021),View,
Alwar,"GANDHI NAGAR, SCHEME - 8",PLOTTED,UIT ALWAR,RAJ-RERA-APP-P-2020-2813,RAJ/P/2021/1417 (01/01/2021),View,
Jaipur,Okay Plus Exotica Greens (West),PLOTTED,Okay Plus Builders LLP,RAJ-RERA-APP-P-2020-2807,RAJ/P/2021/1419 (01/01/2021),View,
Jaipur,Bhavyaa Green Luxuria,GROUP HOUSING,BHAVYAA GREEN BUILDERS,RAJ-RERA-APP-P-2020-2810,RAJ/P/2021/1432 (20/01/2021),View,
Jaipur,SHUBH VILLA EXT.,GROUP HOUSING,Shubham Landcon LLP,RAJ-RERA-APP-P-2020-2806,RAJ/P/2021/1424 (06/01/2021),View,
Jhalawar,R.K. ENCLAVE-III,PLOTTED,MANOJ KUMAR LALWANI,RAJ-RERA-APP-P-2020-2799,RAJ/P/2021/1439 (02/02/2021),View,
Jhalawar,R.K. ENCLAVE-II,PLOTTED,MANOJ KUMAR LALWANI,RAJ-RERA-APP-P-2020-2798,RAJ/P/2021/1438 (02/02/2021),View,
Jhalawar,SAI SANSAR-III,PLOTTED,JAGDISH CHAND MEHAR,RAJ-RERA-APP-P-2020-2803,RAJ/P/2021/1443 (02/02/2021),View,
Jhalawar,SAI DARSHAN-IV,PLOTTED,GOVIND MEGHWAL,RAJ-RERA-APP-P-2020-2802,RAJ/P/2021/1442 (02/02/2021),View,
Jhalawar,R.K. ENCLAVE-IV,PLOTTED,ABDUL HAKIM,RAJ-RERA-APP-P-2020-2800,RAJ/P/2021/1440 (02/02/2021),View,
Jhalawar,R.K. ENCLAVE-V,PLOTTED,ABDUL HAKIM,RAJ-RERA-APP-P-2020-2801,RAJ/P/2021/1441 (02/02/2021),View,
Jaipur,Ashiana Umang Phase V and Ashiana Umang Plaza,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2020-2788,RAJ/P/2021/1430 (19/01/2021),View,
Udaipur,HITAWALA RISING STAR,GROUP HOUSING,RISING STAR CONSTRUCTION,RAJ-RERA-APP-P-2020-2785,RAJ/P/2021/1421 (02/01/2021),View,
Bhilwara,AMBESH NAGAR,PLOTTED,BINDU DEVI JAIN,RAJ-RERA-APP-P-2020-2783,RAJ/P/2021/1455 (13/02/2021),View,
Kota,MUKUNDRA VIHAR VISTAR YOJANA- I,PLOTTED,"URBAN IMPROVEMENT TRUST,KOTA",RAJ-RERA-APP-P-2020-2779,RAJ/P/2020/1414 (23/12/2020),View,
Barmer,SATYAM CITY,PLOTTED,PARKASH CHAND PARMAR,RAJ-RERA-APP-P-2020-2771,RAJ/P/2021/1616 (14/08/2021),View,
